Serie;Codigo_municipio;Nombre;2023
Municipio de Madrid;0.05;6.39;47.38;24.05
Norte Metropolitano;0.28;17.13;42.23;14.86
Este Metropolitano;0.21;19.44;24.26;18.89
Sur Metropolitano;0.24;16.31;23.85;23.09
Oeste Metropolitano;0.23;4.88;53.45;20.31
Sierra Norte;1.59;7.88;25.94;32.08
Nordeste Comunidad;0.89;26.14;17.97;14.66
Sudeste Comunidad;2.23;26.77;17.89;20.36
Sudoeste Comunidad;1.14;11.73;25.86;23.01
Sierra Sur;1.69;12.79;25.81;29.93
Sierra Central;0.8;4.83;31.29;35.75
Acebeda (La);1.19;10.78;33.86;38.99
Ajalvir;0.16;42.29;20.11;9.23
Alameda del Valle;3.18;0;37.85;14.72
Alamo (El);0.36;4.39;29.87;33.28
Alcalá de Henares;0.21;18.78;24.69;25.83
Alcobendas;0.04;14.26;46.36;12.79
Alcorcón;0.04;11.34;32.54;23.08
Aldea del Fresno;8.03;1.05;23.5;41.48
Algete;0.76;27.2;21.51;13.2
Alpedrete;0.25;4.43;35.72;30.47
Ambite;4.22;4.53;28.04;31.85
Anchuelo;1.81;4.1;22.85;34.64
Aranjuez;1.29;23.45;18.41;29.92
Arganda del Rey;0.11;33.3;15.5;19.34
Arroyomolinos;0.04;2.82;38.11;18.47
Atazar (El);2.52;12.88;30.76;15.32
Batres;2.5;4.77;27.05;32.98
Becerril de la Sierra;0.82;1.66;39.35;22.46
Belmonte de Tajo;1.89;20.15;25.58;31.5
Berrueco (El);0.26;14.49;12.12;49.31
Berzosa del Lozoya;14.91;7.8;20.8;35.47
Boadilla del Monte;0.36;3.23;47;23.04
Boalo (El);1.36;6.36;27.9;33.05
Braojos;1.57;0;68.84;12.36
Brea de Tajo;7.69;7.05;13.64;50.34
Brunete;1.93;2.29;33.32;31.85
Buitrago del Lozoya;0.68;1.46;20.31;54.82
Bustarviejo;1.69;4.64;38.02;23.52
Cabanillas de la Sierra;2.01;3.73;23.97;35.31
Cabrera (La);0.42;2.8;23.19;38.61
Cadalso de los Vidrios;1.27;27.87;18.21;32.26
Camarma de Esteruelas;0.36;28.74;18.26;12.2
Campo Real;0.54;36.89;18.58;12.32
Canencia;4.63;1.19;22.57;30.2
Carabaña;3.1;4.43;22.18;37.62
Casarrubuelos;0.19;17.88;15.15;22.77
Cenicientos;3.76;6.22;28.7;36.97
Cercedilla;0.33;1.12;26.91;44.55
Cervera de Buitrago;0.36;21.94;26.23;33.1
Chapinería;0.72;9.6;21.19;35.27
Chinchón;5.19;13.98;21.36;25.71
Ciempozuelos;0.65;10.39;31.09;24.76
Cobeña;0.51;20.22;24.3;24.27
Collado Mediano;0.58;3.01;36.09;29.48
Collado Villalba;0.68;8.69;29.12;28.52
Colmenar Viejo;1.1;21.93;17.76;34.49
Colmenar de Oreja;2.62;23.1;20.63;18.78
Colmenar del Arroyo;0.98;18.93;47.16;11.44
Colmenarejo;0.56;15.89;20.76;45.39
Corpa;2.55;4.02;33.84;46.67
Coslada;0.02;11.03;22.08;17.29
Cubas de la Sagra;0.49;20.88;15.6;29.04
Daganzo de Arriba;0.23;36.05;18.62;9.83
Escorial (El);0.45;2.16;30.82;46.98
Estremera;3.01;4.76;11.67;65.26
Fresnedillas de la Oliva;1.62;12.84;23.49;35.34
Fresno de Torote;2.97;7.56;25.21;30.6
Fuenlabrada;0.1;22.16;20.49;20.57
Fuente el Saz de Jarama;3.61;18.5;23.72;16.52
Fuentidueña de Tajo;5.19;18.4;24.48;22.52
Galapagar;0.96;1.85;36.31;29.84
Garganta de los Montes;3.12;24.8;24.58;23.61
Gargantilla del Lozoya y Pinilla de Buitrago;2.02;8.18;28.22;27.86
Gascones;6.16;12.04;10.72;26.05
Getafe;0.15;19.28;24.54;19.05
Griñón;0.31;23.93;15.98;14.44
Guadalix de la Sierra;2.16;4.19;33.86;30.35
Guadarrama;0.27;3.35;27.05;35.88
Hiruela (La);0.33;18.55;9.43;53.5
Horcajo de la Sierra-Aoslos;3.62;23.31;18.74;30.97
Horcajuelo de la Sierra;2.62;15.03;9.01;52.64
Hoyo de Manzanares;0.46;1.85;49.22;25.62
Humanes de Madrid;0.26;33.23;10.48;8.54
Leganés;0.1;13.05;23.03;20.7
Loeches;1.09;45.29;11.69;8.17
Lozoya;1.97;2.57;46.32;23.71
Lozoyuela-Navas-Sieteiglesias;0.88;12.65;22.08;27.6
Madarcos;1.68;28.95;10.21;56.43
Madrid;0.05;6.39;47.38;24.05
Majadahonda;0.13;3.54;53.21;21.78
Manzanares el Real;0.64;2.35;40.52;29.32
Meco;0.29;29.71;10.3;9.32
Mejorada del Campo;0.1;29.97;14.79;13.59
Miraflores de la Sierra;3.02;4.91;34.33;25.75
Molar (El);1.52;5.14;30.31;25.64
Molinos (Los);0.54;20.24;28.63;26.55
Montejo de la Sierra;1.81;10.33;8.24;68.49
Moraleja de Enmedio;1.14;28.93;18.27;13.72
Moralzarzal;0.36;3.15;32.31;29.93
Morata de Tajuña;5.44;30.9;16.51;21.5
Móstoles;0.23;10.41;28.17;28.23
Navacerrada;1.91;2.48;40.27;17.71
Navalafuente;2.08;8.13;44.73;23.98
Navalagamella;7.54;6.57;31.08;34.1
Navalcarnero;1.74;8.81;28.32;30.05
Navarredonda y San Mamés;3.24;31.15;20.86;34.04
Navas del Rey;0.58;8.2;23.13;24.29
Nuevo Baztán;0.42;6.63;32.35;19.94
Olmeda de las Fuentes;2.57;0.85;16.34;17.25
Orusco de Tajuña;4.84;35.06;11.68;37.44
Paracuellos de Jarama;2.38;21.5;23.57;18.73
Parla;0.14;11.33;26.79;26.95
Patones;0.77;0.47;16.22;29.9
Pedrezuela;1.14;2.3;33.25;31.95
Pelayos de la Presa;0.47;5.15;26.94;36.95
Perales de Tajuña;1.11;22.91;21.01;19.55
Pezuela de las Torres;7.25;7.6;18.75;32.09
Pinilla del Valle;2.24;20.26;24.18;34.68
Pinto;0.28;21.39;17.79;17.33
Piñuécar-Gandullas;5.22;29.85;14.7;40.78
Pozuelo de Alarcón;0.07;2.49;69.3;14.66
Pozuelo del Rey;4.27;10.44;36.67;12.67
Prádena del Rincón;2.77;17.37;11.53;35.23
Puebla de la Sierra;4.99;32.25;19.91;31.99
Puentes Viejas;1.39;30.22;16.59;35.56
