Serie;Codigo_municipio;Nombre;2020;2021;2022;2023
Comunidad de Madrid;;Comunidad de Madrid;322836;299953;316906;323387;
Zonas Estadísticas;01;Municipio de Madrid ;208013;193822;201325;204976;
Zonas Estadísticas;02;Norte Metropolitano ;19526;17744;18912;19392;
Zonas Estadísticas;03;Este Metropolitano  ;19000;17463;19598;20385;
Zonas Estadísticas;04;Sur Metropolitano   ;29376;26570;29127;29916;
Zonas Estadísticas;05;Oeste Metropolitano ;33212;31534;32964;33861;
Zonas Estadísticas;06;Sierra Norte        ;933;841;974;996;
Zonas Estadísticas;07;Nordeste Comunidad  ;1515;1379;1571;1638;
Zonas Estadísticas;08;Sudeste Comunidad   ;1698;1581;2497;1779;
Zonas Estadísticas;09;Sudoeste Comunidad  ;3148;2896;3249;3502;
Zonas Estadísticas;10;Sierra Sur          ;649;615;752;791;
Zonas Estadísticas;11;Sierra Central      ;5766;5508;5937;6151;
Municipios;0014;Acebeda (La);1;0;0;1;
Municipios;0029;Ajalvir;594;578;999;1094;
Municipios;0035;Alameda del Valle;6;5;7;5;
Municipios;0040;Alamo (El);140;146;182;204;
Municipios;0053;Alcalá de Henares;6319;5563;5992;6072;
Municipios;0066;Alcobendas;8545;8191;8713;8687;
Municipios;0072;Alcorcón;4701;4303;4549;4829;
Municipios;0088;Aldea del Fresno;83;61;68;68;
Municipios;0091;Algete;740;695;804;821;
Municipios;0105;Alpedrete;529;516;537;560;
Municipios;0112;Ambite;3;5;7;4;
Municipios;0127;Anchuelo;12;14;14;11;
Municipios;0133;Aranjuez;1405;1016;1108;1170;
Municipios;0148;Arganda del Rey;1410;1304;1470;1550;
Municipios;0151;Arroyomolinos;822;731;799;917;
Municipios;0164;Atazar (El);0;0;0;0;
Municipios;0170;Batres;21;21;28;29;
Municipios;0186;Becerril de la Sierra;158;166;196;202;
Municipios;0199;Belmonte de Tajo;30;29;38;35;
Municipios;0210;Berrueco (El);10;10;16;17;
Municipios;0203;Berzosa del Lozoya;44;40;47;47;
Municipios;0225;Boadilla del Monte;3779;3708;4105;4226;
Municipios;0231;Boalo (El);221;214;228;232;
Municipios;0246;Braojos;3;4;4;3;
Municipios;0259;Brea de Tajo;65;2;1;2;
Municipios;0262;Brunete;417;392;391;384;
Municipios;0278;Buitrago del Lozoya;68;47;63;68;
Municipios;0284;Bustarviejo;84;66;88;91;
Municipios;0297;Cabanillas de la Sierra;20;20;21;27;
Municipios;0301;Cabrera (La);59;47;54;54;
Municipios;0318;Cadalso de los Vidrios;71;71;85;84;
Municipios;0323;Camarma de Esteruelas;164;156;187;192;
Municipios;0339;Campo Real;71;64;85;97;
Municipios;0344;Canencia;23;21;17;22;
Municipios;0357;Carabaña;21;17;760;24;
Municipios;0360;Casarrubuelos;40;33;52;51;
Municipios;0376;Cenicientos;9;9;11;11;
Municipios;0382;Cercedilla;216;212;269;272;
Municipios;0395;Cervera de Buitrago;4;4;4;3;
Municipios;0513;Chapinería;39;40;87;87;
Municipios;0528;Chinchón;164;141;157;163;
Municipios;0409;Ciempozuelos;384;358;403;419;
Municipios;0416;Cobeña;229;211;231;229;
Municipios;0468;Collado Mediano;220;196;217;217;
Municipios;0474;Collado Villalba;1744;1623;1694;1717;
Municipios;0455;Colmenar Viejo;1710;1479;1635;1663;
Municipios;0437;Colmenar de Oreja;113;111;102;103;
Municipios;0421;Colmenar del Arroyo;42;40;61;68;
Municipios;0442;Colmenarejo;191;177;187;189;
Municipios;0480;Corpa;6;6;5;7;
Municipios;0493;Coslada;1880;1665;1951;1976;
