Serie;Codigo_municipio;Nombre;2020;2021;2022;2023
Comunidad de Madrid;;Comunidad de Madrid;3418002;3345487;3513875;3646529;
Zonas Estadísticas;01;Municipio de Madrid ;2081246;2031007;2130269;2220038;
Zonas Estadísticas;02;Norte Metropolitano ;223395;216789;228556;237210;
Zonas Estadísticas;03;Este Metropolitano  ;266981;267558;278794;285030;
Zonas Estadísticas;04;Sur Metropolitano   ;444332;436559;460645;471069;
Zonas Estadísticas;05;Oeste Metropolitano ;242219;235415;245925;256846;
Zonas Estadísticas;06;Sierra Norte        ;11865;11837;13366;15026;
Zonas Estadísticas;07;Nordeste Comunidad  ;21778;21776;22669;23456;
Zonas Estadísticas;08;Sudeste Comunidad   ;28256;28651;31274;31471;
Zonas Estadísticas;09;Sudoeste Comunidad  ;44806;43689;47683;50164;
Zonas Estadísticas;10;Sierra Sur          ;9166;9192;10222;10453;
Zonas Estadísticas;11;Sierra Central      ;43958;43014;44472;45766;
Municipios;0014;Acebeda (La);65;65;54;75;
Municipios;0029;Ajalvir;5272;5173;5772;5938;
Municipios;0035;Alameda del Valle;91;63;85;141;
Municipios;0040;Alamo (El);1929;1945;2216;2360;
Municipios;0053;Alcalá de Henares;80142;80391;82154;84334;
Municipios;0066;Alcobendas;104331;101005;106328;111011;
Municipios;0072;Alcorcón;61289;61648;65587;67446;
Municipios;0088;Aldea del Fresno;637;616;701;700;
Municipios;0091;Algete;9020;8636;9104;9584;
Municipios;0105;Alpedrete;3125;3204;3355;3394;
Municipios;0112;Ambite;109;106;128;175;
Municipios;0127;Anchuelo;226;234;316;332;
Municipios;0133;Aranjuez;20700;20154;20587;20453;
Municipios;0148;Arganda del Rey;31398;31150;30043;30375;
Municipios;0151;Arroyomolinos;10669;10049;11625;12222;
Municipios;0164;Atazar (El);26;48;84;99;
Municipios;0170;Batres;264;290;330;378;
Municipios;0186;Becerril de la Sierra;1184;1178;1238;1229;
Municipios;0199;Belmonte de Tajo;303;333;336;372;
Municipios;0210;Berrueco (El);278;291;207;217;
Municipios;0203;Berzosa del Lozoya;110;77;97;148;
Municipios;0225;Boadilla del Monte;22749;21555;24169;25961;
Municipios;0231;Boalo (El);1616;1629;1802;1909;
Municipios;0246;Braojos;311;314;363;291;
Municipios;0259;Brea de Tajo;203;181;246;240;
Municipios;0262;Brunete;2593;2535;2762;2816;
Municipios;0278;Buitrago del Lozoya;888;960;1218;1311;
Municipios;0284;Bustarviejo;488;494;553;605;
Municipios;0297;Cabanillas de la Sierra;167;164;201;252;
Municipios;0301;Cabrera (La);782;719;788;833;
Municipios;0318;Cadalso de los Vidrios;725;743;814;796;
Municipios;0323;Camarma de Esteruelas;2390;2403;2595;2607;
Municipios;0339;Campo Real;1894;1956;2002;2143;
Municipios;0344;Canencia;122;119;127;156;
Municipios;0357;Carabaña;365;384;1154;433;
Municipios;0360;Casarrubuelos;947;943;990;1127;
Municipios;0376;Cenicientos;397;381;384;386;
Municipios;0382;Cercedilla;2168;2252;2352;2381;
Municipios;0395;Cervera de Buitrago;35;34;54;86;
Municipios;0513;Chapinería;483;495;583;612;
Municipios;0528;Chinchón;1614;1550;1647;1747;
Municipios;0409;Ciempozuelos;11526;8069;8884;8878;
Municipios;0416;Cobeña;1815;1652;1787;1864;
Municipios;0468;Collado Mediano;1535;1578;1699;1789;
Municipios;0474;Collado Villalba;17759;17560;18020;18403;
Municipios;0455;Colmenar Viejo;18311;17500;18291;18846;
Municipios;0437;Colmenar de Oreja;1536;1581;1660;1635;
Municipios;0421;Colmenar del Arroyo;1029;1073;1145;1017;
Municipios;0442;Colmenarejo;3409;2735;2867;2866;
Municipios;0480;Corpa;90;97;86;101;
Municipios;0493;Coslada;35659;36819;39299;39876;
Municipios;0506;Cubas de la Sagra;1488;1500;1526;1537;
Municipios;0534;Daganzo de Arriba;4595;4336;4555;4645;
Municipios;0549;Escorial (El);3925;4189;4039;3915;
Municipios;0552;Estremera;1148;1245;1307;1326;
Municipios;0565;Fresnedillas de la Oliva;273;275;290;335;
Municipios;0571;Fresno de Torote;295;305;325;355;
Municipios;0587;Fuenlabrada;59588;57301;59383;60258;
Municipios;0590;Fuente el Saz de Jarama;2165;2171;2326;2322;
Municipios;0604;Fuentidueña de Tajo;413;456;550;496;
Municipios;0611;Galapagar;6446;6435;6661;6819;
Municipios;0626;Garganta de los Montes;104;105;121;178;
Municipios;0632;Gargantilla del Lozoya y Pinilla de Buitrago;125;120;138;194;
Municipios;0647;Gascones;78;93;99;116;
Municipios;0650;Getafe;84848;84499;88889;90643;
Municipios;0663;Griñón;6264;6067;6380;6679;
Municipios;0679;Guadalix de la Sierra;1244;1227;1412;1419;
Municipios;0685;Guadarrama;4093;4026;4374;4564;
Municipios;0698;Hiruela (La);48;52;62;85;
Municipios;0702;Horcajo de la Sierra-Aoslos;69;78;91;147;
Municipios;0719;Horcajuelo de la Sierra;60;57;76;89;
Municipios;0724;Hoyo de Manzanares;1799;1862;1993;2102;
Municipios;0730;Humanes de Madrid;12959;12737;13558;13525;
Municipios;0745;Leganés;65155;64733;67851;69270;
Municipios;0758;Loeches;4394;4419;4698;4776;
Municipios;0761;Lozoya;185;188;231;265;
Municipios;9015;Lozoyuela-Navas-Sieteiglesias;502;493;561;652;
Municipios;0783;Madarcos;30;40;51;70;
Municipios;0796;Madrid;2081246;2031007;2130269;2220038;
Municipios;0800;Majadahonda;32252;31487;33339;34209;
Municipios;0822;Manzanares el Real;1447;1417;1506;1486;
Municipios;0838;Meco;7470;7719;7604;8030;
Municipios;0843;Mejorada del Campo;7013;6846;7144;7192;
Municipios;0856;Miraflores de la Sierra;1139;1213;1248;1255;
Municipios;0869;Molar (El);1467;1490;1561;1620;
Municipios;0875;Molinos (Los);1108;869;943;985;
Municipios;0881;Montejo de la Sierra;187;172;177;176;
Municipios;0894;Moraleja de Enmedio;2580;2470;2456;2451;
Municipios;0908;Moralzarzal;2894;2935;3136;3253;
Municipios;0915;Morata de Tajuña;1555;1513;1552;1636;
Municipios;0920;Móstoles;50248;49711;51042;51669;
Municipios;0936;Navacerrada;754;755;773;812;
Municipios;0941;Navalafuente;200;183;191;227;
Municipios;0954;Navalagamella;375;386;387;394;
Municipios;0967;Navalcarnero;9026;9175;10447;11157;
Municipios;0973;Navarredonda y San Mamés;40;45;71;124;
Municipios;0992;Navas del Rey;676;737;740;762;
Municipios;1006;Nuevo Baztán;1160;1175;1225;1244;
Municipios;1013;Olmeda de las Fuentes;129;144;136;201;
Municipios;1028;Orusco de Tajuña;284;284;309;302;
Municipios;1049;Paracuellos de Jarama;7281;7142;7368;7614;
Municipios;1065;Parla;21443;21485;22280;22965;
Municipios;1071;Patones;158;184;219;233;
Municipios;1087;Pedrezuela;1051;1032;1083;1053;
Municipios;1090;Pelayos de la Presa;584;627;685;710;
Municipios;1104;Perales de Tajuña;569;572;616;609;
Municipios;1111;Pezuela de las Torres;180;184;197;207;
Municipios;1126;Pinilla del Valle;37;30;32;67;
Municipios;1132;Pinto;22276;22206;23057;23726;
Municipios;1147;Piñuécar-Gandullas;48;50;80;131;
