Serie;Codigo_municipio;Nombre;2023
Comunidad de Madrid;;Comunidad de Madrid;Comunidad de Madrid;15196;16353;17054;
Zonas Estadísticas;01;Municipio de Madrid ;Municipio de Madrid ;10017;10691;11079;
Zonas Estadísticas;02;Norte Metropolitano ;Norte Metropolitano ;542;594;612;
Zonas Estadísticas;03;Este Metropolitano  ;Este Metropolitano  ;798;905;974;
Zonas Estadísticas;04;Sur Metropolitano   ;Sur Metropolitano   ;1790;1887;1970;
Zonas Estadísticas;05;Oeste Metropolitano ;Oeste Metropolitano ;857;977;1046;
Zonas Estadísticas;06;Sierra Norte        ;Sierra Norte        ;151;161;165;
Zonas Estadísticas;07;Nordeste Comunidad  ;Nordeste Comunidad  ;75;79;87;
Zonas Estadísticas;08;Sudeste Comunidad   ;Sudeste Comunidad   ;241;261;269;
Zonas Estadísticas;09;Sudoeste Comunidad  ;Sudoeste Comunidad  ;280;309;324;
Zonas Estadísticas;10;Sierra Sur          ;Sierra Sur          ;117;127;126;
Zonas Estadísticas;11;Sierra Central      ;Sierra Central      ;328;362;402;
Municipios;0014;Acebeda (La);Acebeda (La);1;1;2;
Municipios;0029;Ajalvir;Ajalvir;6;11;9;
Municipios;0035;Alameda del Valle;Alameda del Valle;0;2;1;
Municipios;0040;Alamo (El);Alamo (El);54;65;62;
Municipios;0053;Alcalá de Henares;Alcalá de Henares;328;370;399;
Municipios;0066;Alcobendas;Alcobendas;177;189;188;
Municipios;0072;Alcorcón;Alcorcón;318;339;357;
Municipios;0088;Aldea del Fresno;Aldea del Fresno;8;10;9;
Municipios;0091;Algete;Algete;28;33;36;
Municipios;0105;Alpedrete;Alpedrete;29;24;21;
Municipios;0112;Ambite;Ambite;1;1;1;
Municipios;0127;Anchuelo;Anchuelo;5;3;2;
Municipios;0133;Aranjuez;Aranjuez;117;113;110;
Municipios;0148;Arganda del Rey;Arganda del Rey;69;76;77;
Municipios;0151;Arroyomolinos;Arroyomolinos;13;16;14;
Municipios;0164;Atazar (El);Atazar (El);0;0;0;
Municipios;0170;Batres;Batres;2;3;2;
Municipios;0186;Becerril de la Sierra;Becerril de la Sierra;13;14;13;
Municipios;0199;Belmonte de Tajo;Belmonte de Tajo;6;5;4;
Municipios;0210;Berrueco (El);Berrueco (El);4;1;2;
Municipios;0203;Berzosa del Lozoya;Berzosa del Lozoya;6;5;5;
Municipios;0225;Boadilla del Monte;Boadilla del Monte;63;84;87;
Municipios;0231;Boalo (El);Boalo (El);10;10;8;
Municipios;0246;Braojos;Braojos;0;0;0;
Municipios;0259;Brea de Tajo;Brea de Tajo;1;2;2;
Municipios;0262;Brunete;Brunete;15;22;19;
Municipios;0278;Buitrago del Lozoya;Buitrago del Lozoya;15;14;13;
Municipios;0284;Bustarviejo;Bustarviejo;7;9;10;
Municipios;0297;Cabanillas de la Sierra;Cabanillas de la Sierra;0;0;1;
Municipios;0301;Cabrera (La);Cabrera (La);12;13;11;
Municipios;0318;Cadalso de los Vidrios;Cadalso de los Vidrios;12;10;7;
Municipios;0323;Camarma de Esteruelas;Camarma de Esteruelas;5;2;5;
Municipios;0339;Campo Real;Campo Real;10;16;14;
Municipios;0344;Canencia;Canencia;5;4;2;
Municipios;0357;Carabaña;Carabaña;18;16;15;
Municipios;0360;Casarrubuelos;Casarrubuelos;2;1;4;
Municipios;0376;Cenicientos;Cenicientos;6;12;15;
Municipios;0382;Cercedilla;Cercedilla;28;27;28;
Municipios;0395;Cervera de Buitrago;Cervera de Buitrago;0;1;1;
Municipios;0513;Chapinería;Chapinería;7;9;8;
Municipios;0528;Chinchón;Chinchón;17;18;19;
Municipios;0409;Ciempozuelos;Ciempozuelos;48;63;71;
Municipios;0416;Cobeña;Cobeña;7;11;11;
Municipios;0468;Collado Mediano;Collado Mediano;7;8;7;
Municipios;0474;Collado Villalba;Collado Villalba;95;118;131;
Municipios;0455;Colmenar Viejo;Colmenar Viejo;126;138;132;
Municipios;0437;Colmenar de Oreja;Colmenar de Oreja;21;23;19;
Municipios;0421;Colmenar del Arroyo;Colmenar del Arroyo;1;4;5;
Municipios;0442;Colmenarejo;Colmenarejo;17;14;14;
Municipios;0480;Corpa;Corpa;2;2;1;
Municipios;0493;Coslada;Coslada;93;100;112;
Municipios;0506;Cubas de la Sagra;Cubas de la Sagra;20;16;17;
Municipios;0534;Daganzo de Arriba;Daganzo de Arriba;4;8;5;
Municipios;0549;Escorial (El);Escorial (El);30;39;46;
Municipios;0552;Estremera;Estremera;9;8;11;
Municipios;0565;Fresnedillas de la Oliva;Fresnedillas de la Oliva;1;2;3;
Municipios;0571;Fresno de Torote;Fresno de Torote;3;2;2;
Municipios;0587;Fuenlabrada;Fuenlabrada;170;200;222;
Municipios;0590;Fuente el Saz de Jarama;Fuente el Saz de Jarama;21;15;18;
Municipios;0604;Fuentidueña de Tajo;Fuentidueña de Tajo;5;4;7;
Municipios;0611;Galapagar;Galapagar;52;59;59;
Municipios;0626;Garganta de los Montes;Garganta de los Montes;1;0;1;
Municipios;0632;Gargantilla del Lozoya y Pinilla de Buitrago;Gargantilla del Lozoya y Pinilla de Buitrago;1;0;0;
Municipios;0647;Gascones;Gascones;0;0;0;
Municipios;0650;Getafe;Getafe;282;267;274;
Municipios;0663;Griñón;Griñón;21;32;34;
Municipios;0679;Guadalix de la Sierra;Guadalix de la Sierra;14;10;11;
Municipios;0685;Guadarrama;Guadarrama;44;49;59;
Municipios;0698;Hiruela (La);Hiruela (La);0;0;0;
Municipios;0702;Horcajo de la Sierra-Aoslos;Horcajo de la Sierra-Aoslos;0;0;0;
Municipios;0719;Horcajuelo de la Sierra;Horcajuelo de la Sierra;0;0;0;
Municipios;0724;Hoyo de Manzanares;Hoyo de Manzanares;21;22;27;
Municipios;0730;Humanes de Madrid;Humanes de Madrid;10;15;15;
Municipios;0745;Leganés;Leganés;289;292;297;
Municipios;0758;Loeches;Loeches;6;6;6;
Municipios;0761;Lozoya;Lozoya;4;4;4;
Municipios;9015;Lozoyuela-Navas-Sieteiglesias;Lozoyuela-Navas-Sieteiglesias;8;5;4;
Municipios;0783;Madarcos;Madarcos;0;0;0;
