Serie;Codigo_municipio;Nombre;2023
Comunidad de Madrid;;Comunidad de Madrid;Comunidad de Madrid;291796;294621;298329;
Zonas Estadísticas;01;Municipio de Madrid ;Municipio de Madrid ;143911;142940;143320;
Zonas Estadísticas;02;Norte Metropolitano ;Norte Metropolitano ;14026;14418;14808;
Zonas Estadísticas;03;Este Metropolitano  ;Este Metropolitano  ;26927;28228;29523;
Zonas Estadísticas;04;Sur Metropolitano   ;Sur Metropolitano   ;66815;67676;68221;
Zonas Estadísticas;05;Oeste Metropolitano ;Oeste Metropolitano ;20309;20729;21051;
Zonas Estadísticas;06;Sierra Norte        ;Sierra Norte        ;1704;1742;1855;
Zonas Estadísticas;07;Nordeste Comunidad  ;Nordeste Comunidad  ;1869;1979;2051;
Zonas Estadísticas;08;Sudeste Comunidad   ;Sudeste Comunidad   ;3811;3971;4146;
Zonas Estadísticas;09;Sudoeste Comunidad  ;Sudoeste Comunidad  ;4204;4490;4710;
Zonas Estadísticas;10;Sierra Sur          ;Sierra Sur          ;1653;1703;1738;
Zonas Estadísticas;11;Sierra Central      ;Sierra Central      ;6567;6745;6906;
Municipios;0014;Acebeda (La);Acebeda (La);8;12;11;
Municipios;0029;Ajalvir;Ajalvir;140;131;138;
Municipios;0035;Alameda del Valle;Alameda del Valle;15;14;16;
Municipios;0040;Alamo (El);Alamo (El);351;371;387;
Municipios;0053;Alcalá de Henares;Alcalá de Henares;9452;9528;9673;
Municipios;0066;Alcobendas;Alcobendas;5723;5665;5564;
Municipios;0072;Alcorcón;Alcorcón;10759;10351;9870;
Municipios;0088;Aldea del Fresno;Aldea del Fresno;128;140;143;
Municipios;0091;Algete;Algete;649;682;715;
Municipios;0105;Alpedrete;Alpedrete;479;463;470;
Municipios;0112;Ambite;Ambite;23;25;30;
Municipios;0127;Anchuelo;Anchuelo;41;47;40;
Municipios;0133;Aranjuez;Aranjuez;2450;2509;2579;
Municipios;0148;Arganda del Rey;Arganda del Rey;1853;1988;2099;
Municipios;0151;Arroyomolinos;Arroyomolinos;596;668;700;
Municipios;0164;Atazar (El);Atazar (El);2;2;3;
Municipios;0170;Batres;Batres;74;84;86;
Municipios;0186;Becerril de la Sierra;Becerril de la Sierra;256;263;258;
Municipios;0199;Belmonte de Tajo;Belmonte de Tajo;76;73;75;
Municipios;0210;Berrueco (El);Berrueco (El);44;45;46;
Municipios;0203;Berzosa del Lozoya;Berzosa del Lozoya;11;9;14;
Municipios;0225;Boadilla del Monte;Boadilla del Monte;1766;1843;1911;
Municipios;0231;Boalo (El);Boalo (El);239;247;273;
Municipios;0246;Braojos;Braojos;9;10;7;
Municipios;0259;Brea de Tajo;Brea de Tajo;28;28;31;
Municipios;0262;Brunete;Brunete;358;363;369;
Municipios;0278;Buitrago del Lozoya;Buitrago del Lozoya;73;74;75;
Municipios;0284;Bustarviejo;Bustarviejo;88;92;100;
Municipios;0297;Cabanillas de la Sierra;Cabanillas de la Sierra;18;18;26;
Municipios;0301;Cabrera (La);Cabrera (La);89;91;107;
Municipios;0318;Cadalso de los Vidrios;Cadalso de los Vidrios;185;183;194;
Municipios;0323;Camarma de Esteruelas;Camarma de Esteruelas;226;244;236;
Municipios;0339;Campo Real;Campo Real;169;169;178;
Municipios;0344;Canencia;Canencia;13;16;19;
Municipios;0357;Carabaña;Carabaña;75;85;89;
Municipios;0360;Casarrubuelos;Casarrubuelos;122;113;125;
Municipios;0376;Cenicientos;Cenicientos;111;112;107;
Municipios;0382;Cercedilla;Cercedilla;278;287;292;
Municipios;0395;Cervera de Buitrago;Cervera de Buitrago;8;10;11;
Municipios;0513;Chapinería;Chapinería;89;81;84;
Municipios;0528;Chinchón;Chinchón;256;269;257;
Municipios;0409;Ciempozuelos;Ciempozuelos;810;846;847;
Municipios;0416;Cobeña;Cobeña;142;142;155;
Municipios;0468;Collado Mediano;Collado Mediano;274;269;274;
Municipios;0474;Collado Villalba;Collado Villalba;2357;2372;2492;
Municipios;0455;Colmenar Viejo;Colmenar Viejo;1632;1707;1838;
Municipios;0437;Colmenar de Oreja;Colmenar de Oreja;336;366;384;
Municipios;0421;Colmenar del Arroyo;Colmenar del Arroyo;81;74;78;
Municipios;0442;Colmenarejo;Colmenarejo;304;319;323;
Municipios;0480;Corpa;Corpa;22;30;35;
Municipios;0493;Coslada;Coslada;5003;5241;5448;
Municipios;0506;Cubas de la Sagra;Cubas de la Sagra;138;156;167;
Municipios;0534;Daganzo de Arriba;Daganzo de Arriba;186;197;216;
Municipios;0549;Escorial (El);Escorial (El);760;797;794;
Municipios;0552;Estremera;Estremera;58;64;66;
Municipios;0565;Fresnedillas de la Oliva;Fresnedillas de la Oliva;52;57;55;
Municipios;0571;Fresno de Torote;Fresno de Torote;87;97;84;
Municipios;0587;Fuenlabrada;Fuenlabrada;6946;7707;8710;
Municipios;0590;Fuente el Saz de Jarama;Fuente el Saz de Jarama;235;248;264;
Municipios;0604;Fuentidueña de Tajo;Fuentidueña de Tajo;101;111;118;
Municipios;0611;Galapagar;Galapagar;1192;1212;1214;
Municipios;0626;Garganta de los Montes;Garganta de los Montes;14;12;21;
Municipios;0632;Gargantilla del Lozoya y Pinilla de Buitrago;Gargantilla del Lozoya y Pinilla de Buitrago;22;20;19;
Municipios;0647;Gascones;Gascones;8;7;5;
Municipios;0650;Getafe;Getafe;10317;9875;9340;
Municipios;0663;Griñón;Griñón;352;375;415;
Municipios;0679;Guadalix de la Sierra;Guadalix de la Sierra;216;221;240;
Municipios;0685;Guadarrama;Guadarrama;671;691;728;
Municipios;0698;Hiruela (La);Hiruela (La);4;7;9;
Municipios;0702;Horcajo de la Sierra-Aoslos;Horcajo de la Sierra-Aoslos;11;16;15;
Municipios;0719;Horcajuelo de la Sierra;Horcajuelo de la Sierra;5;6;5;
Municipios;0724;Hoyo de Manzanares;Hoyo de Manzanares;295;306;330;
Municipios;0730;Humanes de Madrid;Humanes de Madrid;486;497;551;
Municipios;0745;Leganés;Leganés;12386;12102;11702;
Municipios;0758;Loeches;Loeches;195;197;198;
Municipios;0761;Lozoya;Lozoya;43;43;45;
Municipios;9015;Lozoyuela-Navas-Sieteiglesias;Lozoyuela-Navas-Sieteiglesias;59;59;50;
Municipios;0783;Madarcos;Madarcos;2;2;3;
Municipios;0796;Madrid;Madrid;143911;142940;143320;
Municipios;0800;Majadahonda;Majadahonda;3456;3503;3453;
Municipios;0822;Manzanares el Real;Manzanares el Real;296;321;329;
Municipios;0838;Meco;Meco;296;323;361;
Municipios;0843;Mejorada del Campo;Mejorada del Campo;793;863;950;
Municipios;0856;Miraflores de la Sierra;Miraflores de la Sierra;205;215;234;
Municipios;0869;Molar (El);Molar (El);301;285;304;
Municipios;0875;Molinos (Los);Molinos (Los);195;191;201;
Municipios;0881;Montejo de la Sierra;Montejo de la Sierra;12;19;16;
Municipios;0894;Moraleja de Enmedio;Moraleja de Enmedio;164;171;175;
Municipios;0908;Moralzarzal;Moralzarzal;440;427;466;
Municipios;0915;Morata de Tajuña;Morata de Tajuña;322;321;356;
Municipios;0920;Móstoles;Móstoles;13771;14350;14773;
Municipios;0936;Navacerrada;Navacerrada;140;150;151;
Municipios;0941;Navalafuente;Navalafuente;42;44;57;
Municipios;0954;Navalagamella;Navalagamella;101;106;108;
Municipios;0967;Navalcarnero;Navalcarnero;861;940;993;
Municipios;0973;Navarredonda y San Mamés;Navarredonda y San Mamés;8;4;5;
Municipios;0992;Navas del Rey;Navas del Rey;148;148;151;
Municipios;1006;Nuevo Baztán;Nuevo Baztán;229;258;279;
Municipios;1013;Olmeda de las Fuentes;Olmeda de las Fuentes;15;13;15;
Municipios;1028;Orusco de Tajuña;Orusco de Tajuña;60;61;58;
Municipios;1049;Paracuellos de Jarama;Paracuellos de Jarama;508;561;619;
Municipios;1065;Parla;Parla;4612;4960;5234;
Municipios;1071;Patones;Patones;31;37;43;
Municipios;1087;Pedrezuela;Pedrezuela;172;174;179;
Municipios;1090;Pelayos de la Presa;Pelayos de la Presa;109;126;126;
Municipios;1104;Perales de Tajuña;Perales de Tajuña;102;97;101;
Municipios;1111;Pezuela de las Torres;Pezuela de las Torres;40;47;45;
Municipios;1126;Pinilla del Valle;Pinilla del Valle;17;17;15;
Municipios;1132;Pinto;Pinto;1780;1874;1951;
Municipios;1147;Piñuécar-Gandullas;Piñuécar-Gandullas;6;9;7;
Municipios;1150;Pozuelo de Alarcón;Pozuelo de Alarcón;4113;4175;4154;
Municipios;1163;Pozuelo del Rey;Pozuelo del Rey;30;28;23;
Municipios;1179;Prádena del Rincón;Prádena del Rincón;4;3;4;
Municipios;1185;Puebla de la Sierra;Puebla de la Sierra;5;6;11;
Municipios;9020;Puentes Viejas;Puentes Viejas;47;40;40;
Municipios;1198;Quijorna;Quijorna;111;115;125;
Municipios;1202;Rascafría;Rascafría;91;93;107;
Municipios;1219;Redueña;Redueña;10;6;8;
Municipios;1224;Ribatejada;Ribatejada;22;23;25;
Municipios;1230;Rivas-Vaciamadrid;Rivas-Vaciamadrid;2019;2242;2530;
Municipios;1245;Robledillo de la Jara;Robledillo de la Jara;7;8;8;
Municipios;1258;Robledo de Chavela;Robledo de Chavela;211;212;227;
Municipios;1261;Robregordo;Robregordo;4;5;5;
Municipios;1277;Rozas de Madrid (Las);Rozas de Madrid (Las);3724;3827;4005;
Municipios;1283;Rozas de Puerto Real;Rozas de Puerto Real;37;38;30;
Municipios;1296;San Agustín del Guadalix;San Agustín del Guadalix;336;370;389;
Municipios;1300;San Fernando de Henares;San Fernando de Henares;1339;1469;1592;
Municipios;1317;San Lorenzo de El Escorial;San Lorenzo de El Escorial;773;813;798;
Municipios;1338;San Martín de Valdeiglesias;San Martín de Valdeiglesias;364;390;407;
Municipios;1322;San Martín de la Vega;San Martín de la Vega;486;518;535;
Municipios;1343;San Sebastián de los Reyes;San Sebastián de los Reyes;3716;3938;4092;
Municipios;1356;Santa María de la Alameda;Santa María de la Alameda;69;77;72;
Municipios;1369;Santorcaz;Santorcaz;37;37;34;
Municipios;1375;Santos de la Humosa (Los);Santos de la Humosa (Los);74;69;65;
Municipios;1381;Serna del Monte (La);Serna del Monte (La);3;4;5;
Municipios;1408;Serranillos del Valle;Serranillos del Valle;111;124;125;
Municipios;1415;Sevilla la Nueva;Sevilla la Nueva;268;278;293;
Municipios;1436;Somosierra;Somosierra;3;3;4;
Municipios;1441;Soto del Real;Soto del Real;377;382;370;
Municipios;1454;Talamanca de Jarama;Talamanca de Jarama;143;145;135;
Municipios;1467;Tielmes;Tielmes;98;101;103;
Municipios;1473;Titulcia;Titulcia;52;50;55;
Municipios;1489;Torrejón de Ardoz;Torrejón de Ardoz;5536;5903;6139;
