Serie;Codigo_municipio;Nombre;2020;2021;2022;2023
Comunidad de Madrid;;Comunidad de Madrid;29994;28890;29343;29964;
Zonas Estadísticas;01;Municipio de Madrid ;10972;10694;10704;11215;
Zonas Estadísticas;02;Norte Metropolitano ;2049;1929;1935;2039;
Zonas Estadísticas;03;Este Metropolitano  ;4458;4232;4372;4394;
Zonas Estadísticas;04;Sur Metropolitano   ;7215;6879;7063;7030;
Zonas Estadísticas;05;Oeste Metropolitano ;929;936;913;1102;
Zonas Estadísticas;06;Sierra Norte        ;86;84;77;81;
Zonas Estadísticas;07;Nordeste Comunidad  ;1452;1334;1421;1238;
Zonas Estadísticas;08;Sudeste Comunidad   ;1391;1404;1473;1460;
Zonas Estadísticas;09;Sudoeste Comunidad  ;782;751;709;750;
Zonas Estadísticas;10;Sierra Sur          ;334;310;332;333;
Zonas Estadísticas;11;Sierra Central      ;326;337;344;322;
Municipios;0014;Acebeda (La);5;0;0;0;
Municipios;0029;Ajalvir;41;49;38;47;
Municipios;0035;Alameda del Valle;0;0;0;0;
Municipios;0040;Alamo (El);8;9;9;12;
Municipios;0053;Alcalá de Henares;1314;1300;1312;1355;
Municipios;0066;Alcobendas;480;412;442;464;
Municipios;0072;Alcorcón;881;772;865;870;
Municipios;0088;Aldea del Fresno;0;0;0;1;
Municipios;0091;Algete;134;138;145;163;
Municipios;0105;Alpedrete;17;18;25;25;
Municipios;0112;Ambite;0;0;0;0;
Municipios;0127;Anchuelo;0;0;0;0;
Municipios;0133;Aranjuez;112;116;120;110;
Municipios;0148;Arganda del Rey;1225;1157;1306;1272;
Municipios;0151;Arroyomolinos;18;18;29;31;
Municipios;0164;Atazar (El);0;0;0;0;
Municipios;0170;Batres;0;0;0;0;
Municipios;0186;Becerril de la Sierra;10;14;8;6;
Municipios;0199;Belmonte de Tajo;40;45;38;40;
Municipios;0210;Berrueco (El);1;1;2;2;
Municipios;0203;Berzosa del Lozoya;0;0;0;0;
Municipios;0225;Boadilla del Monte;121;103;91;120;
Municipios;0231;Boalo (El);6;7;8;5;
Municipios;0246;Braojos;0;0;0;0;
Municipios;0259;Brea de Tajo;4;3;3;3;
Municipios;0262;Brunete;21;24;20;10;
Municipios;0278;Buitrago del Lozoya;5;0;0;1;
Municipios;0284;Bustarviejo;12;14;11;10;
Municipios;0297;Cabanillas de la Sierra;0;0;0;0;
Municipios;0301;Cabrera (La);4;5;4;5;
Municipios;0318;Cadalso de los Vidrios;37;16;20;15;
Municipios;0323;Camarma de Esteruelas;22;21;18;16;
Municipios;0339;Campo Real;119;111;113;113;
Municipios;0344;Canencia;0;0;0;0;
Municipios;0357;Carabaña;1;1;1;1;
Municipios;0360;Casarrubuelos;1;1;0;0;
Municipios;0376;Cenicientos;5;3;7;9;
Municipios;0382;Cercedilla;8;9;11;10;
Municipios;0395;Cervera de Buitrago;0;0;0;0;
Municipios;0513;Chapinería;1;1;1;3;
Municipios;0528;Chinchón;133;150;177;196;
Municipios;0409;Ciempozuelos;307;330;344;357;
Municipios;0416;Cobeña;2;2;2;3;
Municipios;0468;Collado Mediano;11;9;10;11;
Municipios;0474;Collado Villalba;113;112;123;136;
Municipios;0455;Colmenar Viejo;332;320;338;338;
Municipios;0437;Colmenar de Oreja;64;57;54;48;
Municipios;0421;Colmenar del Arroyo;96;90;106;119;
Municipios;0442;Colmenarejo;3;2;1;1;
Municipios;0480;Corpa;1;1;1;1;
Municipios;0493;Coslada;332;313;222;208;
Municipios;0506;Cubas de la Sagra;6;7;9;11;
Municipios;0534;Daganzo de Arriba;799;758;801;593;
Municipios;0549;Escorial (El);26;25;25;23;
Municipios;0552;Estremera;0;0;0;0;
Municipios;0565;Fresnedillas de la Oliva;8;7;8;9;
Municipios;0571;Fresno de Torote;1;0;0;0;
Municipios;0587;Fuenlabrada;870;815;853;810;
Municipios;0590;Fuente el Saz de Jarama;8;11;21;22;
Municipios;0604;Fuentidueña de Tajo;7;7;6;7;
Municipios;0611;Galapagar;26;30;38;36;
Municipios;0626;Garganta de los Montes;1;1;1;1;
Municipios;0632;Gargantilla del Lozoya y Pinilla de Buitrago;1;1;1;1;
Municipios;0647;Gascones;0;1;2;2;
Municipios;0650;Getafe;1198;1094;1085;1031;
Municipios;0663;Griñón;272;276;234;245;
Municipios;0679;Guadalix de la Sierra;3;5;4;6;
Municipios;0685;Guadarrama;59;69;65;65;
Municipios;0698;Hiruela (La);0;0;0;0;
Municipios;0702;Horcajo de la Sierra-Aoslos;0;0;0;0;
Municipios;0719;Horcajuelo de la Sierra;0;0;0;0;
Municipios;0724;Hoyo de Manzanares;8;9;12;12;
Municipios;0730;Humanes de Madrid;518;522;473;473;
Municipios;0745;Leganés;1829;1749;1790;1753;
Municipios;0758;Loeches;170;175;238;236;
Municipios;0761;Lozoya;0;0;0;0;
Municipios;9015;Lozoyuela-Navas-Sieteiglesias;5;5;5;5;
Municipios;0783;Madarcos;1;1;1;1;
Municipios;0796;Madrid;10972;10694;10704;11215;
Municipios;0800;Majadahonda;100;91;84;88;
Municipios;0822;Manzanares el Real;16;21;19;14;
Municipios;0838;Meco;368;311;308;332;
Municipios;0843;Mejorada del Campo;202;177;231;236;
Municipios;0856;Miraflores de la Sierra;32;30;29;18;
Municipios;0869;Molar (El);11;7;8;9;
Municipios;0875;Molinos (Los);9;9;8;5;
Municipios;0881;Montejo de la Sierra;0;0;0;0;
Municipios;0894;Moraleja de Enmedio;228;228;224;235;
Municipios;0908;Moralzarzal;10;8;12;19;
Municipios;0915;Morata de Tajuña;27;26;37;31;
Municipios;0920;Móstoles;779;727;786;820;
Municipios;0936;Navacerrada;7;7;8;8;
Municipios;0941;Navalafuente;7;3;4;4;
Municipios;0954;Navalagamella;4;3;3;0;
Municipios;0967;Navalcarnero;128;106;107;108;
Municipios;0973;Navarredonda y San Mamés;0;0;0;0;
Municipios;0992;Navas del Rey;7;6;7;7;
Municipios;1006;Nuevo Baztán;9;9;8;6;
Municipios;1013;Olmeda de las Fuentes;2;0;0;0;
Municipios;1028;Orusco de Tajuña;1;0;0;0;
Municipios;1049;Paracuellos de Jarama;354;312;321;296;
Municipios;1065;Parla;90;93;91;103;
Municipios;1071;Patones;0;0;0;0;
Municipios;1087;Pedrezuela;11;12;12;12;
Municipios;1090;Pelayos de la Presa;15;26;19;24;
Municipios;1104;Perales de Tajuña;22;22;19;20;
Municipios;1111;Pezuela de las Torres;1;0;0;0;
Municipios;1126;Pinilla del Valle;0;0;0;0;
Municipios;1132;Pinto;361;379;341;375;
Municipios;1147;Piñuécar-Gandullas;0;0;0;0;
Municipios;1150;Pozuelo de Alarcón;116;139;137;160;
Municipios;1163;Pozuelo del Rey;0;0;0;0;
Municipios;1179;Prádena del Rincón;0;0;0;0;
Municipios;1185;Puebla de la Sierra;0;0;0;0;
Municipios;9020;Puentes Viejas;0;0;0;0;
Municipios;1198;Quijorna;2;2;1;1;
Municipios;1202;Rascafría;8;10;7;10;
Municipios;1219;Redueña;0;0;0;0;
Municipios;1224;Ribatejada;1;1;1;1;
Municipios;1230;Rivas-Vaciamadrid;369;366;382;393;
Municipios;1245;Robledillo de la Jara;0;0;0;0;
Municipios;1258;Robledo de Chavela;7;7;7;8;
Municipios;1261;Robregordo;0;0;0;0;
Municipios;1277;Rozas de Madrid (Las);289;285;276;408;
Municipios;1283;Rozas de Puerto Real;0;0;0;0;
Municipios;1296;San Agustín del Guadalix;226;186;183;228;
Municipios;1300;San Fernando de Henares;181;169;149;153;
Municipios;1317;San Lorenzo de El Escorial;24;26;31;27;
Municipios;1338;San Martín de Valdeiglesias;15;18;22;18;
Municipios;1322;San Martín de la Vega;22;19;27;30;
Municipios;1343;San Sebastián de los Reyes;532;530;480;500;
Municipios;1356;Santa María de la Alameda;9;11;12;10;
Municipios;1369;Santorcaz;0;0;0;0;
Municipios;1375;Santos de la Humosa (Los);5;5;5;6;
Municipios;1381;Serna del Monte (La);0;0;0;0;
Municipios;1408;Serranillos del Valle;10;6;4;3;
Municipios;1415;Sevilla la Nueva;7;6;6;6;
Municipios;1436;Somosierra;0;0;0;0;
Municipios;1441;Soto del Real;11;12;11;9;
Municipios;1454;Talamanca de Jarama;153;136;159;153;
Municipios;1467;Tielmes;9;7;4;5;
Municipios;1473;Titulcia;2;3;3;3;
Municipios;1489;Torrejón de Ardoz;323;273;335;362;
Municipios;1505;Torrejón de Velasco;25;23;20;23;
Municipios;1492;Torrejón de la Calzada;34;30;25;29;
Municipios;1512;Torrelaguna;9;11;7;7;
Municipios;1527;Torrelodones;12;18;20;16;
Municipios;1533;Torremocha de Jarama;3;5;5;3;
Municipios;1548;Torres de la Alameda;95;92;94;94;
Municipios;9036;Tres Cantos;343;341;345;343;
Municipios;1551;Valdaracete;9;12;5;5;
Municipios;1564;Valdeavero;1;0;0;0;
Municipios;1570;Valdelaguna;4;2;2;2;
Municipios;1586;Valdemanco;1;0;1;1;
Municipios;1599;Valdemaqueda;2;2;2;2;
Municipios;1603;Valdemorillo;12;14;13;15;
Municipios;1610;Valdemoro;248;263;288;298;
Municipios;1625;Valdeolmos-Alalpardo;70;69;77;77;
Municipios;1631;Valdepiélagos;18;20;20;22;
Municipios;1646;Valdetorres de Jarama;0;0;8;13;
Municipios;1659;Valdilecha;7;7;7;6;
Municipios;1662;Valverde de Alcalá;0;0;0;0;
Municipios;1678;Velilla de San Antonio;117;116;76;72;
Municipios;1684;Vellón (El);7;7;8;8;
Municipios;1697;Venturada;2;2;2;2;
Municipios;1718;Villa del Prado;6;6;7;9;
Municipios;1701;Villaconejos;51;48;44;41;
Municipios;1723;Villalbilla;50;40;45;47;
Municipios;1739;Villamanrique de Tajo;1;1;1;2;
Municipios;1744;Villamanta;17;15;16;18;
Municipios;1757;Villamantilla;20;18;18;18;
Municipios;1782;Villanueva de Perales;0;0;0;0;
Municipios;1760;Villanueva de la Cañada;30;36;51;55;
Municipios;1776;Villanueva del Pardillo;65;57;60;61;
Municipios;1795;Villar del Olmo;2;2;2;2;
Municipios;1809;Villarejo de Salvanés;555;578;566;545;
Municipios;1816;Villaviciosa de Odón;93;89;61;61;
