Serie;Codigo_municipio;Nombre;2020;2021;2022;2023
Comunidad de Madrid;;Comunidad de Madrid;26018;27539;27637;28714;
Zonas Estadísticas;01;Municipio de Madrid ;15926;17783;15786;16927;
Zonas Estadísticas;02;Norte Metropolitano ;2628;2394;2853;2652;
Zonas Estadísticas;03;Este Metropolitano  ;1761;1911;1960;1958;
Zonas Estadísticas;04;Sur Metropolitano   ;3678;2901;3084;3272;
Zonas Estadísticas;05;Oeste Metropolitano ;923;1254;1471;1539;
Zonas Estadísticas;06;Sierra Norte        ;125;124;535;549;
Zonas Estadísticas;07;Nordeste Comunidad  ;135;130;199;178;
Zonas Estadísticas;08;Sudeste Comunidad   ;431;597;838;796;
Zonas Estadísticas;09;Sudoeste Comunidad  ;159;189;446;393;
Zonas Estadísticas;10;Sierra Sur          ;128;123;232;211;
Zonas Estadísticas;11;Sierra Central      ;124;133;233;239;
Municipios;0014;Acebeda (La);0;0;0;0;
Municipios;0029;Ajalvir;2;8;8;5;
Municipios;0035;Alameda del Valle;0;0;0;0;
Municipios;0040;Alamo (El);2;2;2;3;
Municipios;0053;Alcalá de Henares;463;581;437;435;
Municipios;0066;Alcobendas;1860;1648;1656;1447;
Municipios;0072;Alcorcón;625;663;738;687;
Municipios;0088;Aldea del Fresno;1;1;1;1;
Municipios;0091;Algete;27;29;41;42;
Municipios;0105;Alpedrete;5;7;6;9;
Municipios;0112;Ambite;1;1;14;12;
Municipios;0127;Anchuelo;0;0;0;0;
Municipios;0133;Aranjuez;153;183;209;207;
Municipios;0148;Arganda del Rey;370;409;416;392;
Municipios;0151;Arroyomolinos;9;41;59;59;
Municipios;0164;Atazar (El);1;1;14;12;
Municipios;0170;Batres;1;1;1;1;
Municipios;0186;Becerril de la Sierra;0;0;0;0;
Municipios;0199;Belmonte de Tajo;8;8;8;8;
Municipios;0210;Berrueco (El);9;10;23;20;
Municipios;0203;Berzosa del Lozoya;1;1;14;12;
Municipios;0225;Boadilla del Monte;63;47;78;112;
Municipios;0231;Boalo (El);1;2;2;2;
Municipios;0246;Braojos;0;0;0;0;
Municipios;0259;Brea de Tajo;1;1;14;12;
Municipios;0262;Brunete;3;6;4;4;
Municipios;0278;Buitrago del Lozoya;1;1;1;1;
Municipios;0284;Bustarviejo;1;1;14;12;
Municipios;0297;Cabanillas de la Sierra;1;1;14;12;
Municipios;0301;Cabrera (La);1;2;3;3;
Municipios;0318;Cadalso de los Vidrios;41;42;53;52;
Municipios;0323;Camarma de Esteruelas;8;7;22;17;
Municipios;0339;Campo Real;37;44;33;27;
Municipios;0344;Canencia;0;0;0;0;
Municipios;0357;Carabaña;1;1;14;13;
Municipios;0360;Casarrubuelos;2;2;3;4;
Municipios;0376;Cenicientos;4;4;1;1;
Municipios;0382;Cercedilla;0;0;0;0;
Municipios;0395;Cervera de Buitrago;2;1;14;12;
Municipios;0513;Chapinería;2;2;14;13;
Municipios;0528;Chinchón;5;5;5;5;
Municipios;0409;Ciempozuelos;36;37;34;115;
Municipios;0416;Cobeña;46;45;70;74;
Municipios;0468;Collado Mediano;0;0;0;0;
Municipios;0474;Collado Villalba;107;286;321;341;
Municipios;0455;Colmenar Viejo;400;400;788;795;
Municipios;0437;Colmenar de Oreja;55;64;71;73;
Municipios;0421;Colmenar del Arroyo;5;5;6;5;
Municipios;0442;Colmenarejo;79;78;149;144;
Municipios;0480;Corpa;0;0;0;0;
Municipios;0493;Coslada;295;262;316;315;
Municipios;0506;Cubas de la Sagra;15;2;3;4;
Municipios;0534;Daganzo de Arriba;8;4;18;16;
Municipios;0549;Escorial (El);8;9;21;20;
Municipios;0552;Estremera;8;9;16;14;
Municipios;0565;Fresnedillas de la Oliva;5;5;17;12;
Municipios;0571;Fresno de Torote;2;2;14;12;
Municipios;0587;Fuenlabrada;1081;202;192;211;
Municipios;0590;Fuente el Saz de Jarama;4;4;18;19;
Municipios;0604;Fuentidueña de Tajo;13;13;25;23;
Municipios;0611;Galapagar;8;10;21;18;
Municipios;0626;Garganta de los Montes;2;2;14;12;
Municipios;0632;Gargantilla del Lozoya y Pinilla de Buitrago;2;2;14;12;
