Serie;Codigo_municipio;Nombre;2020;2021;2022;2023
Comunidad de Madrid;;Comunidad de Madrid;;166782;163563;166755;
Zonas Estadísticas;01;Municipio de Madrid ;;102457;98450;98336;
Zonas Estadísticas;02;Norte Metropolitano ;;5837;5998;6277;
Zonas Estadísticas;03;Este Metropolitano  ;;11247;11189;11757;
Zonas Estadísticas;04;Sur Metropolitano   ;;27615;28038;29610;
Zonas Estadísticas;05;Oeste Metropolitano ;;8803;9250;9902;
Zonas Estadísticas;06;Sierra Norte        ;;1030;1030;1027;
Zonas Estadísticas;07;Nordeste Comunidad  ;;918;842;867;
Zonas Estadísticas;08;Sudeste Comunidad   ;;2236;2125;2092;
Zonas Estadísticas;09;Sudoeste Comunidad  ;;2047;2049;2157;
Zonas Estadísticas;10;Sierra Sur          ;;1028;1014;1000;
Zonas Estadísticas;11;Sierra Central      ;;3564;3578;3730;
Municipios;0014;Acebeda (La);;1;1;3;
Municipios;0029;Ajalvir;;66;69;61;
Municipios;0035;Alameda del Valle;;7;8;9;
Municipios;0040;Alamo (El);;242;267;267;
Municipios;0053;Alcalá de Henares;;4675;4639;4887;
Municipios;0066;Alcobendas;;2279;2408;2577;
Municipios;0072;Alcorcón;;5408;5668;6064;
Municipios;0088;Aldea del Fresno;;82;77;73;
Municipios;0091;Algete;;341;358;350;
Municipios;0105;Alpedrete;;308;319;326;
Municipios;0112;Ambite;;23;15;24;
Municipios;0127;Anchuelo;;26;21;21;
Municipios;0133;Aranjuez;;1329;1329;1358;
Municipios;0148;Arganda del Rey;;795;823;863;
Municipios;0151;Arroyomolinos;;180;192;213;
Municipios;0164;Atazar (El);;4;4;3;
Municipios;0170;Batres;;23;25;24;
Municipios;0186;Becerril de la Sierra;;127;127;117;
Municipios;0199;Belmonte de Tajo;;35;35;36;
Municipios;0210;Berrueco (El);;20;24;25;
Municipios;0203;Berzosa del Lozoya;;6;7;6;
Municipios;0225;Boadilla del Monte;;796;855;953;
Municipios;0231;Boalo (El);;108;110;129;
Municipios;0246;Braojos;;5;5;5;
Municipios;0259;Brea de Tajo;;22;22;27;
Municipios;0262;Brunete;;153;170;173;
Municipios;0278;Buitrago del Lozoya;;67;61;57;
Municipios;0284;Bustarviejo;;48;45;43;
Municipios;0297;Cabanillas de la Sierra;;27;28;32;
Municipios;0301;Cabrera (La);;75;71;74;
Municipios;0318;Cadalso de los Vidrios;;83;79;83;
Municipios;0323;Camarma de Esteruelas;;86;82;86;
Municipios;0339;Campo Real;;104;105;100;
Municipios;0344;Canencia;;20;21;17;
Municipios;0357;Carabaña;;47;49;54;
Municipios;0360;Casarrubuelos;;40;41;45;
Municipios;0376;Cenicientos;;95;96;88;
Municipios;0382;Cercedilla;;195;195;176;
Municipios;0395;Cervera de Buitrago;;8;8;8;
Municipios;0513;Chapinería;;69;61;64;
Municipios;0528;Chinchón;;148;150;150;
Municipios;0409;Ciempozuelos;;453;464;469;
Municipios;0416;Cobeña;;79;78;78;
Municipios;0468;Collado Mediano;;132;129;141;
Municipios;0474;Collado Villalba;;1159;1140;1142;
Municipios;0455;Colmenar Viejo;;889;866;850;
Municipios;0437;Colmenar de Oreja;;250;231;211;
Municipios;0421;Colmenar del Arroyo;;41;45;41;
Municipios;0442;Colmenarejo;;123;139;141;
Municipios;0480;Corpa;;17;15;13;
Municipios;0493;Coslada;;1483;1518;1650;
Municipios;0506;Cubas de la Sagra;;74;74;90;
Municipios;0534;Daganzo de Arriba;;113;89;86;
Municipios;0549;Escorial (El);;369;374;373;
Municipios;0552;Estremera;;58;48;49;
Municipios;0565;Fresnedillas de la Oliva;;20;25;25;
Municipios;0571;Fresno de Torote;;39;36;40;
Municipios;0587;Fuenlabrada;;2293;2234;2314;
Municipios;0590;Fuente el Saz de Jarama;;125;119;114;
Municipios;0604;Fuentidueña de Tajo;;55;50;44;
Municipios;0611;Galapagar;;546;573;594;
Municipios;0626;Garganta de los Montes;;10;14;14;
Municipios;0632;Gargantilla del Lozoya y Pinilla de Buitrago;;10;12;10;
Municipios;0647;Gascones;;1;1;6;
Municipios;0650;Getafe;;4567;4667;4979;
Municipios;0663;Griñón;;164;156;168;
Municipios;0679;Guadalix de la Sierra;;117;124;135;
Municipios;0685;Guadarrama;;394;380;423;
Municipios;0698;Hiruela (La);;2;2;4;
Municipios;0702;Horcajo de la Sierra-Aoslos;;2;4;3;
Municipios;0719;Horcajuelo de la Sierra;;2;3;3;
Municipios;0724;Hoyo de Manzanares;;144;149;158;
Municipios;0730;Humanes de Madrid;;195;184;186;
Municipios;0745;Leganés;;5624;5697;5999;
