Serie;Codigo_municipio;Nombre;2021;2022;2023
Comunidad de Madrid;;Comunidad de Madrid;15196;16353;17054;
Zonas Estadísticas;01;Municipio de Madrid ;10017;10691;11079;
Zonas Estadísticas;02;Norte Metropolitano ;542;594;612;
Zonas Estadísticas;03;Este Metropolitano  ;798;905;974;
Zonas Estadísticas;04;Sur Metropolitano   ;1790;1887;1970;
Zonas Estadísticas;05;Oeste Metropolitano ;857;977;1046;
Zonas Estadísticas;06;Sierra Norte        ;151;161;165;
Zonas Estadísticas;07;Nordeste Comunidad  ;75;79;87;
Zonas Estadísticas;08;Sudeste Comunidad   ;241;261;269;
Zonas Estadísticas;09;Sudoeste Comunidad  ;280;309;324;
Zonas Estadísticas;10;Sierra Sur          ;117;127;126;
Zonas Estadísticas;11;Sierra Central      ;328;362;402;
Municipios;0014;Acebeda (La);1;1;2;
Municipios;0029;Ajalvir;6;11;9;
Municipios;0035;Alameda del Valle;0;2;1;
Municipios;0040;Alamo (El);54;65;62;
Municipios;0053;Alcalá de Henares;328;370;399;
Municipios;0066;Alcobendas;177;189;188;
Municipios;0072;Alcorcón;318;339;357;
Municipios;0088;Aldea del Fresno;8;10;9;
Municipios;0091;Algete;28;33;36;
Municipios;0105;Alpedrete;29;24;21;
Municipios;0112;Ambite;1;1;1;
Municipios;0127;Anchuelo;5;3;2;
Municipios;0133;Aranjuez;117;113;110;
Municipios;0148;Arganda del Rey;69;76;77;
Municipios;0151;Arroyomolinos;13;16;14;
Municipios;0164;Atazar (El);0;0;0;
Municipios;0170;Batres;2;3;2;
Municipios;0186;Becerril de la Sierra;13;14;13;
Municipios;0199;Belmonte de Tajo;6;5;4;
Municipios;0210;Berrueco (El);4;1;2;
Municipios;0203;Berzosa del Lozoya;6;5;5;
Municipios;0225;Boadilla del Monte;63;84;87;
Municipios;0231;Boalo (El);10;10;8;
Municipios;0246;Braojos;0;0;0;
Municipios;0259;Brea de Tajo;1;2;2;
Municipios;0262;Brunete;15;22;19;
Municipios;0278;Buitrago del Lozoya;15;14;13;
Municipios;0284;Bustarviejo;7;9;10;
Municipios;0297;Cabanillas de la Sierra;0;0;1;
Municipios;0301;Cabrera (La);12;13;11;
Municipios;0318;Cadalso de los Vidrios;12;10;7;
Municipios;0323;Camarma de Esteruelas;5;2;5;
Municipios;0339;Campo Real;10;16;14;
Municipios;0344;Canencia;5;4;2;
