Serie;Codigo_municipio;2022;2023
Comunidad de Madrid;;Comunidad de Madrid;276482;269120;
Zonas Estadísticas;01;Municipio de Madrid ;126754;124448;
Zonas Estadísticas;02;Norte Metropolitano ;15904;15539;
Zonas Estadísticas;03;Este Metropolitano  ;29600;28669;
Zonas Estadísticas;04;Sur Metropolitano   ;56035;53278;
Zonas Estadísticas;05;Oeste Metropolitano ;21691;21287;
Zonas Estadísticas;06;Sierra Norte        ;1786;1793;
Zonas Estadísticas;07;Nordeste Comunidad  ;3054;3007;
Zonas Estadísticas;08;Sudeste Comunidad   ;5225;5068;
Zonas Estadísticas;09;Sudoeste Comunidad  ;8059;7792;
Zonas Estadísticas;10;Sierra Sur          ;1552;1581;
Zonas Estadísticas;11;Sierra Central      ;6822;6658;
Municipios;0014;Acebeda (La);0;0;
Municipios;0029;Ajalvir;194;193;
Municipios;0035;Alameda del Valle;6;7;
Municipios;0040;Alamo (El);439;447;
Municipios;0053;Alcalá de Henares;7556;7462;
Municipios;0066;Alcobendas;4826;4764;
Municipios;0072;Alcorcón;6328;5956;
Municipios;0088;Aldea del Fresno;170;178;
Municipios;0091;Algete;878;866;
Municipios;0105;Alpedrete;506;500;
Municipios;0112;Ambite;30;30;
Municipios;0127;Anchuelo;87;68;
Municipios;0133;Aranjuez;2587;2435;
Municipios;0148;Arganda del Rey;2758;2685;
Municipios;0151;Arroyomolinos;2348;2253;
Municipios;0164;Atazar (El);1;0;
Municipios;0170;Batres;70;59;
Municipios;0186;Becerril de la Sierra;249;237;
Municipios;0199;Belmonte de Tajo;79;77;
Municipios;0210;Berrueco (El);35;32;
Municipios;0203;Berzosa del Lozoya;2;2;
Municipios;0225;Boadilla del Monte;3188;3106;
Municipios;0231;Boalo (El);320;319;
Municipios;0246;Braojos;8;7;
Municipios;0259;Brea de Tajo;16;14;
Municipios;0262;Brunete;428;410;
Municipios;0278;Buitrago del Lozoya;83;74;
Municipios;0284;Bustarviejo;94;90;
Municipios;0297;Cabanillas de la Sierra;38;45;
Municipios;0301;Cabrera (La);97;100;
Municipios;0318;Cadalso de los Vidrios;136;123;
Municipios;0323;Camarma de Esteruelas;308;302;
Municipios;0339;Campo Real;358;325;
Municipios;0344;Canencia;9;11;
Municipios;0357;Carabaña;89;93;
Municipios;0360;Casarrubuelos;192;202;
Municipios;0376;Cenicientos;72;66;
Municipios;0382;Cercedilla;282;267;
Municipios;0395;Cervera de Buitrago;3;3;
Municipios;0513;Chapinería;109;130;
Municipios;0528;Chinchón;217;201;
Municipios;0409;Ciempozuelos;1116;1025;
