Serie;Codigo_municipio;Nombre;2021;2022;2023
Comunidad de Madrid;;Comunidad de Madrid;576218;557490;546275;
Zonas Estadísticas;01;Municipio de Madrid ;260199;251418;248990;
Zonas Estadísticas;02;Norte Metropolitano ;31255;30483;30049;
Zonas Estadísticas;03;Este Metropolitano  ;62784;61200;59875;
Zonas Estadísticas;04;Sur Metropolitano   ;126474;121675;116947;
Zonas Estadísticas;05;Oeste Metropolitano ;39427;38033;37023;
Zonas Estadísticas;06;Sierra Norte        ;4125;3978;3926;
Zonas Estadísticas;07;Nordeste Comunidad  ;6745;6566;6346;
Zonas Estadísticas;08;Sudeste Comunidad   ;10584;10488;10516;
Zonas Estadísticas;09;Sudoeste Comunidad  ;16181;15992;15685;
Zonas Estadísticas;10;Sierra Sur          ;3084;3059;2988;
Zonas Estadísticas;11;Sierra Central      ;15360;14598;13930;
Municipios;0014;Acebeda (La);1;1;0;
Municipios;0029;Ajalvir;493;482;435;
Municipios;0035;Alameda del Valle;21;17;13;
Municipios;0040;Alamo (El);846;830;811;
Municipios;0053;Alcalá de Henares;16456;15872;15302;
Municipios;0066;Alcobendas;10269;9845;9602;
Municipios;0072;Alcorcón;15184;14451;13700;
Municipios;0088;Aldea del Fresno;267;268;269;
Municipios;0091;Algete;1610;1496;1469;
Municipios;0105;Alpedrete;1243;1126;1006;
Municipios;0112;Ambite;59;55;56;
Municipios;0127;Anchuelo;150;140;137;
Municipios;0133;Aranjuez;5216;5026;4827;
Municipios;0148;Arganda del Rey;5814;5628;5460;
Municipios;0151;Arroyomolinos;4737;4699;4535;
Municipios;0164;Atazar (El);8;10;9;
Municipios;0170;Batres;146;144;154;
Municipios;0186;Becerril de la Sierra;557;533;521;
Municipios;0199;Belmonte de Tajo;149;158;170;
Municipios;0210;Berrueco (El);75;78;70;
Municipios;0203;Berzosa del Lozoya;12;11;9;
Municipios;0225;Boadilla del Monte;5027;5107;4964;
Municipios;0231;Boalo (El);824;787;768;
Municipios;0246;Braojos;23;21;21;
Municipios;0259;Brea de Tajo;38;32;40;
Municipios;0262;Brunete;1022;930;882;
Municipios;0278;Buitrago del Lozoya;153;145;141;
Municipios;0284;Bustarviejo;270;253;261;
Municipios;0297;Cabanillas de la Sierra;88;91;83;
Municipios;0301;Cabrera (La);270;271;269;
Municipios;0318;Cadalso de los Vidrios;242;236;229;
Municipios;0323;Camarma de Esteruelas;785;750;712;
Municipios;0339;Campo Real;677;703;683;
Municipios;0344;Canencia;22;19;17;
Municipios;0357;Carabaña;221;225;246;
Municipios;0360;Casarrubuelos;444;399;389;
Municipios;0376;Cenicientos;150;139;136;
Municipios;0382;Cercedilla;560;556;575;
Municipios;0395;Cervera de Buitrago;10;7;7;
Municipios;0513;Chapinería;236;226;212;
Municipios;0528;Chinchón;503;493;476;
Municipios;0409;Ciempozuelos;2473;2322;2210;
Municipios;0416;Cobeña;739;735;697;
Municipios;0468;Collado Mediano;595;556;522;
Municipios;0474;Collado Villalba;5452;5304;5268;
Municipios;0455;Colmenar Viejo;4649;4716;4842;
