Serie;Codigo_municipio;Nombre;2021;2022;2023
Comunidad de Madrid;;Comunidad de Madrid;464573;475774;489564;
Zonas Estadísticas;01;Municipio de Madrid ;233415;237398;241670;
Zonas Estadísticas;02;Norte Metropolitano ;24438;25051;25743;
Zonas Estadísticas;03;Este Metropolitano  ;44858;45971;47674;
Zonas Estadísticas;04;Sur Metropolitano   ;82665;84924;88531;
Zonas Estadísticas;05;Oeste Metropolitano ;37469;38850;40097;
Zonas Estadísticas;06;Sierra Norte        ;3360;3548;3705;
Zonas Estadísticas;07;Nordeste Comunidad  ;4503;4834;5159;
Zonas Estadísticas;08;Sudeste Comunidad   ;7724;7904;8231;
Zonas Estadísticas;09;Sudoeste Comunidad  ;8940;9387;10065;
Zonas Estadísticas;10;Sierra Sur          ;2950;3072;3179;
Zonas Estadísticas;11;Sierra Central      ;14251;14835;15510;
Municipios;0014;Acebeda (La);4;6;6;
Municipios;0029;Ajalvir;339;349;361;
Municipios;0035;Alameda del Valle;30;31;32;
Municipios;0040;Alamo (El);610;645;722;
Municipios;0053;Alcalá de Henares;13297;13643;14183;
Municipios;0066;Alcobendas;7801;8010;8226;
Municipios;0072;Alcorcón;10510;10996;11620;
Municipios;0088;Aldea del Fresno;205;219;231;
Municipios;0091;Algete;1665;1697;1682;
Municipios;0105;Alpedrete;1202;1257;1336;
Municipios;0112;Ambite;58;65;65;
Municipios;0127;Anchuelo;76;77;70;
Municipios;0133;Aranjuez;4041;4151;4385;
Municipios;0148;Arganda del Rey;3466;3595;3877;
Municipios;0151;Arroyomolinos;1476;1681;1866;
Municipios;0164;Atazar (El);9;11;14;
Municipios;0170;Batres;167;166;174;
Municipios;0186;Becerril de la Sierra;483;488;492;
Municipios;0199;Belmonte de Tajo;113;111;114;
Municipios;0210;Berrueco (El);48;56;49;
Municipios;0203;Berzosa del Lozoya;20;22;20;
Municipios;0225;Boadilla del Monte;3821;4194;4655;
Municipios;0231;Boalo (El);547;616;647;
Municipios;0246;Braojos;24;24;23;
Municipios;0259;Brea de Tajo;36;36;38;
Municipios;0262;Brunete;763;808;871;
Municipios;0278;Buitrago del Lozoya;131;125;129;
Municipios;0284;Bustarviejo;222;228;222;
Municipios;0297;Cabanillas de la Sierra;56;70;79;
Municipios;0301;Cabrera (La);214;229;237;
Municipios;0318;Cadalso de los Vidrios;250;258;250;
Municipios;0323;Camarma de Esteruelas;466;498;529;
Municipios;0339;Campo Real;450;438;457;
Municipios;0344;Canencia;54;63;57;
Municipios;0357;Carabaña;136;143;150;
Municipios;0360;Casarrubuelos;227;221;245;
Municipios;0376;Cenicientos;166;167;169;
Municipios;0382;Cercedilla;619;631;657;
Municipios;0395;Cervera de Buitrago;20;21;20;
Municipios;0513;Chapinería;217;226;209;
Municipios;0528;Chinchón;429;425;425;
Municipios;0409;Ciempozuelos;1698;1787;1873;
Municipios;0416;Cobeña;530;548;592;
Municipios;0468;Collado Mediano;575;598;646;
Municipios;0474;Collado Villalba;5042;5228;5353;
Municipios;0455;Colmenar Viejo;3757;3833;3959;
Municipios;0437;Colmenar de Oreja;613;615;651;
Municipios;0421;Colmenar del Arroyo;137;144;149;
Municipios;0442;Colmenarejo;724;758;791;
Municipios;0480;Corpa;42;43;48;
Municipios;0493;Coslada;5650;5483;5320;
Municipios;0506;Cubas de la Sagra;372;376;424;
Municipios;0534;Daganzo de Arriba;706;785;846;
