Serie;Codigo_municipio;2022;2023
Comunidad de Madrid;;Comunidad de Madrid;294621;298329;
Zonas Estadísticas;01;Municipio de Madrid ;142940;143320;
Zonas Estadísticas;02;Norte Metropolitano ;14418;14808;
Zonas Estadísticas;03;Este Metropolitano  ;28228;29523;
Zonas Estadísticas;04;Sur Metropolitano   ;67676;68221;
Zonas Estadísticas;05;Oeste Metropolitano ;20729;21051;
Zonas Estadísticas;06;Sierra Norte        ;1742;1855;
Zonas Estadísticas;07;Nordeste Comunidad  ;1979;2051;
Zonas Estadísticas;08;Sudeste Comunidad   ;3971;4146;
Zonas Estadísticas;09;Sudoeste Comunidad  ;4490;4710;
Zonas Estadísticas;10;Sierra Sur          ;1703;1738;
Zonas Estadísticas;11;Sierra Central      ;6745;6906;
Municipios;0014;Acebeda (La);12;11;
Municipios;0029;Ajalvir;131;138;
Municipios;0035;Alameda del Valle;14;16;
Municipios;0040;Alamo (El);371;387;
Municipios;0053;Alcalá de Henares;9528;9673;
Municipios;0066;Alcobendas;5665;5564;
Municipios;0072;Alcorcón;10351;9870;
Municipios;0088;Aldea del Fresno;140;143;
Municipios;0091;Algete;682;715;
Municipios;0105;Alpedrete;463;470;
Municipios;0112;Ambite;25;30;
Municipios;0127;Anchuelo;47;40;
Municipios;0133;Aranjuez;2509;2579;
Municipios;0148;Arganda del Rey;1988;2099;
Municipios;0151;Arroyomolinos;668;700;
Municipios;0164;Atazar (El);2;3;
Municipios;0170;Batres;84;86;
Municipios;0186;Becerril de la Sierra;263;258;
Municipios;0199;Belmonte de Tajo;73;75;
Municipios;0210;Berrueco (El);45;46;
Municipios;0203;Berzosa del Lozoya;9;14;
Municipios;0225;Boadilla del Monte;1843;1911;
Municipios;0231;Boalo (El);247;273;
Municipios;0246;Braojos;10;7;
Municipios;0259;Brea de Tajo;28;31;
Municipios;0262;Brunete;363;369;
Municipios;0278;Buitrago del Lozoya;74;75;
Municipios;0284;Bustarviejo;92;100;
Municipios;0297;Cabanillas de la Sierra;18;26;
Municipios;0301;Cabrera (La);91;107;
Municipios;0318;Cadalso de los Vidrios;183;194;
Municipios;0323;Camarma de Esteruelas;244;236;
Municipios;0339;Campo Real;169;178;
Municipios;0344;Canencia;16;19;
Municipios;0357;Carabaña;85;89;
Municipios;0360;Casarrubuelos;113;125;
Municipios;0376;Cenicientos;112;107;
Municipios;0382;Cercedilla;287;292;
