Población.Estructura y evolución de la población.Población empadronada.Total. Población empadronada de 55 a 59 años. Unidad: Número. Fuente: Dirección General de Economía. Comunidad de Madrid.;
Serie;;;1996;1998;1999;2000;2001;2002;2003;2004;2005;2006;2007;2008;2009;2010;2011;2012;2013;2014;2015;2016;2017;2018;2019;2020;2021;2022
Comunidad de Madrid;;Comunidad de Madrid;252342;246886;263489;283033;288555;305264;320686;330229;339556;338406;338423;347674;346299;347611;354962;363765;373623;382557;394276;406575;416997;427017;439937;456454;465314;475944;
Zonas Estadísticas;01;Municipio de Madrid ;165833;156718;161696;168161;166175;171196;175574;174654;176422;172622;168954;172402;171004;171319;175075;179075;184422;190070;196636;204289;210504;216392;223038;231454;234522;237974;
Zonas Estadísticas;02;Norte Metropolitano ;8218;8663;9873;11124;11892;13210;14433;15404;15964;16260;16468;17170;17090;17114;17420;17888;18333;18925;19802;20545;21260;22121;23020;23844;24446;25070;
Zonas Estadísticas;03;Este Metropolitano  ;16291;16508;18470;20629;21970;24206;26203;28325;30147;31004;32381;34308;34953;35789;37439;38859;40299;41160;41919;42306;42616;42535;43070;44070;44807;45994;
Zonas Estadísticas;04;Sur Metropolitano   ;41389;43756;49575;55952;59482;64255;69080;73653;76471;76600;77414;78775;77562;76596;76551;77050;76981;76419;76784;77341;77657;77864;79344;81561;82513;84674;
Zonas Estadísticas;05;Oeste Metropolitano ;10281;11164;13039;14771;16030;17898;19388;20846;22245;22786;23176;23898;23847;24174;24513;25214;26308;27405;28882;30216;31478;32920;34365;36037;37371;38734;
Zonas Estadísticas;06;Sierra Norte        ;1029;966;1015;1157;1203;1278;1370;1452;1554;1586;1620;1742;1830;1870;2006;2175;2241;2322;2466;2577;2682;2821;2962;3127;3364;3538;
Zonas Estadísticas;07;Nordeste Comunidad  ;789;804;892;1049;1121;1297;1488;1623;1681;1787;1935;2117;2191;2351;2497;2676;2840;2981;3179;3355;3569;3762;4053;4277;4497;4833;
Zonas Estadísticas;08;Sudeste Comunidad   ;2534;2353;2378;2705;2683;2964;3197;3452;3618;3805;3982;4192;4359;4560;4838;5238;5605;5806;6041;6344;6584;6875;7075;7458;7705;7879;
Zonas Estadísticas;09;Sudoeste Comunidad  ;1749;1711;1922;2218;2361;2698;3027;3327;3535;3692;4007;4301;4559;4770;5159;5537;5907;6182;6539;6835;7176;7509;7926;8472;8930;9380;
Zonas Estadísticas;10;Sierra Sur          ;967;943;985;1096;1092;1183;1304;1416;1490;1520;1529;1587;1594;1645;1725;1824;1910;1988;2080;2186;2236;2329;2507;2677;2951;3062;
Zonas Estadísticas;11;Sierra Central      ;3262;3300;3644;4171;4546;5079;5622;6077;6429;6744;6957;7182;7310;7423;7739;8229;8777;9299;9948;10581;11235;11889;12577;13477;14208;14806;
Municipios;0014;Acebeda (La);3;5;4;5;3;2;3;2;3;4;8;7;7;9;8;5;6;7;6;8;8;7;8;6;4;6;
Municipios;0029;Ajalvir;72;63;84;99;98;113;133;137;130;133;139;138;135;134;147;153;172;190;211;221;233;255;301;301;332;340;
Municipios;0035;Alameda del Valle;11;11;13;14;12;9;9;7;13;9;11;9;10;11;15;18;19;17;17;17;17;16;18;19;29;30;
Municipios;0040;Alamo (El);173;195;226;259;271;281;291;327;319;322;351;355;348;353;374;404;422;454;474;484;502;519;535;570;608;650;
Municipios;0053;Alcalá de Henares;7312;7272;8044;8681;9129;9814;10423;10873;11401;11403;11400;11694;11574;11687;11997;12350;12745;12776;12762;12708;12746;12590;12740;13100;13335;13694;
