Serie;Codigo_municipio;Nombre;2023
Comunidad de Madrid;;Comunidad de Madrid;Terciario;4821;113402;1412874;752538
Zonas Estadísticas;01;Municipio de Madrid ;Terciario;1499;41056;815868;424848
Zonas Estadísticas;02;Norte Metropolitano ;Terciario;284;5909;74527;39624
Zonas Estadísticas;03;Este Metropolitano  ;Terciario;236;16646;105579;59022
Zonas Estadísticas;04;Sur Metropolitano   ;Terciario;582;27764;186456;104038
Zonas Estadísticas;05;Oeste Metropolitano ;Terciario;309;6468;132577;69071
Zonas Estadísticas;06;Sierra Norte        ;Terciario;261;1010;7945;4531
Zonas Estadísticas;07;Nordeste Comunidad  ;Terciario;151;2093;10962;6319
Zonas Estadísticas;08;Sudeste Comunidad   ;Terciario;664;3634;16980;10147
Zonas Estadísticas;09;Sudoeste Comunidad  ;Terciario;416;4590;23999;13962
Zonas Estadísticas;10;Sierra Sur          ;Terciario;187;979;5675;3338
Zonas Estadísticas;11;Sierra Central      ;Terciario;232;3253;32306;17638
Municipios;0014;Acebeda (La);Terciario;0;7;52;28
Municipios;0029;Ajalvir;Terciario;10;553;1629;983
Municipios;0035;Alameda del Valle;Terciario;5;1;60;33
Municipios;0040;Alamo (El);Terciario;14;244;1347;778
Municipios;0053;Alcalá de Henares;Terciario;64;3535;29128;15975
Municipios;0066;Alcobendas;Terciario;51;1743;28921;15146
Municipios;0072;Alcorcón;Terciario;36;2816;25995;14115
Municipios;0088;Aldea del Fresno;Terciario;23;49;412;241
Municipios;0091;Algete;Terciario;26;617;4585;2523
Municipios;0105;Alpedrete;Terciario;6;285;2830;1534
Municipios;0112;Ambite;Terciario;6;11;80;48
Municipios;0127;Anchuelo;Terciario;8;23;180;104
Municipios;0133;Aranjuez;Terciario;99;715;8368;4515
Municipios;0148;Arganda del Rey;Terciario;39;3179;10311;6206
Municipios;0151;Arroyomolinos;Terciario;10;760;5370;3008
Municipios;0164;Atazar (El);Terciario;0;3;17;10
Municipios;0170;Batres;Terciario;1;28;224;124
Municipios;0186;Becerril de la Sierra;Terciario;9;129;1156;640
Municipios;0199;Belmonte de Tajo;Terciario;9;108;223;149
Municipios;0210;Berrueco (El);Terciario;0;20;125;72
Municipios;0203;Berzosa del Lozoya;Terciario;1;4;55;30
Municipios;0225;Boadilla del Monte;Terciario;21;706;14974;7782
Municipios;0231;Boalo (El);Terciario;24;186;1338;758
Municipios;0246;Braojos;Terciario;6;6;68;40
Municipios;0259;Brea de Tajo;Terciario;15;12;82;53
Municipios;0262;Brunete;Terciario;23;221;2095;1153
Municipios;0278;Buitrago del Lozoya;Terciario;10;37;439;242
Municipios;0284;Bustarviejo;Terciario;16;57;465;263
Municipios;0297;Cabanillas de la Sierra;Terciario;5;14;136;77
Municipios;0301;Cabrera (La);Terciario;2;71;523;293
Municipios;0318;Cadalso de los Vidrios;Terciario;14;110;400;250
Municipios;0323;Camarma de Esteruelas;Terciario;8;298;1268;742
Municipios;0339;Campo Real;Terciario;9;328;1165;696
Municipios;0344;Canencia;Terciario;8;24;84;57
Municipios;0357;Carabaña;Terciario;11;64;284;174
Municipios;0360;Casarrubuelos;Terciario;2;154;602;361
Municipios;0376;Cenicientos;Terciario;26;34;249;152
Municipios;0382;Cercedilla;Terciario;8;158;1342;742
Municipios;0395;Cervera de Buitrago;Terciario;0;1;37;19
Municipios;0513;Chapinería;Terciario;4;80;358;212
Municipios;0528;Chinchón;Terciario;111;154;1143;681
Municipios;0409;Ciempozuelos;Terciario;44;585;3080;1780
Municipios;0416;Cobeña;Terciario;18;141;1325;723
Municipios;0468;Collado Mediano;Terciario;3;134;1317;715
Municipios;0474;Collado Villalba;Terciario;38;1087;10724;5830
