Serie;Codigo_municipio;Nombre;2020;2021;2022;2023
Comunidad de Madrid;;Comunidad de Madrid;148404;181726;126654;113560;
Zonas Estadísticas;01;Municipio de Madrid ;70059;88917;58938;54392;
Zonas Estadísticas;02;Norte Metropolitano ;5936;7285;5156;4440;
Zonas Estadísticas;03;Este Metropolitano  ;16452;19579;14486;12675;
Zonas Estadísticas;04;Sur Metropolitano   ;35957;42237;30546;26582;
Zonas Estadísticas;05;Oeste Metropolitano ;6836;8374;5736;5111;
Zonas Estadísticas;06;Sierra Norte        ;886;1077;841;770;
Zonas Estadísticas;07;Nordeste Comunidad  ;1601;1698;1268;1120;
Zonas Estadísticas;08;Sudeste Comunidad   ;2949;3453;2743;2405;
Zonas Estadísticas;09;Sudoeste Comunidad  ;3313;3973;3051;2645;
Zonas Estadísticas;10;Sierra Sur          ;1086;1281;1036;918;
Zonas Estadísticas;11;Sierra Central      ;3329;3852;2853;2502;
Municipios;0014;Acebeda (La);2;0;1;2;
Municipios;0029;Ajalvir;110;100;69;89;
Municipios;0035;Alameda del Valle;6;9;6;9;
Municipios;0040;Alamo (El);238;315;220;216;
Municipios;0053;Alcalá de Henares;5211;6069;4478;3901;
Municipios;0066;Alcobendas;2035;2504;1701;1440;
Municipios;0072;Alcorcón;3889;4407;3067;2680;
Municipios;0088;Aldea del Fresno;97;116;78;75;
Municipios;0091;Algete;298;425;292;250;
Municipios;0105;Alpedrete;248;298;209;195;
Municipios;0112;Ambite;15;30;17;17;
Municipios;0127;Anchuelo;30;49;32;24;
Municipios;0133;Aranjuez;1855;2077;1625;1420;
Municipios;0148;Arganda del Rey;1931;2099;1555;1368;
Municipios;0151;Arroyomolinos;676;781;581;504;
Municipios;0164;Atazar (El);2;2;2;1;
Municipios;0170;Batres;24;37;33;23;
Municipios;0186;Becerril de la Sierra;107;119;93;105;
Municipios;0199;Belmonte de Tajo;53;59;62;42;
Municipios;0210;Berrueco (El);14;16;14;12;
Municipios;0203;Berzosa del Lozoya;2;10;5;3;
Municipios;0225;Boadilla del Monte;517;603;449;392;
Municipios;0231;Boalo (El);173;167;150;106;
Municipios;0246;Braojos;0;2;2;0;
Municipios;0259;Brea de Tajo;11;12;11;7;
Municipios;0262;Brunete;212;250;162;149;
Municipios;0278;Buitrago del Lozoya;37;69;42;33;
Municipios;0284;Bustarviejo;61;68;53;60;
Municipios;0297;Cabanillas de la Sierra;8;13;11;9;
Municipios;0301;Cabrera (La);81;81;58;51;
Municipios;0318;Cadalso de los Vidrios;118;119;131;89;
Municipios;0323;Camarma de Esteruelas;199;228;159;136;
Municipios;0339;Campo Real;182;222;189;145;
Municipios;0344;Canencia;6;6;5;4;
Municipios;0357;Carabaña;57;65;54;45;
Municipios;0360;Casarrubuelos;96;110;93;60;
Municipios;0376;Cenicientos;76;83;78;68;
Municipios;0382;Cercedilla;160;188;155;131;
Municipios;0395;Cervera de Buitrago;4;5;4;1;
Municipios;0513;Chapinería;62;66;46;55;
Municipios;0528;Chinchón;147;158;137;122;
Municipios;0409;Ciempozuelos;759;963;678;591;
Municipios;0416;Cobeña;75;118;80;77;
Municipios;0468;Collado Mediano;161;196;137;109;
Municipios;0474;Collado Villalba;1675;1961;1406;1308;
Municipios;0455;Colmenar Viejo;1107;1241;920;829;
Municipios;0437;Colmenar de Oreja;258;272;215;195;
Municipios;0421;Colmenar del Arroyo;48;39;38;34;
Municipios;0442;Colmenarejo;209;247;172;152;
Municipios;0480;Corpa;27;32;24;18;
Municipios;0493;Coslada;1793;2252;1579;1395;
Municipios;0506;Cubas de la Sagra;140;151;102;96;
Municipios;0534;Daganzo de Arriba;190;169;112;105;
Municipios;0549;Escorial (El);292;328;247;243;
Municipios;0552;Estremera;38;42;35;41;
Municipios;0565;Fresnedillas de la Oliva;49;56;44;45;
Municipios;0571;Fresno de Torote;47;57;59;48;
Municipios;0587;Fuenlabrada;5243;6420;4666;3997;
Municipios;0590;Fuente el Saz de Jarama;173;179;142;123;
Municipios;0604;Fuentidueña de Tajo;55;80;77;63;
Municipios;0611;Galapagar;699;874;619;545;
Municipios;0626;Garganta de los Montes;11;8;2;4;
Municipios;0632;Gargantilla del Lozoya y Pinilla de Buitrago;4;5;7;7;
Municipios;0647;Gascones;2;5;4;5;
Municipios;0650;Getafe;4375;5440;3720;3352;
Municipios;0663;Griñón;167;206;179;140;
Municipios;0679;Guadalix de la Sierra;126;156;134;130;
Municipios;0685;Guadarrama;326;366;292;260;
Municipios;0698;Hiruela (La);0;1;1;1;
Municipios;0702;Horcajo de la Sierra-Aoslos;3;5;6;4;
Municipios;0719;Horcajuelo de la Sierra;2;4;1;2;
Municipios;0724;Hoyo de Manzanares;116;139;94;88;
Municipios;0730;Humanes de Madrid;625;745;571;499;
Municipios;0745;Leganés;4655;5452;3979;3395;
Municipios;0758;Loeches;210;244;185;149;
Municipios;0761;Lozoya;9;7;7;11;
Municipios;9015;Lozoyuela-Navas-Sieteiglesias;24;39;21;27;
Municipios;0783;Madarcos;0;0;0;0;
Municipios;0796;Madrid;70059;88917;58938;54392;
Municipios;0800;Majadahonda;834;1115;676;612;
Municipios;0822;Manzanares el Real;205;226;159;141;
Municipios;0838;Meco;419;423;303;271;
Municipios;0843;Mejorada del Campo;688;814;592;505;
Municipios;0856;Miraflores de la Sierra;159;169;140;107;
Municipios;0869;Molar (El);224;266;184;182;
Municipios;0875;Molinos (Los);90;117;86;66;
Municipios;0881;Montejo de la Sierra;8;6;5;6;
Municipios;0894;Moraleja de Enmedio;111;141;102;90;
Municipios;0908;Moralzarzal;209;238;157;130;
Municipios;0915;Morata de Tajuña;230;267;204;176;
Municipios;0920;Móstoles;5660;6620;4856;4185;
Municipios;0936;Navacerrada;50;60;41;39;
Municipios;0941;Navalafuente;45;51;36;38;
Municipios;0954;Navalagamella;75;93;66;62;
Municipios;0967;Navalcarnero;837;1006;772;637;
Municipios;0973;Navarredonda y San Mamés;1;2;2;2;
Municipios;0992;Navas del Rey;79;94;68;60;
Municipios;1006;Nuevo Baztán;137;193;124;129;
Municipios;1013;Olmeda de las Fuentes;6;4;3;7;
Municipios;1028;Orusco de Tajuña;42;50;35;31;
Municipios;1049;Paracuellos de Jarama;364;437;322;267;
Municipios;1065;Parla;4858;5413;4095;3567;
Municipios;1071;Patones;5;12;7;4;
Municipios;1087;Pedrezuela;140;164;119;114;
Municipios;1090;Pelayos de la Presa;83;127;96;76;
Municipios;1104;Perales de Tajuña;97;124;103;93;
Municipios;1111;Pezuela de las Torres;14;21;9;15;
Municipios;1126;Pinilla del Valle;5;6;4;4;
Municipios;1132;Pinto;1411;1658;1180;1014;
Municipios;1147;Piñuécar-Gandullas;7;10;4;2;
Municipios;1150;Pozuelo de Alarcón;814;990;658;577;
Municipios;1163;Pozuelo del Rey;44;51;26;27;
Municipios;1179;Prádena del Rincón;2;2;2;0;
Municipios;1185;Puebla de la Sierra;2;0;2;2;
Municipios;9020;Puentes Viejas;14;14;11;10;
Municipios;1198;Quijorna;61;84;67;52;
Municipios;1202;Rascafría;28;24;28;20;
Municipios;1219;Redueña;4;12;3;4;
Municipios;1224;Ribatejada;20;17;14;13;
Municipios;1230;Rivas-Vaciamadrid;1640;2076;1608;1483;
Municipios;1245;Robledillo de la Jara;0;0;0;1;
Municipios;1258;Robledo de Chavela;101;113;105;85;
Municipios;1261;Robregordo;3;2;3;2;
Municipios;1277;Rozas de Madrid (Las);1131;1326;913;782;
Municipios;1283;Rozas de Puerto Real;7;15;8;14;
Municipios;1296;San Agustín del Guadalix;182;245;170;140;
Municipios;1300;San Fernando de Henares;890;1106;827;712;
Municipios;1317;San Lorenzo de El Escorial;335;428;307;248;
Municipios;1338;San Martín de Valdeiglesias;289;361;263;237;
Municipios;1322;San Martín de la Vega;594;740;515;492;
Municipios;1343;San Sebastián de los Reyes;1644;2038;1435;1241;
Municipios;1356;Santa María de la Alameda;30;38;33;38;
Municipios;1369;Santorcaz;15;17;16;13;
Municipios;1375;Santos de la Humosa (Los);61;86;63;54;
Municipios;1381;Serna del Monte (La);5;4;3;3;
Municipios;1408;Serranillos del Valle;96;112;82;70;
Municipios;1415;Sevilla la Nueva;182;226;153;134;
Municipios;1436;Somosierra;1;2;5;1;
Municipios;1441;Soto del Real;119;145;103;93;
Municipios;1454;Talamanca de Jarama;92;105;73;70;
Municipios;1467;Tielmes;85;92;87;77;
Municipios;1473;Titulcia;40;48;39;30;
Municipios;1489;Torrejón de Ardoz;3569;4298;3224;2725;
Municipios;1505;Torrejón de Velasco;83;82;69;59;
Municipios;1492;Torrejón de la Calzada;200;232;188;185;
Municipios;1512;Torrelaguna;98;119;100;83;
Municipios;1527;Torrelodones;238;323;234;182;
Municipios;1533;Torremocha de Jarama;9;16;15;14;
Municipios;1548;Torres de la Alameda;244;265;183;165;
Municipios;9036;Tres Cantos;595;714;558;463;
Municipios;1551;Valdaracete;20;20;24;18;
Municipios;1564;Valdeavero;51;50;50;35;
Municipios;1570;Valdelaguna;21;28;35;23;
Municipios;1586;Valdemanco;16;18;23;15;
Municipios;1599;Valdemaqueda;27;30;23;15;
Municipios;1603;Valdemorillo;217;257;196;192;
Municipios;1610;Valdemoro;2033;2302;1594;1390;
Municipios;1625;Valdeolmos-Alalpardo;71;83;69;42;
Municipios;1631;Valdepiélagos;17;11;8;14;
Municipios;1646;Valdetorres de Jarama;98;110;95;81;
Municipios;1659;Valdilecha;91;133;99;89;
Municipios;1662;Valverde de Alcalá;11;14;12;10;
Municipios;1678;Velilla de San Antonio;256;328;232;230;
Municipios;1684;Vellón (El);60;61;52;35;
Municipios;1697;Venturada;25;38;26;28;
Municipios;1718;Villa del Prado;168;231;198;183;
Municipios;1701;Villaconejos;117;117;111;87;
Municipios;1723;Villalbilla;317;347;254;250;
Municipios;1739;Villamanrique de Tajo;31;23;23;20;
Municipios;1744;Villamanta;80;77;60;60;
Municipios;1757;Villamantilla;37;33;38;30;
Municipios;1782;Villanueva de Perales;20;33;36;31;
Municipios;1760;Villanueva de la Cañada;251;360;247;229;
Municipios;1776;Villanueva del Pardillo;269;303;209;185;
Municipios;1795;Villar del Olmo;42;57;49;32;
Municipios;1809;Villarejo de Salvanés;201;231;206;191;
Municipios;1816;Villaviciosa de Odón;349;433;278;247;
