Serie;Codigo_municipio;Nombre;2020;2021;2022;2023
Comunidad de Madrid;;Comunidad de Madrid;0.06;1.18;-1.52;;
Zonas Estadísticas;01;Municipio de Madrid ;0.04;1.31;-1.63;;
Zonas Estadísticas;02;Norte Metropolitano ;0.10;0.94;-1.22;;
Zonas Estadísticas;03;Este Metropolitano  ;0.02;1.19;-1.53;;
Zonas Estadísticas;04;Sur Metropolitano   ;0.04;1.22;-1.62;;
Zonas Estadísticas;05;Oeste Metropolitano ;0.16;0.69;-0.97;;
Zonas Estadísticas;06;Sierra Norte        ;-0.04;0.98;-1.30;;
Zonas Estadísticas;07;Nordeste Comunidad  ;0.31;0.77;-1.27;;
Zonas Estadísticas;08;Sudeste Comunidad   ;-0.04;0.92;-1.35;;
Zonas Estadísticas;09;Sudoeste Comunidad  ;-0.01;0.97;-1.25;;
Zonas Estadísticas;10;Sierra Sur          ;0.06;1.08;-1.44;;
Zonas Estadísticas;11;Sierra Central      ;0.24;0.73;-1.16;;
Municipios;0014;Acebeda (La);3.15;-3.02;-0.82;;
Municipios;0029;Ajalvir;0.56;0.58;-1.16;;
Municipios;0035;Alameda del Valle;-0.59;1.28;-1.13;;
Municipios;0040;Alamo (El);-0.78;1.84;-2.06;;
Municipios;0053;Alcalá de Henares;0.01;1.16;-1.57;;
Municipios;0066;Alcobendas;0.26;1.10;-1.40;;
Municipios;0072;Alcorcón;0.05;1.05;-1.46;;
Municipios;0088;Aldea del Fresno;0.43;1.07;-2.20;;
Municipios;0091;Algete;0.12;1.07;-1.12;;
Municipios;0105;Alpedrete;0.25;0.84;-1.13;;
Municipios;0112;Ambite;-0.11;1.34;-3.62;;
Municipios;0127;Anchuelo;-0.15;1.29;-2.19;;
Municipios;0133;Aranjuez;-0.04;1.04;-1.42;;
Municipios;0148;Arganda del Rey;0.19;1.04;-1.92;;
Municipios;0151;Arroyomolinos;0.01;0.81;-1.06;;
Municipios;0164;Atazar (El);3.27;3.04;0.22;;
Municipios;0170;Batres;-0.30;0.59;-0.34;;
Municipios;0186;Becerril de la Sierra;-0.08;0.38;-1.18;;
Municipios;0199;Belmonte de Tajo;0.64;-0.34;-0.30;;
Municipios;0210;Berrueco (El);0.03;0.40;-0.65;;
Municipios;0203;Berzosa del Lozoya;-0.26;3.33;-3.84;;
