Serie;Codigo_municipio;Nombre;2020;2021;2022;2023
Comunidad de Madrid;;Comunidad de Madrid;187190;220684;189562;178260;
Zonas Estadísticas;01;Municipio de Madrid ;89948;107244;90301;84600;
Zonas Estadísticas;02;Norte Metropolitano ;7931;9420;8068;7545;
Zonas Estadísticas;03;Este Metropolitano  ;20430;23968;20995;19710;
Zonas Estadísticas;04;Sur Metropolitano   ;41008;47970;41452;39005;
Zonas Estadísticas;05;Oeste Metropolitano ;10618;12153;10828;10253;
Zonas Estadísticas;06;Sierra Norte        ;1285;1517;1316;1355;
Zonas Estadísticas;07;Nordeste Comunidad  ;1932;2307;2109;1970;
Zonas Estadísticas;08;Sudeste Comunidad   ;3729;4264;3877;3678;
Zonas Estadísticas;09;Sudoeste Comunidad  ;3812;4431;4006;3733;
Zonas Estadísticas;10;Sierra Sur          ;1451;1655;1540;1448;
Zonas Estadísticas;11;Sierra Central      ;5046;5755;5070;4963;
Municipios;0014;Acebeda (La);5;3;3;4;
Municipios;0029;Ajalvir;118;140;133;107;
Municipios;0035;Alameda del Valle;3;5;5;10;
Municipios;0040;Alamo (El);299;364;310;261;
Municipios;0053;Alcalá de Henares;6551;7518;6618;6174;
Municipios;0066;Alcobendas;2591;3153;2621;2457;
Municipios;0072;Alcorcón;4847;5778;5072;4706;
Municipios;0088;Aldea del Fresno;130;143;127;134;
Municipios;0091;Algete;552;623;558;501;
Municipios;0105;Alpedrete;427;479;433;433;
Municipios;0112;Ambite;39;38;29;38;
Municipios;0127;Anchuelo;40;44;29;26;
Municipios;0133;Aranjuez;2073;2367;2049;1947;
Municipios;0148;Arganda del Rey;2149;2483;2178;2012;
Municipios;0151;Arroyomolinos;610;749;717;698;
Municipios;0164;Atazar (El);6;10;10;12;
Municipios;0170;Batres;54;49;51;50;
Municipios;0186;Becerril de la Sierra;202;209;178;202;
Municipios;0199;Belmonte de Tajo;55;49;48;54;
Municipios;0210;Berrueco (El);17;17;19;24;
Municipios;0203;Berzosa del Lozoya;4;3;1;4;
Municipios;0225;Boadilla del Monte;950;1104;988;981;
Municipios;0231;Boalo (El);205;253;234;231;
Municipios;0246;Braojos;3;3;4;5;
Municipios;0259;Brea de Tajo;25;28;32;29;
Municipios;0262;Brunete;263;315;281;272;
Municipios;0278;Buitrago del Lozoya;44;49;34;54;
Municipios;0284;Bustarviejo;89;106;95;87;
Municipios;0297;Cabanillas de la Sierra;19;32;28;26;
Municipios;0301;Cabrera (La);97;109;98;112;
Municipios;0318;Cadalso de los Vidrios;148;173;136;132;
Municipios;0323;Camarma de Esteruelas;261;282;262;259;
Municipios;0339;Campo Real;209;231;236;220;
Municipios;0344;Canencia;21;21;18;17;
Municipios;0357;Carabaña;81;87;83;82;
Municipios;0360;Casarrubuelos;124;131;121;118;
Municipios;0376;Cenicientos;93;99;88;74;
Municipios;0382;Cercedilla;182;209;193;191;
Municipios;0395;Cervera de Buitrago;5;7;7;10;
Municipios;0513;Chapinería;106;103;91;82;
Municipios;0528;Chinchón;200;218;191;196;
Municipios;0409;Ciempozuelos;784;888;780;724;
Municipios;0416;Cobeña;148;178;158;157;
Municipios;0468;Collado Mediano;251;293;263;245;
Municipios;0474;Collado Villalba;2207;2433;2147;1991;
Municipios;0455;Colmenar Viejo;1254;1484;1287;1216;
Municipios;0437;Colmenar de Oreja;319;363;325;300;
Municipios;0421;Colmenar del Arroyo;62;56;75;66;
Municipios;0442;Colmenarejo;256;306;283;268;
Municipios;0480;Corpa;17;25;27;24;
Municipios;0493;Coslada;2462;2844;2432;2285;
Municipios;0506;Cubas de la Sagra;147;158;141;144;
Municipios;0534;Daganzo de Arriba;279;351;345;309;
Municipios;0549;Escorial (El);500;525;451;474;
Municipios;0552;Estremera;53;61;50;50;
Municipios;0565;Fresnedillas de la Oliva;59;78;78;69;
Municipios;0571;Fresno de Torote;73;93;85;65;
Municipios;0587;Fuenlabrada;6738;7730;6495;6086;
Municipios;0590;Fuente el Saz de Jarama;214;242;219;200;
Municipios;0604;Fuentidueña de Tajo;96;110;100;84;
Municipios;0611;Galapagar;991;1142;977;965;
Municipios;0626;Garganta de los Montes;17;15;17;17;
Municipios;0632;Gargantilla del Lozoya y Pinilla de Buitrago;15;19;20;14;
Municipios;0647;Gascones;3;4;5;4;
Municipios;0650;Getafe;5207;6176;5348;5061;
Municipios;0663;Griñón;263;273;243;229;
Municipios;0679;Guadalix de la Sierra;222;258;225;202;
Municipios;0685;Guadarrama;422;470;424;410;
Municipios;0698;Hiruela (La);2;1;1;1;
Municipios;0702;Horcajo de la Sierra-Aoslos;3;5;3;4;
Municipios;0719;Horcajuelo de la Sierra;1;3;2;1;
Municipios;0724;Hoyo de Manzanares;208;251;206;202;
Municipios;0730;Humanes de Madrid;585;682;595;554;
Municipios;0745;Leganés;5610;6566;5736;5410;
Municipios;0758;Loeches;250;302;288;280;
Municipios;0761;Lozoya;18;22;20;19;
Municipios;9015;Lozoyuela-Navas-Sieteiglesias;45;64;41;46;
Municipios;0783;Madarcos;2;0;1;1;
Municipios;0796;Madrid;89948;107244;90301;84600;
Municipios;0800;Majadahonda;1323;1575;1390;1300;
Municipios;0822;Manzanares el Real;265;286;257;268;
Municipios;0838;Meco;425;491;445;407;
Municipios;0843;Mejorada del Campo;744;872;758;693;
Municipios;0856;Miraflores de la Sierra;221;252;226;225;
Municipios;0869;Molar (El);253;324;278;266;
Municipios;0875;Molinos (Los);129;144;119;127;
Municipios;0881;Montejo de la Sierra;7;4;3;5;
Municipios;0894;Moraleja de Enmedio;153;169;133;135;
Municipios;0908;Moralzarzal;376;429;385;358;
