Serie;Codigo_municipio;Nombre;2020;2021;2022;2023
Comunidad de Madrid;;Comunidad de Madrid;335594;402410;316216;291820;
Zonas Estadísticas;01;Municipio de Madrid ;160007;196161;149239;138992;
Zonas Estadísticas;02;Norte Metropolitano ;13867;16705;13224;11985;
Zonas Estadísticas;03;Este Metropolitano  ;36882;43547;35481;32385;
Zonas Estadísticas;04;Sur Metropolitano   ;76965;90207;71998;65587;
Zonas Estadísticas;05;Oeste Metropolitano ;17454;20527;16564;15364;
Zonas Estadísticas;06;Sierra Norte        ;2171;2594;2157;2125;
Zonas Estadísticas;07;Nordeste Comunidad  ;3533;4005;3377;3090;
Zonas Estadísticas;08;Sudeste Comunidad   ;6678;7717;6620;6083;
Zonas Estadísticas;09;Sudoeste Comunidad  ;7125;8404;7057;6378;
Zonas Estadísticas;10;Sierra Sur          ;2537;2936;2576;2366;
Zonas Estadísticas;11;Sierra Central      ;8375;9607;7923;7465;
Municipios;0014;Acebeda (La);7;3;4;6;
Municipios;0029;Ajalvir;228;240;202;196;
Municipios;0035;Alameda del Valle;9;14;11;19;
Municipios;0040;Alamo (El);537;679;530;477;
Municipios;0053;Alcalá de Henares;11762;13587;11096;10075;
Municipios;0066;Alcobendas;4626;5657;4322;3897;
Municipios;0072;Alcorcón;8736;10185;8139;7386;
Municipios;0088;Aldea del Fresno;227;259;205;209;
Municipios;0091;Algete;850;1048;850;751;
Municipios;0105;Alpedrete;675;777;642;628;
Municipios;0112;Ambite;54;68;46;55;
Municipios;0127;Anchuelo;70;93;61;50;
Municipios;0133;Aranjuez;3928;4444;3674;3367;
Municipios;0148;Arganda del Rey;4080;4582;3733;3380;
Municipios;0151;Arroyomolinos;1286;1530;1298;1202;
Municipios;0164;Atazar (El);8;12;12;13;
Municipios;0170;Batres;78;86;84;73;
Municipios;0186;Becerril de la Sierra;309;328;271;307;
Municipios;0199;Belmonte de Tajo;108;108;110;96;
Municipios;0210;Berrueco (El);31;33;33;36;
Municipios;0203;Berzosa del Lozoya;6;13;6;7;
Municipios;0225;Boadilla del Monte;1467;1707;1437;1373;
Municipios;0231;Boalo (El);378;420;384;337;
Municipios;0246;Braojos;3;5;6;5;
Municipios;0259;Brea de Tajo;36;40;43;36;
Municipios;0262;Brunete;475;565;443;421;
Municipios;0278;Buitrago del Lozoya;81;118;76;87;
Municipios;0284;Bustarviejo;150;174;148;147;
Municipios;0297;Cabanillas de la Sierra;27;45;39;35;
Municipios;0301;Cabrera (La);178;190;156;163;
Municipios;0318;Cadalso de los Vidrios;266;292;267;221;
Municipios;0323;Camarma de Esteruelas;460;510;421;395;
Municipios;0339;Campo Real;391;453;425;365;
Municipios;0344;Canencia;27;27;23;21;
Municipios;0357;Carabaña;138;152;137;127;
Municipios;0360;Casarrubuelos;220;241;214;178;
Municipios;0376;Cenicientos;169;182;166;142;
Municipios;0382;Cercedilla;342;397;348;322;
Municipios;0395;Cervera de Buitrago;9;12;11;11;
Municipios;0513;Chapinería;168;169;137;137;
Municipios;0528;Chinchón;347;376;328;318;
Municipios;0409;Ciempozuelos;1543;1851;1458;1315;
