Serie;Codigo_municipio;Nombre;2020;2021; 2022
Comunidad de Madrid;;Comunidad de Madrid;8.79;8.86;9.07;
Zonas Estadísticas;01;Municipio de Madrid ;11.00;10.96;11.07;
Zonas Estadísticas;02;Norte Metropolitano ;6.03;6.22;6.56;
Zonas Estadísticas;03;Este Metropolitano  ;5.95;6.10;6.35;
Zonas Estadísticas;04;Sur Metropolitano   ;7.16;7.55;8.02;
Zonas Estadísticas;05;Oeste Metropolitano ;6.45;6.63;6.98;
Zonas Estadísticas;06;Sierra Norte        ;8.96;8.68;8.81;
Zonas Estadísticas;07;Nordeste Comunidad  ;4.92;4.92;5.02;
Zonas Estadísticas;08;Sudeste Comunidad   ;7.34;7.12;7.19;
Zonas Estadísticas;09;Sudoeste Comunidad  ;5.52;5.38;5.59;
Zonas Estadísticas;10;Sierra Sur          ;10.21;9.76;9.72;
Zonas Estadísticas;11;Sierra Central      ;6.98;7.03;7.23;
Municipios;0014;Acebeda (La);20.59;16.36;11.29;
Municipios;0029;Ajalvir;4.72;4.90;5.41;
Municipios;0035;Alameda del Valle;12.75;10.57;11.62;
Municipios;0040;Alamo (El);10.64;10.10;10.89;
Municipios;0053;Alcalá de Henares;8.08;8.32;8.69;
Municipios;0066;Alcobendas;6.90;7.34;7.83;
Municipios;0072;Alcorcón;10.68;11.28;12.01;
Municipios;0088;Aldea del Fresno;9.42;9.56;10.13;
Municipios;0091;Algete;5.61;5.82;5.95;
Municipios;0105;Alpedrete;6.89;7.09;7.29;
Municipios;0112;Ambite;13.14;12.69;12.65;
Municipios;0127;Anchuelo;6.45;6.40;5.98;
Municipios;0133;Aranjuez;8.20;8.26;8.40;
Municipios;0148;Arganda del Rey;5.19;5.17;5.36;
Municipios;0151;Arroyomolinos;1.85;1.99;2.22;
Municipios;0164;Atazar (El);14.44;13.76;12.15;
Municipios;0170;Batres;4.97;4.89;5.60;
Municipios;0186;Becerril de la Sierra;7.37;7.42;7.50;
Municipios;0199;Belmonte de Tajo;8.56;8.51;8.48;
Municipios;0210;Berrueco (El);12.23;12.31;11.86;
Municipios;0203;Berzosa del Lozoya;15.77;14.81;13.22;
Municipios;0225;Boadilla del Monte;5.04;5.10;5.22;
Municipios;0231;Boalo (El);5.31;5.49;5.53;
Municipios;0246;Braojos;9.71;10.09;10.55;
Municipios;0259;Brea de Tajo;16.01;16.25;15.71;
Municipios;0262;Brunete;5.60;5.61;6.21;
Municipios;0278;Buitrago del Lozoya;10.77;10.88;10.63;
Municipios;0284;Bustarviejo;8.01;7.92;7.80;
Municipios;0297;Cabanillas de la Sierra;9.43;9.56;8.35;
Municipios;0301;Cabrera (La);9.10;9.35;9.16;
Municipios;0318;Cadalso de los Vidrios;10.47;10.40;10.30;
Municipios;0323;Camarma de Esteruelas;4.72;4.65;4.60;
Municipios;0339;Campo Real;6.62;6.39;6.74;
Municipios;0344;Canencia;18.57;18.44;18.46;
Municipios;0357;Carabaña;10.19;9.52;9.28;
Municipios;0360;Casarrubuelos;3.59;4.04;4.27;
Municipios;0376;Cenicientos;15.55;14.74;15.13;
Municipios;0382;Cercedilla;8.91;9.00;8.87;
Municipios;0395;Cervera de Buitrago;19.75;19.62;18.34;
Municipios;0513;Chapinería;9.65;9.06;8.52;
Municipios;0528;Chinchón;9.75;9.66;9.65;
Municipios;0409;Ciempozuelos;6.84;6.73;7.17;
Municipios;0416;Cobeña;4.11;4.00;4.11;
Municipios;0468;Collado Mediano;6.66;6.78;6.83;
Municipios;0474;Collado Villalba;6.46;6.57;6.83;
Municipios;0455;Colmenar Viejo;6.30;6.23;6.36;
Municipios;0437;Colmenar de Oreja;9.63;9.44;9.21;
Municipios;0421;Colmenar del Arroyo;9.86;9.71;10.07;
