Serie;Codigo_municipio;Nombre;2020;2021; 2022
Comunidad de Madrid;;Comunidad de Madrid;53.71;52.96;52.06;
Zonas Estadísticas;01;Municipio de Madrid ;51.78;51.30;50.59;
Zonas Estadísticas;02;Norte Metropolitano ;56.77;55.76;54.78;
Zonas Estadísticas;03;Este Metropolitano  ;56.12;55.11;54.04;
Zonas Estadísticas;04;Sur Metropolitano   ;54.98;53.79;52.52;
Zonas Estadísticas;05;Oeste Metropolitano ;55.03;54.21;53.39;
Zonas Estadísticas;06;Sierra Norte        ;51.64;50.68;49.74;
Zonas Estadísticas;07;Nordeste Comunidad  ;58.93;57.71;56.58;
Zonas Estadísticas;08;Sudeste Comunidad   ;56.20;55.48;54.53;
Zonas Estadísticas;09;Sudoeste Comunidad  ;61.09;60.05;58.74;
Zonas Estadísticas;10;Sierra Sur          ;50.84;50.43;49.73;
Zonas Estadísticas;11;Sierra Central      ;53.03;52.05;50.96;
Municipios;0014;Acebeda (La);17.65;16.36;19.35;
Municipios;0029;Ajalvir;58.82;57.01;56.18;
Municipios;0035;Alameda del Valle;33.82;37.80;37.34;
Municipios;0040;Alamo (El);54.29;53.90;52.78;
Municipios;0053;Alcalá de Henares;52.35;51.39;50.44;
Municipios;0066;Alcobendas;55.74;54.51;53.46;
Municipios;0072;Alcorcón;49.92;48.91;47.69;
Municipios;0088;Aldea del Fresno;53.08;52.67;51.26;
Municipios;0091;Algete;55.63;54.59;53.83;
Municipios;0105;Alpedrete;53.33;52.02;50.91;
Municipios;0112;Ambite;44.33;45.02;43.06;
Municipios;0127;Anchuelo;58.94;58.79;58.20;
Municipios;0133;Aranjuez;55.10;54.08;53.10;
Municipios;0148;Arganda del Rey;59.95;58.73;57.52;
Municipios;0151;Arroyomolinos;70.10;68.04;66.01;
Municipios;0164;Atazar (El);33.33;37.61;36.45;
Municipios;0170;Batres;49.54;49.84;48.99;
Municipios;0186;Becerril de la Sierra;51.85;50.79;50.38;
Municipios;0199;Belmonte de Tajo;54.60;53.51;53.02;
Municipios;0210;Berrueco (El);48.78;47.11;46.57;
Municipios;0203;Berzosa del Lozoya;36.04;37.04;37.89;
Municipios;0225;Boadilla del Monte;57.32;56.89;56.45;
Municipios;0231;Boalo (El);55.29;54.01;52.75;
