Serie;Codigo_municipio;Nombre;2020;2021; 2022
Comunidad de Madrid;;Comunidad de Madrid;37.41;37.13;36.83;
Zonas Estadísticas;01;Municipio de Madrid ;36.21;36.06;35.83;
Zonas Estadísticas;02;Norte Metropolitano ;40.03;39.51;39.12;
Zonas Estadísticas;03;Este Metropolitano  ;38.41;37.93;37.49;
Zonas Estadísticas;04;Sur Metropolitano   ;37.32;36.85;36.41;
Zonas Estadísticas;05;Oeste Metropolitano ;40.67;40.40;40.16;
Zonas Estadísticas;06;Sierra Norte        ;35.09;34.66;34.49;
Zonas Estadísticas;07;Nordeste Comunidad  ;40.92;40.47;39.95;
Zonas Estadísticas;08;Sudeste Comunidad   ;38.55;38.16;37.80;
Zonas Estadísticas;09;Sudoeste Comunidad  ;41.48;41.13;40.69;
Zonas Estadísticas;10;Sierra Sur          ;35.93;35.63;35.14;
Zonas Estadísticas;11;Sierra Central      ;38.03;37.76;37.37;
Municipios;0014;Acebeda (La);13.24;10.91;14.52;
Municipios;0029;Ajalvir;38.51;37.79;37.97;
Municipios;0035;Alameda del Valle;22.55;24.80;26.14;
Municipios;0040;Alamo (El);38.73;38.44;38.06;
Municipios;0053;Alcalá de Henares;36.38;35.91;35.56;
Municipios;0066;Alcobendas;39.28;38.69;38.37;
Municipios;0072;Alcorcón;33.65;33.52;33.30;
Municipios;0088;Aldea del Fresno;36.63;36.47;35.61;
Municipios;0091;Algete;41.35;40.70;40.45;
Municipios;0105;Alpedrete;39.04;38.77;38.50;
Municipios;0112;Ambite;28.08;29.00;28.09;
Municipios;0127;Anchuelo;38.10;39.51;39.36;
Municipios;0133;Aranjuez;39.02;38.56;38.18;
Municipios;0148;Arganda del Rey;40.65;40.23;39.68;
Municipios;0151;Arroyomolinos;45.03;44.26;43.70;
Municipios;0164;Atazar (El);24.44;24.77;24.30;
Municipios;0170;Batres;35.66;35.49;35.33;
Municipios;0186;Becerril de la Sierra;36.32;35.59;35.65;
Municipios;0199;Belmonte de Tajo;36.72;36.32;36.01;
Municipios;0210;Berrueco (El);31.02;30.28;30.09;
Municipios;0203;Berzosa del Lozoya;28.83;30.56;31.28;
Municipios;0225;Boadilla del Monte;42.66;42.70;42.69;
Municipios;0231;Boalo (El);37.92;37.53;37.59;
Municipios;0246;Braojos;32.04;33.03;31.65;
Municipios;0259;Brea de Tajo;31.82;30.02;31.42;
Municipios;0262;Brunete;40.46;39.94;39.54;
Municipios;0278;Buitrago del Lozoya;39.51;37.99;38.40;
Municipios;0284;Bustarviejo;33.58;33.32;32.71;
Municipios;0297;Cabanillas de la Sierra;33.12;33.93;33.18;
Municipios;0301;Cabrera (La);36.73;35.26;35.12;
Municipios;0318;Cadalso de los Vidrios;35.74;34.94;34.51;
Municipios;0323;Camarma de Esteruelas;40.77;40.29;39.95;
Municipios;0339;Campo Real;40.09;39.48;39.18;
Municipios;0344;Canencia;24.38;24.51;24.62;
Municipios;0357;Carabaña;35.99;35.90;35.29;
Municipios;0360;Casarrubuelos;41.20;40.72;40.34;
Municipios;0376;Cenicientos;33.56;33.03;31.93;
Municipios;0382;Cercedilla;36.03;35.44;35.46;
Municipios;0395;Cervera de Buitrago;20.99;17.72;18.93;
Municipios;0513;Chapinería;37.95;37.65;37.66;
Municipios;0528;Chinchón;35.17;34.98;34.39;
Municipios;0409;Ciempozuelos;38.97;38.64;37.98;
Municipios;0416;Cobeña;42.65;42.22;42.11;
Municipios;0468;Collado Mediano;37.47;37.41;37.27;
Municipios;0474;Collado Villalba;39.36;38.70;38.46;
Municipios;0455;Colmenar Viejo;40.75;40.39;39.76;
Municipios;0437;Colmenar de Oreja;36.15;35.77;35.56;
Municipios;0421;Colmenar del Arroyo;33.95;33.71;33.73;
Municipios;0442;Colmenarejo;41.06;40.69;40.50;
Municipios;0480;Corpa;39.28;38.81;37.96;
Municipios;0493;Coslada;34.18;33.65;32.90;
Municipios;0506;Cubas de la Sagra;41.75;41.92;41.62;
Municipios;0534;Daganzo de Arriba;42.41;42.11;41.75;
Municipios;0549;Escorial (El);35.32;35.16;34.92;
Municipios;0552;Estremera;33.96;32.80;32.41;
Municipios;0565;Fresnedillas de la Oliva;41.91;41.73;40.30;
Municipios;0571;Fresno de Torote;37.41;37.46;37.64;
Municipios;0587;Fuenlabrada;38.47;37.68;36.99;
Municipios;0590;Fuente el Saz de Jarama;39.90;39.29;38.70;
Municipios;0604;Fuentidueña de Tajo;35.35;35.41;34.53;
Municipios;0611;Galapagar;40.65;39.99;39.59;
Municipios;0626;Garganta de los Montes;28.65;27.74;27.34;
Municipios;0632;Gargantilla del Lozoya y Pinilla de Buitrago;24.60;24.71;25.76;
Municipios;0647;Gascones;35.80;37.70;37.26;
Municipios;0650;Getafe;36.66;36.14;35.81;
Municipios;0663;Griñón;38.97;38.39;38.16;
Municipios;0679;Guadalix de la Sierra;38.29;38.19;37.75;
Municipios;0685;Guadarrama;37.20;36.91;36.46;
Municipios;0698;Hiruela (La);15.38;13.89;17.33;
Municipios;0702;Horcajo de la Sierra-Aoslos;30.26;29.41;28.86;
Municipios;0719;Horcajuelo de la Sierra;29.21;31.13;33.64;
Municipios;0724;Hoyo de Manzanares;39.47;39.33;38.67;
Municipios;0730;Humanes de Madrid;43.51;43.05;42.30;
Municipios;0745;Leganés;34.58;34.10;33.82;
Municipios;0758;Loeches;42.41;41.72;41.17;
Municipios;0761;Lozoya;24.31;23.78;23.75;
Municipios;9015;Lozoyuela-Navas-Sieteiglesias;33.21;33.05;33.40;
Municipios;0783;Madarcos;20.41;29.82;30.16;
Municipios;0796;Madrid;36.21;36.06;35.83;
Municipios;0800;Majadahonda;40.34;39.94;39.58;
Municipios;0822;Manzanares el Real;36.85;36.41;35.65;
Municipios;0838;Meco;42.86;42.31;41.90;
Municipios;0843;Mejorada del Campo;39.38;39.12;38.40;
Municipios;0856;Miraflores de la Sierra;36.42;36.14;35.48;
Municipios;0869;Molar (El);40.73;39.48;39.27;
Municipios;0875;Molinos (Los);34.81;35.37;35.22;
Municipios;0881;Montejo de la Sierra;26.37;27.12;26.34;
Municipios;0894;Moraleja de Enmedio;39.60;39.44;39.10;
Municipios;0908;Moralzarzal;38.69;38.61;38.02;
Municipios;0915;Morata de Tajuña;37.89;37.86;37.22;
Municipios;0920;Móstoles;35.30;34.77;34.18;
Municipios;0936;Navacerrada;32.97;32.73;32.10;
Municipios;0941;Navalafuente;38.72;37.19;37.29;
Municipios;0954;Navalagamella;39.48;39.23;39.27;
Municipios;0967;Navalcarnero;42.02;41.73;41.10;
Municipios;0973;Navarredonda y San Mamés;17.83;22.70;21.01;
Municipios;0992;Navas del Rey;37.56;37.36;36.76;
Municipios;1006;Nuevo Baztán;37.73;37.33;36.76;
Municipios;1013;Olmeda de las Fuentes;33.53;33.61;34.04;
Municipios;1028;Orusco de Tajuña;35.52;34.78;34.16;
Municipios;1049;Paracuellos de Jarama;42.92;42.44;42.00;
Municipios;1065;Parla;42.20;41.71;41.14;
Municipios;1071;Patones;26.72;28.63;28.36;
Municipios;1087;Pedrezuela;39.82;38.58;38.69;
Municipios;1090;Pelayos de la Presa;36.14;35.73;35.61;
Municipios;1104;Perales de Tajuña;36.66;36.19;36.35;
Municipios;1111;Pezuela de las Torres;34.49;33.76;33.94;
Municipios;1126;Pinilla del Valle;23.68;24.49;24.24;
Municipios;1132;Pinto;39.89;39.27;38.85;
Municipios;1147;Piñuécar-Gandullas;31.28;28.65;29.35;
Municipios;1150;Pozuelo de Alarcón;39.98;39.87;39.79;
Municipios;1163;Pozuelo del Rey;40.44;40.00;39.05;
Municipios;1179;Prádena del Rincón;30.40;31.54;31.29;
Municipios;1185;Puebla de la Sierra;19.18;21.33;25.00;
Municipios;9020;Puentes Viejas;28.47;28.93;28.41;
Municipios;1198;Quijorna;41.97;41.64;41.13;
Municipios;1202;Rascafría;29.10;28.68;27.19;
Municipios;1219;Redueña;33.70;33.33;34.23;
Municipios;1224;Ribatejada;35.83;35.23;34.21;
Municipios;1230;Rivas-Vaciamadrid;43.33;42.69;42.25;
Municipios;1245;Robledillo de la Jara;20.00;21.65;28.07;
Municipios;1258;Robledo de Chavela;32.86;32.55;32.64;
Municipios;1261;Robregordo;21.54;26.76;24.29;
Municipios;1277;Rozas de Madrid (Las);40.92;40.68;40.31;
Municipios;1283;Rozas de Puerto Real;26.85;26.44;24.78;
Municipios;1296;San Agustín del Guadalix;42.71;42.30;41.59;
Municipios;1300;San Fernando de Henares;37.51;36.81;36.07;
Municipios;1317;San Lorenzo de El Escorial;37.05;36.96;36.41;
Municipios;1338;San Martín de Valdeiglesias;36.72;36.56;35.79;
Municipios;1322;San Martín de la Vega;42.66;42.32;41.85;
Municipios;1343;San Sebastián de los Reyes;39.29;38.84;38.40;
Municipios;1356;Santa María de la Alameda;30.89;30.50;30.49;
Municipios;1369;Santorcaz;32.70;33.19;33.48;
Municipios;1375;Santos de la Humosa (Los);41.43;40.64;40.13;
Municipios;1381;Serna del Monte (La);31.03;34.38;35.19;
Municipios;1408;Serranillos del Valle;40.67;40.55;40.05;
Municipios;1415;Sevilla la Nueva;40.23;39.81;39.14;
Municipios;1436;Somosierra;27.59;29.89;32.18;
Municipios;1441;Soto del Real;38.02;37.50;36.87;
Municipios;1454;Talamanca de Jarama;40.38;39.87;38.50;
Municipios;1467;Tielmes;38.01;37.40;36.69;
Municipios;1473;Titulcia;37.73;37.28;36.00;
Municipios;1489;Torrejón de Ardoz;38.60;38.16;37.74;
Municipios;1505;Torrejón de Velasco;39.58;39.75;39.34;
Municipios;1492;Torrejón de la Calzada;42.71;42.45;42.59;
Municipios;1512;Torrelaguna;36.79;36.84;36.36;
Municipios;1527;Torrelodones;41.43;41.28;41.24;
Municipios;1533;Torremocha de Jarama;31.53;31.51;29.63;
Municipios;1548;Torres de la Alameda;39.23;38.54;38.32;
Municipios;9036;Tres Cantos;40.77;40.05;39.84;
Municipios;1551;Valdaracete;32.89;32.84;32.70;
Municipios;1564;Valdeavero;38.40;39.04;37.51;
Municipios;1570;Valdelaguna;35.24;34.99;34.65;
Municipios;1586;Valdemanco;32.29;31.32;32.14;
Municipios;1599;Valdemaqueda;34.06;32.83;31.33;
Municipios;1603;Valdemorillo;37.80;37.64;37.08;
Municipios;1610;Valdemoro;41.53;41.21;40.99;
Municipios;1625;Valdeolmos-Alalpardo;42.18;41.91;41.36;
Municipios;1631;Valdepiélagos;35.83;35.78;34.30;
Municipios;1646;Valdetorres de Jarama;36.98;37.76;36.85;
Municipios;1659;Valdilecha;39.77;39.75;38.98;
Municipios;1662;Valverde de Alcalá;31.93;33.01;32.33;
Municipios;1678;Velilla de San Antonio;41.42;41.06;40.77;
Municipios;1684;Vellón (El);35.98;35.81;35.64;
Municipios;1697;Venturada;36.23;36.20;36.24;
Municipios;1718;Villa del Prado;39.66;39.37;38.79;
Municipios;1701;Villaconejos;38.75;38.31;37.70;
