Serie;Codigo_municipio;Nombre;2020;2021; 2022
Comunidad de Madrid;;Comunidad de Madrid;17.83;17.97;18.31;
Zonas Estadísticas;01;Municipio de Madrid ;20.06;20.06;20.30;
Zonas Estadísticas;02;Norte Metropolitano ;14.45;14.76;15.23;
Zonas Estadísticas;03;Este Metropolitano  ;14.80;15.20;15.72;
Zonas Estadísticas;04;Sur Metropolitano   ;17.45;17.84;18.38;
Zonas Estadísticas;05;Oeste Metropolitano ;14.80;15.03;15.47;
Zonas Estadísticas;06;Sierra Norte        ;17.14;17.08;17.52;
Zonas Estadísticas;07;Nordeste Comunidad  ;11.12;11.34;11.58;
Zonas Estadísticas;08;Sudeste Comunidad   ;14.86;14.87;15.23;
Zonas Estadísticas;09;Sudoeste Comunidad  ;11.74;11.79;12.22;
Zonas Estadísticas;10;Sierra Sur          ;19.46;19.14;19.31;
Zonas Estadísticas;11;Sierra Central      ;14.64;14.82;15.22;
Municipios;0014;Acebeda (La);45.59;49.09;48.39;
Municipios;0029;Ajalvir;10.42;11.01;11.39;
Municipios;0035;Alameda del Valle;23.53;21.14;25.31;
Municipios;0040;Alamo (El);18.06;17.77;18.68;
Municipios;0053;Alcalá de Henares;18.18;18.53;19.02;
Municipios;0066;Alcobendas;16.49;16.90;17.28;
Municipios;0072;Alcorcón;22.58;22.52;22.78;
Municipios;0088;Aldea del Fresno;18.97;19.16;19.52;
Municipios;0091;Algete;12.72;13.34;14.04;
Municipios;0105;Alpedrete;13.75;14.04;14.18;
Municipios;0112;Ambite;20.53;21.00;21.91;
Municipios;0127;Anchuelo;13.92;13.39;13.59;
Municipios;0133;Aranjuez;16.68;16.89;17.31;
Municipios;0148;Arganda del Rey;12.37;12.61;13.04;
Municipios;0151;Arroyomolinos;5.91;6.33;6.77;
Municipios;0164;Atazar (El);23.33;20.18;19.63;
Municipios;0170;Batres;15.09;15.16;15.69;
Municipios;0186;Becerril de la Sierra;15.80;16.03;16.14;
Municipios;0199;Belmonte de Tajo;16.70;17.36;17.81;
Municipios;0210;Berrueco (El);23.94;23.62;23.47;
Municipios;0203;Berzosa del Lozoya;26.58;28.70;27.31;
Municipios;0225;Boadilla del Monte;11.28;11.13;11.17;
Municipios;0231;Boalo (El);12.07;12.20;12.33;
Municipios;0246;Braojos;18.45;18.81;19.72;
Municipios;0259;Brea de Tajo;28.26;30.02;28.65;
Municipios;0262;Brunete;12.22;12.60;13.43;
Municipios;0278;Buitrago del Lozoya;18.17;19.12;19.15;
Municipios;0284;Bustarviejo;15.50;15.40;15.85;
Municipios;0297;Cabanillas de la Sierra;16.43;15.29;14.65;
Municipios;0301;Cabrera (La);16.70;17.61;17.36;
Municipios;0318;Cadalso de los Vidrios;21.50;21.64;21.55;
Municipios;0323;Camarma de Esteruelas;11.11;11.32;11.38;
Municipios;0339;Campo Real;12.77;12.73;13.29;
Municipios;0344;Canencia;27.52;26.90;28.79;
Municipios;0357;Carabaña;17.64;17.41;17.06;
Municipios;0360;Casarrubuelos;10.43;11.07;11.49;
Municipios;0376;Cenicientos;26.10;25.97;26.66;
Municipios;0382;Cercedilla;17.10;17.26;17.54;
Municipios;0395;Cervera de Buitrago;29.63;29.11;29.59;
Municipios;0513;Chapinería;16.74;16.32;15.80;
Municipios;0528;Chinchón;19.29;19.61;19.83;
Municipios;0409;Ciempozuelos;13.86;13.95;14.83;
Municipios;0416;Cobeña;8.67;8.95;9.32;
Municipios;0468;Collado Mediano;14.83;14.87;15.32;
Municipios;0474;Collado Villalba;14.21;14.61;15.11;
Municipios;0455;Colmenar Viejo;13.42;13.43;13.77;
Municipios;0437;Colmenar de Oreja;18.29;18.48;18.67;
Municipios;0421;Colmenar del Arroyo;19.50;19.04;19.11;
Municipios;0442;Colmenarejo;11.84;12.14;12.74;
Municipios;0480;Corpa;16.04;15.09;16.62;
Municipios;0493;Coslada;19.98;20.70;21.68;
Municipios;0506;Cubas de la Sagra;11.13;10.61;10.54;
Municipios;0534;Daganzo de Arriba;7.78;8.00;8.36;
Municipios;0549;Escorial (El);17.81;18.15;18.82;
Municipios;0552;Estremera;24.14;23.24;23.33;
Municipios;0565;Fresnedillas de la Oliva;12.48;12.28;13.06;
Municipios;0571;Fresno de Torote;14.05;14.28;14.48;
Municipios;0587;Fuenlabrada;13.59;14.75;16.05;
Municipios;0590;Fuente el Saz de Jarama;14.34;14.51;14.47;
Municipios;0604;Fuentidueña de Tajo;18.91;18.76;19.11;
Municipios;0611;Galapagar;13.06;13.60;14.24;
Municipios;0626;Garganta de los Montes;21.75;20.44;22.03;
Municipios;0632;Gargantilla del Lozoya y Pinilla de Buitrago;22.33;21.22;21.61;
Municipios;0647;Gascones;18.18;18.32;17.45;
Municipios;0650;Getafe;19.23;19.45;19.61;
