Serie;Codigo_municipio;Nombre;2020;2021; 2022
Municipios;0210;Berrueco (El);15.32;15.45;15.23;
Municipios;0203;Berzosa del Lozoya;8.56;10.19;8.81;
Municipios;0225;Boadilla del Monte;21.55;20.97;20.50;
Municipios;0231;Boalo (El);19.90;19.40;18.78;
Municipios;0246;Braojos;8.74;9.17;8.26;
Municipios;0259;Brea de Tajo;8.10;8.41;8.87;
Municipios;0262;Brunete;17.61;16.63;15.92;
Municipios;0278;Buitrago del Lozoya;16.44;15.41;15.97;
Municipios;0284;Bustarviejo;16.46;15.70;15.19;
Municipios;0297;Cabanillas de la Sierra;15.41;15.29;15.79;
Municipios;0301;Cabrera (La);14.73;14.31;14.37;
Municipios;0318;Cadalso de los Vidrios;14.24;14.14;13.84;
Municipios;0323;Camarma de Esteruelas;19.38;18.90;17.99;
Municipios;0339;Campo Real;18.15;18.11;17.89;
Municipios;0344;Canencia;7.61;7.81;6.59;
Municipios;0357;Carabaña;16.05;16.20;16.11;
Municipios;0360;Casarrubuelos;19.48;19.07;18.05;
Municipios;0376;Cenicientos;12.81;12.58;12.21;
Municipios;0382;Cercedilla;13.78;13.37;13.30;
Municipios;0395;Cervera de Buitrago;9.88;6.33;6.51;
Municipios;0513;Chapinería;18.97;18.44;18.15;
Municipios;0528;Chinchón;14.26;13.77;13.49;
Municipios;0409;Ciempozuelos;16.86;16.45;15.81;
Municipios;0416;Cobeña;21.09;20.53;20.12;
Municipios;0468;Collado Mediano;16.24;15.60;14.94;
Municipios;0474;Collado Villalba;15.41;15.03;14.60;
Municipios;0455;Colmenar Viejo;17.36;17.16;16.87;
Municipios;0437;Colmenar de Oreja;14.43;14.36;13.90;
Municipios;0421;Colmenar del Arroyo;15.13;14.99;14.41;
Municipios;0442;Colmenarejo;17.65;16.74;16.19;
Municipios;0480;Corpa;19.64;19.27;18.19;
Municipios;0493;Coslada;13.14;12.85;12.46;
Municipios;0506;Cubas de la Sagra;22.45;22.12;21.22;
Municipios;0534;Daganzo de Arriba;21.27;20.31;19.21;
Municipios;0549;Escorial (El);14.10;13.78;13.45;
Municipios;0552;Estremera;13.57;13.32;13.05;
Municipios;0565;Fresnedillas de la Oliva;18.90;18.89;18.33;
Municipios;0571;Fresno de Torote;19.18;18.63;18.13;
Municipios;0587;Fuenlabrada;15.27;14.82;14.28;
Municipios;0590;Fuente el Saz de Jarama;16.00;15.72;15.61;
Municipios;0604;Fuentidueña de Tajo;13.72;13.60;13.69;
Municipios;0611;Galapagar;16.69;16.14;15.55;
Municipios;0626;Garganta de los Montes;7.96;9.25;8.86;
Municipios;0632;Gargantilla del Lozoya y Pinilla de Buitrago;12.62;11.34;10.53;
Municipios;0647;Gascones;14.20;14.66;15.57;
Municipios;0650;Getafe;15.81;15.77;15.53;
Municipios;0663;Griñón;16.95;16.59;16.13;
Municipios;0679;Guadalix de la Sierra;16.72;16.36;15.92;
Municipios;0685;Guadarrama;16.09;15.68;15.12;
Municipios;0698;Hiruela (La);4.62;6.94;9.33;
Municipios;0702;Horcajo de la Sierra-Aoslos;15.13;15.29;12.94;
Municipios;0719;Horcajuelo de la Sierra;11.24;12.26;13.64;
Municipios;0724;Hoyo de Manzanares;15.78;15.31;15.00;
Municipios;0730;Humanes de Madrid;21.88;21.33;20.42;
Municipios;0745;Leganés;14.65;14.38;13.95;
Municipios;0758;Loeches;19.69;19.36;18.67;
Municipios;0761;Lozoya;8.62;7.42;6.64;
Municipios;9015;Lozoyuela-Navas-Sieteiglesias;14.03;14.07;14.24;
Municipios;0783;Madarcos;8.16;12.28;11.11;
Municipios;0796;Madrid;13.08;12.89;12.66;
Municipios;0800;Majadahonda;17.41;16.84;16.44;
Municipios;0822;Manzanares el Real;18.18;17.72;17.13;
Municipios;0838;Meco;19.28;18.45;17.84;
Municipios;0843;Mejorada del Campo;16.49;16.10;15.82;
Municipios;0856;Miraflores de la Sierra;15.51;15.34;14.68;
Municipios;0869;Molar (El);17.78;17.48;17.23;
Municipios;0875;Molinos (Los);12.38;12.43;11.90;
Municipios;0881;Montejo de la Sierra;7.97;7.12;7.26;
Municipios;0894;Moraleja de Enmedio;17.44;17.17;16.93;
Municipios;0908;Moralzarzal;17.95;17.16;16.25;
Municipios;0915;Morata de Tajuña;16.02;15.74;15.20;
Municipios;0920;Móstoles;14.36;14.19;14.00;
Municipios;0936;Navacerrada;14.23;13.98;13.46;
Municipios;0941;Navalafuente;17.60;17.04;17.73;
Municipios;0954;Navalagamella;17.94;17.54;17.30;
Municipios;0967;Navalcarnero;20.72;20.53;20.05;
Municipios;0973;Navarredonda y San Mamés;2.33;3.55;4.35;
Municipios;0992;Navas del Rey;15.14;14.50;14.74;
Municipios;1006;Nuevo Baztán;14.84;14.28;14.08;
Municipios;1013;Olmeda de las Fuentes;17.63;17.09;16.49;
Municipios;1028;Orusco de Tajuña;15.60;13.87;13.42;
Municipios;1049;Paracuellos de Jarama;25.52;24.99;24.18;
Municipios;1065;Parla;19.79;19.55;19.15;
Municipios;1071;Patones;11.87;12.98;12.69;
Municipios;1087;Pedrezuela;20.88;20.14;19.39;
Municipios;1090;Pelayos de la Presa;13.98;13.62;13.88;
Municipios;1104;Perales de Tajuña;15.62;15.79;15.91;
Municipios;1111;Pezuela de las Torres;16.03;16.50;16.43;
Municipios;1126;Pinilla del Valle;7.37;7.65;9.60;
Municipios;1132;Pinto;18.23;18.04;17.40;
Municipios;1147;Piñuécar-Gandullas;12.29;11.35;12.50;
Municipios;1150;Pozuelo de Alarcón;16.57;16.26;16.00;
Municipios;1163;Pozuelo del Rey;22.01;20.92;20.54;
Municipios;1179;Prádena del Rincón;15.20;16.11;13.61;
Municipios;1185;Puebla de la Sierra;8.22;5.33;4.76;
Municipios;9020;Puentes Viejas;13.88;14.05;13.77;
Municipios;1198;Quijorna;19.46;18.90;18.16;
Municipios;1202;Rascafría;9.33;8.95;8.06;
Municipios;1219;Redueña;14.07;11.90;12.08;
Municipios;1224;Ribatejada;15.11;14.25;13.55;
Municipios;1230;Rivas-Vaciamadrid;20.00;19.80;19.49;
Municipios;1245;Robledillo de la Jara;5.26;4.12;3.51;
Municipios;1258;Robledo de Chavela;13.22;12.79;12.49;
Municipios;1261;Robregordo;3.08;9.86;7.14;
Municipios;1277;Rozas de Madrid (Las);18.73;18.11;17.56;
Municipios;1283;Rozas de Puerto Real;9.37;7.80;6.93;
Municipios;1296;San Agustín del Guadalix;20.27;19.56;18.81;
Municipios;1300;San Fernando de Henares;13.70;13.40;12.97;
Municipios;1317;San Lorenzo de El Escorial;15.04;14.57;14.09;
Municipios;1338;San Martín de Valdeiglesias;15.53;15.48;15.12;
Municipios;1322;San Martín de la Vega;19.03;18.85;18.45;
Municipios;1343;San Sebastián de los Reyes;17.29;17.13;16.89;
Municipios;1356;Santa María de la Alameda;13.63;13.72;14.41;
Municipios;1369;Santorcaz;13.24;12.86;12.33;
Municipios;1375;Santos de la Humosa (Los);22.46;21.00;19.99;
Municipios;1381;Serna del Monte (La);9.20;12.50;13.89;
Municipios;1408;Serranillos del Valle;18.29;17.50;17.45;
Municipios;1415;Sevilla la Nueva;20.15;19.30;17.94;
Municipios;1436;Somosierra;3.45;3.45;3.45;
Municipios;1441;Soto del Real;14.69;14.02;13.69;
Municipios;1454;Talamanca de Jarama;19.07;18.80;18.38;
Municipios;1467;Tielmes;15.79;16.15;15.16;
Municipios;1473;Titulcia;16.41;16.03;14.90;
Municipios;1489;Torrejón de Ardoz;16.84;16.51;16.08;
Municipios;1505;Torrejón de Velasco;18.90;18.09;17.20;
Municipios;1492;Torrejón de la Calzada;19.78;19.60;19.62;
Municipios;1512;Torrelaguna;17.33;16.72;15.99;
Municipios;1527;Torrelodones;17.89;17.39;17.02;
Municipios;1533;Torremocha de Jarama;12.37;12.79;13.04;
Municipios;1548;Torres de la Alameda;17.15;16.38;15.97;
Municipios;9036;Tres Cantos;16.29;16.20;16.32;
Municipios;1551;Valdaracete;12.40;10.95;11.96;
Municipios;1564;Valdeavero;17.66;17.60;17.28;
Municipios;1570;Valdelaguna;15.32;14.62;14.17;
Municipios;1586;Valdemanco;15.99;15.22;15.68;
Municipios;1599;Valdemaqueda;15.87;15.46;13.66;
Municipios;1603;Valdemorillo;17.08;16.59;16.31;
Municipios;1610;Valdemoro;20.21;19.52;18.72;
Municipios;1625;Valdeolmos-Alalpardo;21.05;20.63;19.56;
Municipios;1631;Valdepiélagos;15.64;14.38;13.85;
Municipios;1646;Valdetorres de Jarama;15.72;14.97;14.89;
Municipios;1659;Valdilecha;16.43;16.63;16.59;
Municipios;1662;Valverde de Alcalá;10.84;12.16;12.03;
Municipios;1678;Velilla de San Antonio;17.61;16.79;16.23;
Municipios;1684;Vellón (El);16.12;15.31;15.96;
Municipios;1697;Venturada;15.31;15.46;14.93;
Municipios;1718;Villa del Prado;16.57;16.15;15.93;
Municipios;1701;Villaconejos;15.23;15.01;14.47;
Municipios;1723;Villalbilla;20.69;20.57;20.61;
Municipios;1739;Villamanrique de Tajo;12.02;12.34;11.89;
Municipios;1744;Villamanta;15.24;14.53;15.29;
Municipios;1757;Villamantilla;20.45;20.48;19.72;
Municipios;1782;Villanueva de Perales;16.77;16.14;16.08;
Municipios;1760;Villanueva de la Cañada;18.25;17.87;17.66;
Municipios;1776;Villanueva del Pardillo;22.78;21.41;19.97;
Municipios;1795;Villar del Olmo;14.48;15.20;14.06;
Municipios;1809;Villarejo de Salvanés;16.47;16.02;15.52;
Municipios;1816;Villaviciosa de Odón;14.40;13.92;13.59;
Municipios;1821;Villavieja del Lozoya;9.92;9.06;9.86;
Municipios;1837;Zarzalejo;17.01;17.47;16.36;
