Serie;Codigo_municipio;Nombre;2020;2021; 2022
Comunidad de Madrid;;Comunidad de Madrid;14.96;14.69;14.40;
Zonas Estadísticas;01;Municipio de Madrid ;13.08;12.89;12.66;
Zonas Estadísticas;02;Norte Metropolitano ;17.06;16.78;16.57;
Zonas Estadísticas;03;Este Metropolitano  ;16.38;16.07;15.69;
Zonas Estadísticas;04;Sur Metropolitano   ;16.14;15.87;15.45;
Zonas Estadísticas;05;Oeste Metropolitano ;17.55;17.06;16.67;
Zonas Estadísticas;06;Sierra Norte        ;15.61;15.21;14.93;
Zonas Estadísticas;07;Nordeste Comunidad  ;18.79;18.19;17.60;
Zonas Estadísticas;08;Sudeste Comunidad   ;16.87;16.60;16.30;
Zonas Estadísticas;09;Sudoeste Comunidad  ;20.59;20.10;19.61;
Zonas Estadísticas;10;Sierra Sur          ;15.30;15.05;14.76;
Zonas Estadísticas;11;Sierra Central      ;16.82;16.19;15.58;
Municipios;0014;Acebeda (La);2.94;3.64;3.23;
Municipios;0029;Ajalvir;16.78;16.00;14.90;
Municipios;0035;Alameda del Valle;9.31;12.60;11.62;
Municipios;0040;Alamo (El);17.11;16.76;15.99;
Municipios;0053;Alcalá de Henares;14.43;14.08;13.74;
Municipios;0066;Alcobendas;16.49;16.14;15.87;
Municipios;0072;Alcorcón;14.66;14.31;13.80;
Municipios;0088;Aldea del Fresno;16.82;16.18;15.77;
Municipios;0091;Algete;16.81;16.13;16.17;
Municipios;0105;Alpedrete;17.48;16.55;15.85;
Municipios;0112;Ambite;11.82;12.39;13.27;
Municipios;0127;Anchuelo;18.12;18.25;19.72;
Municipios;0133;Aranjuez;16.96;16.65;16.33;
Municipios;0148;Arganda del Rey;18.28;17.93;17.41;
Municipios;0151;Arroyomolinos;25.99;25.17;24.71;
Municipios;0164;Atazar (El);5.56;9.17;7.48;
Municipios;0170;Batres;14.80;13.90;13.38;
Municipios;0186;Becerril de la Sierra;16.02;15.14;14.67;
Municipios;0199;Belmonte de Tajo;15.27;15.25;15.15;
