Serie;Codigo_municipio;Nombre;2020;2021; 2022
Comunidad de Madrid;;Comunidad de Madrid;46.29;47.04;47.94;
Zonas Estadísticas;01;Municipio de Madrid ;48.22;48.70;49.41;
Zonas Estadísticas;02;Norte Metropolitano ;43.23;44.24;45.22;
Zonas Estadísticas;03;Este Metropolitano  ;43.88;44.89;45.96;
Zonas Estadísticas;04;Sur Metropolitano   ;45.02;46.21;47.48;
Zonas Estadísticas;05;Oeste Metropolitano ;44.97;45.79;46.61;
Zonas Estadísticas;06;Sierra Norte        ;48.36;49.32;50.26;
Zonas Estadísticas;07;Nordeste Comunidad  ;41.07;42.29;43.42;
Zonas Estadísticas;08;Sudeste Comunidad   ;43.80;44.52;45.47;
Zonas Estadísticas;09;Sudoeste Comunidad  ;38.91;39.95;41.26;
Zonas Estadísticas;10;Sierra Sur          ;49.16;49.57;50.27;
Zonas Estadísticas;11;Sierra Central      ;46.97;47.95;49.04;
Municipios;0014;Acebeda (La);82.35;83.64;80.65;
Municipios;0029;Ajalvir;41.18;42.99;43.82;
Municipios;0035;Alameda del Valle;66.18;62.20;62.66;
Municipios;0040;Alamo (El);45.71;46.10;47.22;
Municipios;0053;Alcalá de Henares;47.65;48.61;49.56;
Municipios;0066;Alcobendas;44.26;45.49;46.54;
Municipios;0072;Alcorcón;50.08;51.09;52.31;
Municipios;0088;Aldea del Fresno;46.92;47.33;48.74;
Municipios;0091;Algete;44.37;45.41;46.17;
Municipios;0105;Alpedrete;46.67;47.98;49.09;
Municipios;0112;Ambite;55.67;54.98;56.94;
Municipios;0127;Anchuelo;41.06;41.21;41.80;
Municipios;0133;Aranjuez;44.90;45.92;46.90;
Municipios;0148;Arganda del Rey;40.05;41.27;42.48;
Municipios;0151;Arroyomolinos;29.90;31.96;33.99;
Municipios;0164;Atazar (El);66.67;62.39;63.55;
Municipios;0170;Batres;50.46;50.16;51.01;
Municipios;0186;Becerril de la Sierra;48.15;49.21;49.62;
Municipios;0199;Belmonte de Tajo;45.40;46.49;46.98;
Municipios;0210;Berrueco (El);51.22;52.89;53.43;
Municipios;0203;Berzosa del Lozoya;63.96;62.96;62.11;
Municipios;0225;Boadilla del Monte;42.68;43.11;43.55;
Municipios;0231;Boalo (El);44.71;45.99;47.25;
Municipios;0246;Braojos;51.46;50.46;52.29;
Municipios;0259;Brea de Tajo;55.53;56.79;57.49;
Municipios;0262;Brunete;42.48;43.78;45.54;
Municipios;0278;Buitrago del Lozoya;45.43;47.78;47.95;
Municipios;0284;Bustarviejo;49.01;49.69;51.48;
Municipios;0297;Cabanillas de la Sierra;49.55;49.10;49.89;
Municipios;0301;Cabrera (La);47.15;48.78;49.34;
Municipios;0318;Cadalso de los Vidrios;49.33;51.08;51.55;
Municipios;0323;Camarma de Esteruelas;40.38;42.24;43.65;
Municipios;0339;Campo Real;40.14;41.04;42.13;
Municipios;0344;Canencia;65.77;66.81;66.59;
Municipios;0357;Carabaña;45.12;45.56;46.52;
Municipios;0360;Casarrubuelos;39.17;40.77;42.39;
Municipios;0376;Cenicientos;53.78;53.67;55.05;
Municipios;0382;Cercedilla;49.38;50.18;50.54;
Municipios;0395;Cervera de Buitrago;67.28;70.89;71.01;
Municipios;0513;Chapinería;46.48;46.99;47.13;
Municipios;0528;Chinchón;48.92;49.60;50.55;
Municipios;0409;Ciempozuelos;42.90;44.04;45.79;
Municipios;0416;Cobeña;39.45;40.76;41.64;
Municipios;0468;Collado Mediano;48.05;48.94;49.83;
Municipios;0474;Collado Villalba;44.49;45.64;46.48;
Municipios;0455;Colmenar Viejo;42.13;42.71;43.54;
Municipios;0437;Colmenar de Oreja;48.65;49.48;49.95;
Municipios;0421;Colmenar del Arroyo;49.02;49.49;50.52;
Municipios;0442;Colmenarejo;43.95;44.77;45.87;
Municipios;0480;Corpa;39.97;39.89;42.93;
Municipios;0493;Coslada;49.49;50.57;51.89;
Municipios;0506;Cubas de la Sagra;37.91;38.71;40.12;
Municipios;0534;Daganzo de Arriba;41.12;42.73;44.07;
Municipios;0549;Escorial (El);50.31;50.86;51.63;
Municipios;0552;Estremera;52.47;52.79;53.40;
Municipios;0565;Fresnedillas de la Oliva;41.37;41.56;42.88;
Municipios;0571;Fresno de Torote;44.28;44.62;45.34;
Municipios;0587;Fuenlabrada;44.87;46.06;47.24;
Municipios;0590;Fuente el Saz de Jarama;44.72;45.58;45.83;
Municipios;0604;Fuentidueña de Tajo;49.39;48.88;49.73;
Municipios;0611;Galapagar;44.64;45.83;46.80;
Municipios;0626;Garganta de los Montes;56.50;56.45;58.23;
Municipios;0632;Gargantilla del Lozoya y Pinilla de Buitrago;62.78;62.79;64.27;
Municipios;0647;Gascones;51.70;50.26;50.94;
Municipios;0650;Getafe;45.98;47.11;48.04;
Municipios;0663;Griñón;44.49;45.65;46.74;
Municipios;0679;Guadalix de la Sierra;46.27;46.77;47.83;
Municipios;0685;Guadarrama;47.62;48.29;49.41;
Municipios;0698;Hiruela (La);72.31;69.44;66.67;
Municipios;0702;Horcajo de la Sierra-Aoslos;51.32;50.59;49.75;
Municipios;0719;Horcajuelo de la Sierra;61.80;60.38;60.00;
Municipios;0724;Hoyo de Manzanares;46.86;47.60;48.39;
Municipios;0730;Humanes de Madrid;34.31;35.92;37.79;
Municipios;0745;Leganés;49.10;50.37;51.67;
Municipios;0758;Loeches;37.35;39.00;40.94;
Municipios;0761;Lozoya;61.21;63.58;64.12;
Municipios;9015;Lozoyuela-Navas-Sieteiglesias;50.37;51.53;51.88;
Municipios;0783;Madarcos;73.47;59.65;61.90;
Municipios;0796;Madrid;48.22;48.70;49.41;
Municipios;0800;Majadahonda;45.36;46.21;47.17;
Municipios;0822;Manzanares el Real;45.00;46.03;47.57;
Municipios;0838;Meco;38.94;40.13;41.10;
Municipios;0843;Mejorada del Campo;41.83;42.64;44.04;
Municipios;0856;Miraflores de la Sierra;46.93;47.96;49.13;
Municipios;0869;Molar (El);39.60;41.15;42.13;
Municipios;0875;Molinos (Los);52.13;52.58;52.56;
Municipios;0881;Montejo de la Sierra;64.56;64.38;63.98;
Municipios;0894;Moraleja de Enmedio;43.17;43.73;44.43;
Municipios;0908;Moralzarzal;46.50;47.87;49.03;
Municipios;0915;Morata de Tajuña;45.85;46.31;47.76;
Municipios;0920;Móstoles;47.06;47.97;49.16;
Municipios;0936;Navacerrada;52.31;53.04;54.35;
Municipios;0941;Navalafuente;43.02;44.50;45.17;
Municipios;0954;Navalagamella;43.65;44.60;45.39;
Municipios;0967;Navalcarnero;37.55;38.42;39.90;
Municipios;0973;Navarredonda y San Mamés;73.64;68.09;70.29;
Municipios;0992;Navas del Rey;47.24;47.19;47.67;
Municipios;1006;Nuevo Baztán;47.72;48.17;48.64;
Municipios;1013;Olmeda de las Fuentes;47.69;50.70;51.33;
Municipios;1028;Orusco de Tajuña;49.96;51.36;51.13;
Municipios;1049;Paracuellos de Jarama;34.73;36.62;38.78;
Municipios;1065;Parla;36.65;38.25;39.98;
Municipios;1071;Patones;59.00;56.87;56.53;
Municipios;1087;Pedrezuela;38.81;40.89;41.75;
Municipios;1090;Pelayos de la Presa;48.43;48.57;49.32;
Municipios;1104;Perales de Tajuña;46.76;46.75;47.22;
Municipios;1111;Pezuela de las Torres;47.64;48.11;47.91;
Municipios;1126;Pinilla del Valle;61.05;62.76;62.63;
Municipios;1132;Pinto;40.39;41.79;43.20;
Municipios;1147;Piñuécar-Gandullas;54.75;56.22;55.43;
Municipios;1150;Pozuelo de Alarcón;47.55;48.17;48.74;
Municipios;1163;Pozuelo del Rey;34.98;35.71;37.27;
Municipios;1179;Prádena del Rincón;50.40;53.02;58.50;
Municipios;1185;Puebla de la Sierra;68.49;64.00;60.71;
Municipios;9020;Puentes Viejas;53.51;53.13;54.66;
Municipios;1198;Quijorna;41.97;43.20;44.34;
Municipios;1202;Rascafría;57.91;59.18;60.83;
Municipios;1219;Redueña;48.89;50.68;51.01;
Municipios;1224;Ribatejada;48.69;49.02;50.63;
Municipios;1230;Rivas-Vaciamadrid;38.35;39.20;40.03;
Municipios;1245;Robledillo de la Jara;67.37;67.01;62.28;
Municipios;1258;Robledo de Chavela;52.66;53.54;53.74;
Municipios;1261;Robregordo;56.92;53.52;55.71;
Municipios;1277;Rozas de Madrid (Las);43.95;44.92;45.96;
Municipios;1283;Rozas de Puerto Real;59.46;59.66;63.08;
Municipios;1296;San Agustín del Guadalix;41.52;42.54;44.10;
Municipios;1300;San Fernando de Henares;46.95;47.70;48.89;
Municipios;1317;San Lorenzo de El Escorial;49.20;49.82;51.14;
Municipios;1338;San Martín de Valdeiglesias;49.01;48.93;49.48;
Municipios;1322;San Martín de la Vega;38.71;39.86;41.23;
Municipios;1343;San Sebastián de los Reyes;42.40;43.58;44.87;
Municipios;1356;Santa María de la Alameda;55.49;55.78;55.50;
Municipios;1369;Santorcaz;50.17;50.49;51.43;
Municipios;1375;Santos de la Humosa (Los);35.67;37.93;40.82;
Municipios;1381;Serna del Monte (La);55.17;46.88;45.37;
Municipios;1408;Serranillos del Valle;42.95;43.35;43.96;
Municipios;1415;Sevilla la Nueva;41.48;42.71;44.83;
Municipios;1436;Somosierra;63.22;63.22;63.22;
Municipios;1441;Soto del Real;49.54;50.35;51.06;
Municipios;1454;Talamanca de Jarama;39.56;40.16;42.30;
Municipios;1467;Tielmes;44.44;45.06;46.89;
Municipios;1473;Titulcia;47.13;47.79;49.78;
Municipios;1489;Torrejón de Ardoz;41.89;43.03;44.19;
Municipios;1505;Torrejón de Velasco;43.87;44.43;45.17;
Municipios;1492;Torrejón de la Calzada;37.83;38.46;38.72;
Municipios;1512;Torrelaguna;46.35;47.25;48.54;
Municipios;1527;Torrelodones;45.90;46.48;47.25;
Municipios;1533;Torremocha de Jarama;55.35;55.24;58.07;
Municipios;1548;Torres de la Alameda;43.13;44.49;45.88;
Municipios;9036;Tres Cantos;43.99;44.61;45.00;
Municipios;1551;Valdaracete;52.56;52.61;53.59;
Municipios;1564;Valdeavero;40.35;40.54;43.80;
Municipios;1570;Valdelaguna;47.50;47.56;47.64;
Municipios;1586;Valdemanco;49.33;50.89;52.08;
Municipios;1599;Valdemaqueda;52.26;53.74;56.02;
Municipios;1603;Valdemorillo;47.28;47.97;49.00;
Municipios;1610;Valdemoro;38.91;40.64;42.25;
Municipios;1625;Valdeolmos-Alalpardo;38.37;39.78;41.06;
Municipios;1631;Valdepiélagos;45.77;48.20;49.92;
Municipios;1646;Valdetorres de Jarama;46.98;47.32;47.78;
Municipios;1659;Valdilecha;42.66;43.52;43.69;
Municipios;1662;Valverde de Alcalá;51.00;49.61;50.56;
Municipios;1678;Velilla de San Antonio;40.64;41.64;42.59;
Municipios;1684;Vellón (El);43.71;44.22;45.62;
Municipios;1697;Venturada;49.26;50.31;51.21;
Municipios;1718;Villa del Prado;45.74;46.06;46.66;
Municipios;1701;Villaconejos;45.70;46.88;48.06;
Municipios;1723;Villalbilla;36.72;37.22;37.71;
Municipios;1739;Villamanrique de Tajo;51.34;50.39;52.71;
Municipios;1744;Villamanta;48.71;48.43;48.12;
Municipios;1757;Villamantilla;41.97;42.87;44.03;
Municipios;1782;Villanueva de Perales;46.04;46.84;48.06;
Municipios;1760;Villanueva de la Cañada;40.77;41.20;42.40;
Municipios;1776;Villanueva del Pardillo;39.41;41.29;43.07;
Municipios;1795;Villar del Olmo;49.30;48.62;48.85;
Municipios;1809;Villarejo de Salvanés;45.07;45.52;46.36;
Municipios;1816;Villaviciosa de Odón;48.57;49.40;50.32;
Municipios;1821;Villavieja del Lozoya;59.92;61.23;57.75;
Municipios;1837;Zarzalejo;50.06;49.89;51.61;
