Serie;Codigo_municipio;Nombre;2020;2021; 2022
Comunidad de Madrid;;Comunidad de Madrid;2.99;2.95;3.06;
Zonas Estadísticas;01;Municipio de Madrid ;4.02;3.99;4.11;
Zonas Estadísticas;02;Norte Metropolitano ;1.87;1.82;1.92;
Zonas Estadísticas;03;Este Metropolitano  ;1.76;1.72;1.81;
Zonas Estadísticas;04;Sur Metropolitano   ;1.88;1.90;2.05;
Zonas Estadísticas;05;Oeste Metropolitano ;2.05;2.01;2.13;
Zonas Estadísticas;06;Sierra Norte        ;3.55;3.28;3.39;
Zonas Estadísticas;07;Nordeste Comunidad  ;1.69;1.61;1.70;
Zonas Estadísticas;08;Sudeste Comunidad   ;2.78;2.60;2.67;
Zonas Estadísticas;09;Sudoeste Comunidad  ;2.18;2.00;2.13;
Zonas Estadísticas;10;Sierra Sur          ;4.03;3.61;3.61;
Zonas Estadísticas;11;Sierra Central      ;2.36;2.30;2.41;
Municipios;0014;Acebeda (La);13.24;10.91;8.06;
Municipios;0029;Ajalvir;1.50;1.63;1.81;
Municipios;0035;Alameda del Valle;3.92;3.25;4.15;
Municipios;0040;Alamo (El);5.01;4.49;4.98;
Municipios;0053;Alcalá de Henares;2.32;2.32;2.48;
Municipios;0066;Alcobendas;1.90;1.92;2.04;
Municipios;0072;Alcorcón;2.55;2.55;2.81;
Municipios;0088;Aldea del Fresno;3.50;3.34;3.94;
Municipios;0091;Algete;1.92;1.89;1.91;
Municipios;0105;Alpedrete;2.10;2.05;2.16;
Municipios;0112;Ambite;4.60;4.83;5.71;
Municipios;0127;Anchuelo;2.57;2.13;1.92;
Municipios;0133;Aranjuez;2.78;2.72;2.75;
Municipios;0148;Arganda del Rey;1.74;1.55;1.57;
Municipios;0151;Arroyomolinos;0.42;0.45;0.53;
Municipios;0164;Atazar (El);3.33;4.59;4.67;
Municipios;0170;Batres;1.77;1.54;1.54;
Municipios;0186;Becerril de la Sierra;2.57;2.55;2.44;
Municipios;0199;Belmonte de Tajo;3.09;3.54;3.28;
Municipios;0210;Berrueco (El);4.38;5.15;4.87;
