Serie;Codigo_municipio;Nombre;distancia_capital;municipio_codigo_ine;zona_estadistica_codigo;zona_estadistica;superficie_km2;afiliados_ss_primario;afiliados_ss_secundario;afiliados_ss_terciario;contratos_primario;contratos_secundario;contratos_terciario;empleo_primario;empleo_secundario;empleo_terciario;crecimiento_relativo_poblacion;densidad_poblacion;edad_media_total;grado_envejecimiento_mayores_45;grado_envejecimiento_mayores_55;grado_envejecimiento_mayores_65;grado_envejecimiento_mayores_75;grado_envejecimiento_mayores_85;grado_juventud_menores_15;grado_juventud_menores_25;grado_juventud_menores_35;grado_juventud_menores_45;variacion_relativa_paro_registrado;sup_edif_indust;sup_total_indust;sup_edif_terc_indust;sup_total_terc_indust;paro_registrado_entre_25_44;paro_registrado_mayores_25;paro_registrado_mayores_45;paro_registrado_menores_25;paro_registrado_por_100_habitantes;paro_registrado_total;porcentaje_parados_mayores_25;porcentaje_parados_menores_25;poblacion_censada_0a4;poblacion_censada_10a14;poblacion_censada_15a19;poblacion_censada_20a24;poblacion_censada_25a29;poblacion_censada_30a34;poblacion_censada_35a39;poblacion_censada_40a44;poblacion_censada_45a49;poblacion_censada_50a54;poblacion_censada_55a59;poblacion_censada_5a9;poblacion_censada_60a64;poblacion_censada_65a69;poblacion_censada_70a74;poblacion_censada_75a79;poblacion_censada_80a84;poblacion_censada_85a89;poblacion_censada_90a94;poblacion_censada_95a99;poblacion_censada_mayores_100;poblacion_censada_total;num_explotaciones_agricolas_con_SAU;num_explotaciones_agricolas_con_SAU_huertos_consumo_propio;num_explotaciones_agricolas_con_SAU_tierra_pastos;superficie_explotaciones_agricolas_con_SAU;sup_explotaciones_agricolas_con_SAU_huertos_consumo_propio;sup_explotaciones_agricolas_con_SAU_tierra_pastos;unidades_productivas_primario;unidades_productivas_secundario;unidades_productivas_terciario;cluster_zona_estadistica;cluster_densidad_poblacion;cluster_distancia_capital;sector_principal
Municipios;822.0;Manzanares el Real;51.894;280822;11;Sierra Central;128.31;240.0;2700.0;31560.0;96.0;1320.0;30888.0;228.0;2652.0;33048.0;1.26;73.52;41.69;49.29;27.51;13.75;6.26;1.91;16.21;26.84;35.17;50.71;-0.23;0.0;0.0;0.0;0.0;141;409;268;24;4.61;433;94.46;5.54;366;594;569;430;362;421;577;883;1099;947;727;563;566;375;329;234;175;108;54;17;0;9396;19;1;19;5824.04;0.03;5495.23;192.0;1896.0;17256.0;1.0;0.0;1.0;terciario
Municipios;838.0;Meco;48.983;280838;7;Nordeste Comunidad;34.93;540.0;23820.0;156780.0;288.0;42552.0;494520.0;492.0;34128.0;171420.0;1.66;442.09;38.67;42.32;23.12;9.37;3.37;1.07;17.18;29.66;41.56;57.68;-6.66;62.26;46.69;0.0;0.0;271;678;407;65;4.82;743;91.25;8.75;684;1058;1058;870;865;974;1095;1396;1587;1380;1206;912;918;566;361;236;120;109;47;9;0;15451;33;0;2;3819.25;0.0;1656.81;156.0;6060.0;28248.0;2.0;0.0;1.0;terciario
Municipios;843.0;Mejorada del Campo;21.041;280843;3;Este Metropolitano;17.93;60.0;31020.0;131460.0;0.0;22152.0;129816.0;60.0;50892.0;139404.0;1.5;1344.46;40.94;44.9;28.0;14.57;4.8;1.45;15.34;27.06;38.2;55.1;-9.18;0.0;0.0;0.0;0.0;505;1198;693;128;5.46;1326;90.35;9.65;935;1505;1497;1332;1285;1405;1737;2340;2216;1863;1745;1261;1497;1407;950;564;245;224;95;26;4;24133;17;1;3;540.05;0.04;65.64;60.0;13920.0;46968.0;0.0;2.0;0.0;terciario
Municipios;856.0;Miraflores de la Sierra;55.446;280856;11;Sierra Central;56.4;300.0;2400.0;24180.0;312.0;648.0;34272.0;252.0;2772.0;27576.0;4.22;123.83;42.42;49.33;30.24;14.69;6.84;1.96;14.48;25.74;35.71;50.67;-6.56;0.0;0.0;0.0;0.0;107;332;225;24;5.13;356;93.26;6.74;247;429;432;355;314;383;443;603;690;644;584;336;503;315;234;199;142;88;45;4;0;6990;25;2;25;2539.95;0.08;2527.95;192.0;1932.0;12684.0;1.0;0.0;1.0;terciario
Municipios;869.0;Molar (El);43.648;280869;7;Nordeste Comunidad;50.19;300.0;2820.0;28680.0;192.0;2184.0;43704.0;324.0;3408.0;35700.0;3.65;194.8;40.01;43.0;24.54;12.39;5.49;1.79;16.52;27.46;39.41;57.0;-1.42;0.0;0.0;0.0;0.0;182;448;266;37;4.97;485;92.37;7.63;445;624;540;530;522;647;764;956;992;814;678;547;510;371;304;217;145;102;59;13;1;9781;99;7;21;1674.35;0.26;247.0;240.0;2280.0;15036.0;2.0;0.0;1.0;terciario
Municipios;875.0;Molinos (Los);55.681;280875;11;Sierra Central;19.16;120.0;2040.0;19620.0;48.0;792.0;16728.0;120.0;1908.0;21828.0;1.81;252.45;45.32;53.12;38.06;20.07;9.85;3.35;11.09;22.95;34.99;46.88;-9.38;0.0;0.0;0.0;0.0;66;193;127;10;4.24;203;95.07;4.93;153;216;263;311;268;315;261;315;345;384;455;168;416;294;201;180;135;94;52;15;1;4842;28;1;28;771.21;0.02;771.19;108.0;1356.0;10044.0;1.0;0.0;1.0;terciario
Municipios;881.0;Montejo de la Sierra;87.651;280881;6;Sierra Norte;32.18;60.0;120.0;2220.0;0.0;48.0;6768.0;60.0;216.0;3960.0;1.61;11.77;50.74;63.59;45.12;25.86;17.15;8.18;6.86;18.21;27.44;36.41;0.0;0.0;0.0;0.0;0.0;6;11;5;0;2.89;11;100.0;0.0;2;12;20;23;21;14;12;22;32;38;41;12;32;17;16;18;16;15;10;6;0;379;12;2;11;626.8;0.04;623.53;60.0;84.0;756.0;2.0;0.0;2.0;terciario
Municipios;894.0;Moraleja de Enmedio;27.17;280894;9;Sudoeste Comunidad;31.17;120.0;14160.0;40860.0;24.0;11040.0;33960.0;132.0;23304.0;44820.0;1.53;176.53;40.67;44.5;27.21;14.2;5.83;1.98;16.53;27.88;39.03;55.5;-7.58;0.0;0.0;0.0;0.0;90;225;135;19;4.47;244;92.21;7.79;222;368;328;297;308;306;384;523;481;471;416;320;300;286;175;131;81;67;36;5;1;5506;25;3;8;2228.0;0.08;58.91;120.0;6024.0;15780.0;1.0;0.0;0.0;terciario
Municipios;908.0;Moralzarzal;46.641;280908;11;Sierra Central;43.56;240.0;5820.0;63840.0;312.0;3648.0;59016.0;396.0;5484.0;73044.0;1.46;323.83;41.62;49.94;28.57;14.33;6.81;2.17;15.76;29.26;37.77;50.06;-7.59;0.0;0.0;0.0;0.0;130;488;358;48;3.79;536;91.04;8.96;468;1006;1058;846;623;577;673;1061;1489;1525;1177;748;831;595;466;409;245;183;87;34;2;14103;14;0;14;1295.1;0.0;1191.42;144.0;2868.0;29388.0;1.0;0.0;1.0;terciario
Municipios;915.0;Morata de Tajuña;34.745;0;0;0;0.0;780.0;4680.0;27240.0;1728.0;4392.0;28920.0;840.0;9060.0;32100.0;1.6;178.4;43.19;48.55;31.82;18.65;9.23;3.57;14.81;25.16;36.65;51.45;-11.6;0.0;0.0;0.0;0.0;176;441;265;39;5.91;480;91.88;8.13;334;463;456;381;407;522;536;661;720;632;557;400;508;406;356;282;175;152;101;33;3;8085;121;8;6;2574.99;0.21;126.88;672.0;2184.0;12408.0;0.0;0.0;0.0;terciario
Municipios;920.0;Móstoles;24.488;0;0;0;0.0;660.0;115140.0;959160.0;552.0;88080.0;849960.0;612.0;168216.0;1128816.0;0.99;4682.94;44.33;49.92;34.66;22.39;8.83;2.05;13.79;23.27;34.1;50.08;-9.28;0.0;0.0;0.0;0.0;4185;10022;5837;838;5.14;10860;92.28;7.72;8177;10712;10117;9841;10412;12393;15091;18563;18193;13955;13226;10152;12601;13786;14773;9810;4468;2710;1219;352;41;210592;19;0;5;2120.45;0.0;103.03;564.0;39864.0;297600.0;0.0;1.0;0.0;terciario
Municipios;936.0;Navacerrada;52.561;280936;11;Sierra Central;27.51;60.0;1140.0;15900.0;96.0;1344.0;18528.0;0.0;1200.0;18408.0;1.82;100.92;44.43;53.96;34.01;18.65;8.81;2.98;13.48;24.26;33.37;46.04;1.53;0.0;0.0;0.0;0.0;39;128;89;5;4.05;133;96.24;3.76;122;200;202;153;144;156;184;233;320;337;268;122;238;173;151;104;88;71;20;7;0;3293;12;0;12;1389.35;0.0;1389.35;0.0;708.0;8652.0;1.0;0.0;1.0;terciario
Municipios;941.0;Navalafuente;59.831;280941;6;Sierra Norte;12.18;60.0;300.0;3960.0;120.0;192.0;6744.0;108.0;432.0;5004.0;4.17;137.16;40.39;45.99;28.17;13.16;4.61;1.61;18.18;28.05;37.44;54.01;6.0;0.0;0.0;0.0;0.0;38;97;59;9;6.48;106;91.51;8.49;91;100;87;78;82;75;132;145;159;139;154;113;97;86;57;27;23;14;11;2;0;1672;14;1;14;649.02;0.04;642.44;108.0;300.0;2160.0;2.0;0.0;1.0;terciario
Municipios;954.0;Navalagamella;56.822;280954;10;Sierra Sur;75.76;240.0;660.0;6420.0;1536.0;528.0;10224.0;168.0;564.0;8832.0;5.87;39.73;40.48;45.87;26.93;13.02;5.71;1.66;17.1;28.1;39.22;54.13;2.87;0.0;0.0;0.0;0.0;62;170;108;9;6.0;179;94.97;5.03;139;209;190;141;166;169;190;259;290;280;251;167;168;112;108;62;60;29;15;6;0;3011;19;1;19;2250.44;0.01;1662.28;144.0;444.0;3960.0;1.0;0.0;1.0;terciario
Municipios;967.0;Navalcarnero;36.609;280967;9;Sudoeste Comunidad;100.84;660.0;21900.0;217080.0;816.0;16968.0;185928.0;840.0;29352.0;245160.0;1.9;316.73;39.08;41.2;23.75;12.66;6.05;2.31;19.65;30.31;40.53;58.8;-15.52;0.0;0.0;0.0;0.0;637;1413;776;138;4.85;1551;91.1;8.9;1706;2295;1925;1481;1453;1814;2488;3351;3161;2414;1970;2277;1573;1120;993;719;476;443;224;66;6;31955;223;9;27;5178.81;0.29;245.13;516.0;9360.0;52932.0;1.0;0.0;0.0;terciario
Municipios;973.0;Navarredonda y San Mamés;85.319;0;0;0;0.0;60.0;60.0;540.0;0.0;48.0;9984.0;36.0;312.0;2628.0;6.99;5.37;53.26;66.67;56.21;29.41;14.38;6.54;5.88;11.11;21.57;33.33;0.0;0.0;0.0;0.0;0.0;2;6;4;0;4.0;6;100.0;0.0;5;0;3;5;5;11;11;7;4;12;19;4;22;18;5;9;3;4;3;2;1;153;10;0;10;553.53;0.0;548.33;36.0;48.0;372.0;0.0;0.0;2.0;terciario
Municipios;992.0;Navas del Rey;60.506;280992;10;Sierra Sur;50.51;120.0;1800.0;11760.0;24.0;744.0;14976.0;96.0;2220.0;16356.0;3.77;64.19;43.02;48.06;31.69;18.74;9.56;3.58;14.8;25.83;36.44;51.94;-11.9;0.0;0.0;0.0;0.0;60;167;107;18;5.7;185;90.27;9.73;153;172;186;172;163;181;228;275;287;244;241;155;179;147;151;119;75;61;46;8;1;3244;46;3;15;1526.99;0.12;1435.98;96.0;984.0;6168.0;1.0;0.0;1.0;terciario
Municipios;1006.0;Nuevo Baztán;48.3;0;0;0;0.0;120.0;4800.0;27480.0;0.0;3624.0;26280.0;84.0;4296.0;25836.0;3.43;354.17;42.2;48.93;31.04;14.62;5.02;1.36;13.88;25.68;35.97;51.07;5.01;0.0;0.0;0.0;0.0;129;368;239;30;5.65;398;92.46;7.54;261;388;451;390;351;382;505;571;626;649;629;340;541;405;279;172;89;64;24;9;0;7126;9;0;0;820.5;0.0;0.0;72.0;2028.0;12684.0;0.0;0.0;1.0;terciario
Municipios;1013.0;Olmeda de las Fuentes;53.406;281013;8;Sudeste Comunidad;16.52;120.0;300.0;1620.0;96.0;192.0;2736.0;84.0;204.0;4536.0;6.58;24.49;43.61;56.05;32.1;15.06;7.41;2.72;15.31;24.2;32.84;43.95;66.67;153.36;36.85;0.0;0.0;7;19;12;1;4.98;20;95.0;5.0;13;24;17;19;19;16;15;30;65;32;41;25;28;16;15;12;7;7;4;0;0;405;9;0;2;737.65;0.0;15.37;72.0;84.0;1140.0;1.0;0.0;1.0;terciario
Municipios;1028.0;Orusco de Tajuña;57.456;0;0;0;0.0;60.0;420.0;4980.0;72.0;384.0;5064.0;48.0;504.0;6780.0;5.96;66.51;45.24;51.48;34.11;21.52;12.8;6.33;13.01;24.12;34.6;48.52;-5.94;0.0;0.0;0.0;0.0;31;83;52;12;6.71;95;87.37;12.63;43;78;92;66;67;82;76;122;125;122;105;64;74;66;58;57;35;47;33;9;1;1422;35;5;4;352.59;0.22;8.98;48.0;300.0;1752.0;0.0;0.0;1.0;terciario
Municipios;1049.0;Paracuellos de Jarama;24.676;281049;3;Este Metropolitano;43.78;180.0;17760.0;136440.0;168.0;17568.0;131640.0;288.0;34848.0;161412.0;1.49;617.07;36.75;40.53;18.07;8.61;3.64;1.04;23.29;35.02;41.72;59.47;-6.12;191.93;119.82;0.0;0.0;267;760;493;53;3.01;813;93.48;6.52;1320;2691;1969;1203;832;979;1804;2993;3460;2614;1552;2285;1004;726;619;447;255;172;90;16;3;27034;15;1;4;1270.31;0.03;20.12;132.0;8640.0;59532.0;0.0;0.0;0.0;terciario
Municipios;1065.0;Parla;23.672;281065;4;Sur Metropolitano;25.02;840.0;54540.0;390360.0;576.0;50688.0;490080.0;540.0;61524.0;501456.0;2.02;5317.93;39.03;41.14;23.52;13.33;4.8;1.07;18.58;29.77;41.1;58.86;-8.88;53.51;93.64;150.04;180.05;3567;7718;4151;662;6.3;8380;92.1;7.9;6196;9810;7843;7021;7041;8010;9770;13824;13610;9788;7421;8682;6114;6108;5234;3337;1613;917;390;96;17;132842;17;0;2;1470.86;0.0;2.41;408.0;23592.0;156600.0;2.0;1.0;0.0;terciario
Municipios;1071.0;Patones;65.895;281071;6;Sierra Norte;35.07;60.0;120.0;2880.0;0.0;24.0;6456.0;48.0;96.0;5448.0;6.19;16.14;50.7;59.19;44.88;32.51;18.73;11.66;12.37;19.43;26.33;40.81;31.25;0.0;0.0;0.0;0.0;4;20;16;1;3.71;21;95.24;4.76;23;21;22;18;16;23;42;40;39;42;33;26;37;35;43;20;20;35;21;10;0;566;11;2;5;482.38;0.06;431.51;48.0;72.0;1416.0;2.0;0.0;1.0;terciario
Municipios;1087.0;Pedrezuela;45.794;281087;6;Sierra Norte;28.54;180.0;2160.0;21720.0;0.0;2256.0;22944.0;156.0;2040.0;23364.0;1.53;223.85;39.5;43.33;23.45;11.45;5.19;1.88;19.04;28.35;38.51;56.67;-6.76;0.0;0.0;0.0;0.0;114;264;150;12;4.31;276;95.65;4.35;310;469;342;253;301;348;457;704;715;555;451;438;316;221;179;138;74;67;38;12;3;6391;15;0;14;455.9;0.0;455.54;84.0;1248.0;9840.0;2.0;0.0;1.0;terciario
Municipios;1090.0;Pelayos de la Presa;71.93;281090;10;Sierra Sur;7.57;180.0;1920.0;12600.0;312.0;1872.0;15672.0;12.0;2520.0;15024.0;3.1;391.28;43.99;50.1;34.17;19.78;9.79;3.48;13.44;24.41;35.38;49.9;-18.39;0.0;0.0;0.0;0.0;76;202;126;11;7.14;213;94.84;5.16;117;147;159;166;159;166;204;226;240;232;237;134;189;170;126;99;88;70;26;6;1;2962;4;0;3;101.65;0.0;83.09;12.0;1176.0;6108.0;1.0;0.0;2.0;terciario
Municipios;1104.0;Perales de Tajuña;40.166;0;0;0;0.0;120.0;1800.0;11280.0;120.0;1008.0;14952.0;156.0;2340.0;12492.0;1.83;64.15;42.53;48.2;30.18;16.12;8.41;2.69;15.14;25.32;36.16;51.8;-11.23;0.0;0.0;0.0;0.0;93;237;144;16;7.97;253;93.68;6.32;149;182;170;152;170;173;217;278;284;286;244;148;201;143;101;100;81;59;23;3;0;3164;89;8;5;649.97;0.23;128.93;132.0;1116.0;5088.0;0.0;0.0;0.0;terciario
Municipios;1111.0;Pezuela de las Torres;51.574;281111;8;Sudeste Comunidad;41.68;180.0;180.0;3600.0;288.0;48.0;7440.0;252.0;312.0;4428.0;5.25;23.54;43.31;48.17;32.89;18.84;9.06;3.56;16.5;25.25;34.73;51.83;45.95;0.0;0.0;0.0;0.0;15;51;36;3;5.53;54;94.44;5.56;48;56;38;48;40;53;74;94;75;75;74;58;64;51;45;27;27;18;15;2;0;982;36;1;2;3138.53;0.03;127.04;192.0;168.0;1752.0;1.0;0.0;1.0;terciario
Municipios;1126.0;Pinilla del Valle;91.312;281126;6;Sierra Norte;25.45;60.0;60.0;540.0;0.0;192.0;2832.0;12.0;24.0;1572.0;3.03;8.02;49.91;61.76;44.12;26.47;11.76;5.39;9.31;16.67;25.49;38.24;-9.09;0.0;0.0;0.0;0.0;4;9;5;1;4.9;10;90.0;10.0;6;9;4;11;13;5;12;14;17;19;13;4;23;15;15;8;5;7;4;0;0;204;6;0;6;401.07;0.0;401.07;12.0;24.0;276.0;2.0;0.0;2.0;terciario
Municipios;1132.0;Pinto;23.546;281132;4;Sur Metropolitano;61.98;660.0;71400.0;428340.0;768.0;76104.0;652632.0;360.0;109836.0;500964.0;1.9;889.54;40.22;44.07;25.23;13.49;5.94;1.76;17.02;28.11;38.95;55.93;-7.61;23.36;14.02;54.82;41.11;1014;2558;1544;224;5.04;2782;91.95;8.05;2421;3673;3368;2750;2738;3241;4195;5178;5796;4599;3675;3299;2802;2214;1951;1448;860;619;278;69;4;55178;26;2;1;4542.06;0.08;368.99;288.0;15096.0;102684.0;2.0;0.0;0.0;terciario
Municipios;1147.0;Piñuécar-Gandullas;83.028;0;0;0;0.0;60.0;60.0;720.0;24.0;0.0;1800.0;72.0;336.0;2736.0;-3.26;9.75;47.26;55.62;39.33;20.22;11.24;7.3;10.67;17.98;27.53;44.38;-50.0;0.0;0.0;0.0;0.0;2;4;2;0;2.25;4;100.0;0.0;5;4;8;5;9;8;14;16;12;17;25;10;9;9;7;4;3;11;2;0;0;178;15;2;15;822.39;0.09;817.42;72.0;72.0;384.0;0.0;0.0;2.0;terciario
Municipios;1150.0;Pozuelo de Alarcón;18.056;0;0;0;0.0;840.0;46620.0;2056260.0;816.0;36072.0;1567080.0;1572.0;46008.0;1913448.0;0.99;2053.93;42.42;49.12;33.11;18.74;8.99;2.64;15.68;29.51;39.72;50.88;-6.3;0.0;0.0;0.0;0.0;577;2000;1423;83;2.35;2083;96.02;3.98;3449;5682;6286;5953;5000;4038;4438;5437;6971;7197;7058;4749;5663;4473;4154;3454;2164;1381;704;211;42;88504;11;1;0;12.04;0.03;0.0;804.0;11652.0;372204.0;0.0;2.0;0.0;terciario
Municipios;1163.0;Pozuelo del Rey;41.51;281163;8;Sudeste Comunidad;30.91;120.0;540.0;3300.0;0.0;624.0;4560.0;132.0;600.0;3876.0;4.93;41.24;38.56;38.64;22.18;10.42;4.62;1.49;19.98;28.21;39.66;61.36;11.59;0.0;0.0;0.0;0.0;27;68;41;9;6.14;77;88.31;11.69;65;99;65;40;37;109;122;155;125;85;80;91;70;51;23;27;13;10;8;1;0;1276;24;0;3;2586.0;0.0;19.29;96.0;276.0;1716.0;1.0;0.0;1.0;terciario
Municipios;1179.0;Prádena del Rincón;85.383;0;0;0;0.0;60.0;180.0;840.0;0.0;24.0;2376.0;60.0;468.0;2076.0;2.74;6.66;47.67;59.33;34.67;22.0;14.67;8.67;13.33;19.33;28.67;40.67;50.0;0.0;0.0;0.0;0.0;0;5;5;1;4.0;6;83.33;16.67;2;14;6;3;3;11;8;10;18;19;12;4;7;7;4;6;3;6;5;2;0;150;8;1;8;441.9;0.01;441.89;60.0;120.0;384.0;0.0;0.0;2.0;terciario
Municipios;1185.0;Puebla de la Sierra;103.62;281185;6;Sierra Norte;56.69;60.0;0.0;540.0;0.0;0.0;2016.0;12.0;144.0;1572.0;20.0;1.8;50.69;60.78;42.16;28.43;10.78;4.9;6.86;9.8;28.43;39.22;150.0;0.0;0.0;0.0;0.0;2;5;3;0;5.05;5;100.0;0.0;1;3;1;2;4;15;7;4;11;8;7;3;7;7;11;5;1;1;1;3;0;102;0;0;0;0.0;0.0;0.0;12.0;12.0;240.0;2.0;0.0;2.0;terciario
Municipios;9020.0;Puentes Viejas;75.189;289020;6;Sierra Norte;58.54;120.0;180.0;1980.0;0.0;72.0;2424.0;60.0;1560.0;7140.0;8.44;12.94;45.06;52.77;35.36;18.87;9.23;3.3;14.12;22.43;31.13;47.23;-6.67;0.0;0.0;0.0;0.0;10;28;18;0;3.68;28;100.0;0.0;22;53;32;31;30;36;48;74;73;59;72;32;53;33;40;30;15;18;3;3;1;758;22;4;22;979.9;0.09;979.24;60.0;204.0;1464.0;2.0;0.0;2.0;terciario
Municipios;1198.0;Quijorna;45.968;281198;9;Sudoeste Comunidad;25.68;180.0;1260.0;10860.0;72.0;696.0;10848.0;168.0;1032.0;13200.0;4.7;150.04;39.98;45.57;24.87;13.38;6.92;2.52;17.51;31.54;40.87;54.43;-9.47;0.0;0.0;0.0;0.0;52;163;111;9;4.45;172;94.77;5.23;164;297;301;240;196;164;248;275;417;381;273;214;170;124;125;99;71;56;32;9;0;3856;9;2;2;1080.95;0.06;354.9;120.0;612.0;6684.0;1.0;0.0;1.0;terciario
Municipios;1202.0;Rascafría;95.391;0;0;0;0.0;360.0;900.0;9480.0;24.0;504.0;15504.0;408.0;1500.0;14076.0;-0.63;11.64;49.84;61.13;47.1;27.37;12.48;4.14;8.45;16.39;27.43;38.87;-17.78;0.0;0.0;0.0;0.0;20;69;49;5;4.26;74;93.24;6.76;42;53;60;78;79;113;98;101;112;132;185;52;158;152;107;86;59;42;25;5;0;1739;35;1;34;2344.51;0.04;2336.06;348.0;648.0;5244.0;0.0;0.0;2.0;terciario
Municipios;1219.0;Redueña;56.05;0;0;0;0.0;60.0;180.0;1260.0;0.0;48.0;3168.0;24.0;228.0;5424.0;2.35;23.39;43.38;48.2;29.18;17.7;11.48;2.95;12.13;24.26;35.74;51.8;7.69;0.0;0.0;0.0;0.0;4;10;6;4;4.61;14;71.43;28.57;12;15;24;13;11;24;26;23;26;32;20;10;15;11;8;14;12;8;1;0;0;305;12;1;6;643.6;0.02;487.29;24.0;60.0;1104.0;0.0;0.0;1.0;terciario
Municipios;1224.0;Ribatejada;51.73;281224;7;Nordeste Comunidad;32.16;60.0;360.0;2520.0;0.0;480.0;7248.0;72.0;288.0;4800.0;5.15;28.53;43.87;51.03;31.99;17.19;9.14;3.48;13.38;23.83;34.39;48.97;-16.13;0.0;0.0;0.0;0.0;13;50;37;2;5.7;52;96.15;3.85;29;43;50;46;42;55;59;75;73;102;86;51;50;49;25;28;24;15;12;4;1;919;16;0;2;1767.94;0.0;188.12;60.0;240.0;1356.0;2.0;0.0;1.0;terciario
Municipios;1230.0;Rivas-Vaciamadrid;16.274;281230;3;Este Metropolitano;67.43;480.0;63600.0;584100.0;264.0;50088.0;728256.0;408.0;78948.0;690672.0;3.51;1485.57;38.11;40.76;23.5;9.89;3.05;1.02;19.11;30.8;42.06;59.24;-0.91;149.32;330.0;0.0;0.0;1483;3765;2282;374;4.13;4139;90.96;9.04;5458;6791;6275;5424;5134;6127;7994;9197;9347;7923;7312;6873;6299;4314;2530;1328;710;605;321;86;5;100053;18;1;6;1189.97;0.02;58.44;300.0;20328.0;200688.0;0.0;2.0;0.0;terciario
Municipios;1245.0;Robledillo de la Jara;79.092;281245;6;Sierra Norte;21.02;0.0;0.0;780.0;0.0;0.0;2304.0;0.0;156.0;1812.0;17.54;6.37;46.69;56.72;38.06;23.88;12.69;8.21;11.19;23.13;32.84;43.28;66.67;0.0;0.0;0.0;0.0;1;9;8;1;7.41;10;90.0;10.0;6;3;8;8;5;8;6;8;16;9;12;6;7;7;8;2;4;6;3;2;0;134;0;0;0;0.0;0.0;0.0;0.0;24.0;192.0;2.0;0.0;2.0;terciario
Municipios;1258.0;Robledo de Chavela;74.92;281258;10;Sierra Sur;94.15;900.0;2520.0;20400.0;456.0;4464.0;25560.0;852.0;2352.0;22224.0;2.68;50.34;45.19;54.56;35.95;19.78;9.32;3.06;12.42;23.57;32.09;45.44;-10.71;0.0;0.0;0.0;0.0;85;241;156;34;5.84;275;87.64;12.36;160;270;284;245;191;213;294;339;448;435;425;159;342;269;227;176;121;82;49;9;5;4743;34;2;34;2974.34;0.02;2973.6;360.0;1056.0;9048.0;1.0;0.0;2.0;terciario
Municipios;1261.0;Robregordo;89.533;281261;6;Sierra Norte;18.35;0.0;0.0;240.0;0.0;0.0;1680.0;0.0;144.0;1416.0;12.86;4.3;49.23;51.9;39.24;32.91;17.72;11.39;11.39;15.19;27.85;48.1;33.33;0.0;0.0;0.0;0.0;2;4;2;0;5.06;4;100.0;0.0;4;3;1;2;4;6;5;11;7;3;1;2;4;7;5;4;1;8;1;0;0;79;5;0;5;242.33;0.0;242.33;0.0;12.0;132.0;2.0;0.0;2.0;terciario
Municipios;1277.0;Rozas de Madrid (Las);19.981;281277;5;Oeste Metropolitano;58.28;600.0;61200.0;1297560.0;1296.0;43776.0;1192464.0;1836.0;83196.0;1317552.0;2.51;1690.16;40.71;46.49;28.33;15.22;6.59;1.94;17.03;30.33;40.18;53.51;-9.24;0.0;0.0;0.0;0.0;782;2524;1742;88;2.66;2612;96.63;3.37;4348;6811;7155;5965;4865;4846;5976;7175;9037;8867;7232;5633;5702;4504;4005;2961;1621;1069;620;203;26;98621;5;0;4;951.92;0.0;602.98;432.0;14232.0;341580.0;2.0;2.0;0.0;terciario
Municipios;1283.0;Rozas de Puerto Real;92.193;281283;10;Sierra Sur;29.55;60.0;120.0;3600.0;0.0;192.0;5616.120000000002;120.0;276.0;13776.0;-1.7;19.53;50.81;62.05;44.02;28.6;18.02;6.76;6.93;16.98;26.52;37.95;29.63;0.0;0.0;0.0;0.0;14;29;15;6;6.06;35;82.86;17.14;12;15;29;29;20;35;28;38;50;54;52;13;37;31;30;35;30;21;11;5;2;577;32;0;20;628.65;0.0;556.02;48.0;96.0;1668.0;1.0;0.0;2.0;terciario
Municipios;1296.0;San Agustín del Guadalix;36.132;0;0;0;0.0;120.0;25320.0;105180.0;96.0;31320.0;97656.0;144.0;42252.0;107280.0;-0.04;358.19;39.52;45.44;25.05;11.62;4.99;1.7;17.64;31.79;41.04;54.56;-8.22;0.0;0.0;0.0;0.0;140;468;328;23;3.6;491;95.32;4.68;466;1140;1092;848;632;636;757;1096;1420;1375;1100;812;741;520;389;289;162;151;60;20;2;13708;21;3;17;2334.09;0.08;1416.34;144.0;2808.0;32568.0;0.0;0.0;0.0;terciario
Municipios;1300.0;San Fernando de Henares;18.348;281300;3;Este Metropolitano;38.84;120.0;57720.0;525960.0;24.0;79392.0;651288.0;168.0;80988.0;600072.0;0.12;1002.98;43.27;49.53;33.21;17.24;6.55;2.17;12.74;24.43;35.74;50.47;-9.02;37.58;32.32;0.0;0.0;712;1909;1197;158;5.3;2067;92.36;7.64;1387;1896;2134;2424;2116;2294;2713;3030;3082;3281;3377;1683;2847;2577;1592;1036;670;511;263;65;8;38986;12;1;3;1146.08;0.03;141.77;144.0;14688.0;84732.0;0.0;2.0;0.0;terciario
Municipios;1317.0;San Lorenzo de El Escorial;62.624;281317;11;Sierra Central;56.38;480.0;4200.0;110940.0;72.0;2880.0;132312.0;636.0;5076.0;129204.0;0.28;328.4;44.21;52.33;35.22;19.27;9.44;3.5;13.52;25.5;35.9;47.67;-15.54;0.0;0.0;0.0;0.0;248;701;453;38;4.0;739;94.86;5.14;577;1045;1155;1064;983;942;967;1213;1621;1549;1581;883;1372;1023;798;642;458;371;205;60;13;18522;20;1;19;1971.12;0.05;1968.69;300.0;3060.0;44724.0;1.0;0.0;1.0;terciario
