Serie;Codigo_municipio;Nombre;distancia_capital;municipio_codigo_ine;zona_estadistica_codigo;zona_estadistica;superficie_km2;afiliados_ss_primario;afiliados_ss_secundario;afiliados_ss_terciario;contratos_primario;contratos_secundario;contratos_terciario;empleo_primario;empleo_secundario;empleo_terciario;crecimiento_relativo_poblacion;densidad_poblacion;edad_media_total;grado_envejecimiento_mayores_45;grado_envejecimiento_mayores_55;grado_envejecimiento_mayores_65;grado_envejecimiento_mayores_75;grado_envejecimiento_mayores_85;grado_juventud_menores_15;grado_juventud_menores_25;grado_juventud_menores_35;grado_juventud_menores_45;variacion_relativa_paro_registrado;sup_edif_indust;sup_total_indust;sup_edif_terc_indust;sup_total_terc_indust;paro_registrado_entre_25_44;paro_registrado_mayores_25;paro_registrado_mayores_45;paro_registrado_menores_25;paro_registrado_por_100_habitantes;paro_registrado_total;porcentaje_parados_mayores_25;porcentaje_parados_menores_25;poblacion_censada_0a4;poblacion_censada_10a14;poblacion_censada_15a19;poblacion_censada_20a24;poblacion_censada_25a29;poblacion_censada_30a34;poblacion_censada_35a39;poblacion_censada_40a44;poblacion_censada_45a49;poblacion_censada_50a54;poblacion_censada_55a59;poblacion_censada_5a9;poblacion_censada_60a64;poblacion_censada_65a69;poblacion_censada_70a74;poblacion_censada_75a79;poblacion_censada_80a84;poblacion_censada_85a89;poblacion_censada_90a94;poblacion_censada_95a99;poblacion_censada_mayores_100;poblacion_censada_total;num_explotaciones_agricolas_con_SAU;num_explotaciones_agricolas_con_SAU_huertos_consumo_propio;num_explotaciones_agricolas_con_SAU_tierra_pastos;superficie_explotaciones_agricolas_con_SAU;sup_explotaciones_agricolas_con_SAU_huertos_consumo_propio;sup_explotaciones_agricolas_con_SAU_tierra_pastos;unidades_productivas_primario;unidades_productivas_secundario;unidades_productivas_terciario;cluster_zona_estadistica;cluster_densidad_poblacion;cluster_distancia_capital;sector_principal
Municipios;339.0;Campo Real;34.635;280339;8;Sudeste Comunidad;61.75;180.0;9300.0;32580.0;672.0;6912.0;82176.0;288.0;17196.0;41004.0;0.74;108.57;40.41;43.38;25.84;13.47;6.54;2.79;17.4;27.3;38.77;56.62;-16.49;9.63;6.74;0.0;0.0;145;365;220;20;5.68;385;94.81;5.19;325;416;361;303;356;414;515;683;643;534;457;427;373;287;178;152;100;108;65;14;0;6711;160;9;13;4292.72;0.36;191.38;132.0;3816.0;14484.0;1.0;0.0;0.0;terciario
Municipios;344.0;Canencia;82.184;280344;6;Sierra Norte;54.18;120.0;300.0;2220.0;0.0;456.0;19512.0;84.0;360.0;3336.0;1.53;8.56;51.71;65.52;50.22;28.66;17.46;8.62;7.76;17.67;26.08;34.48;-4.17;0.0;0.0;0.0;0.0;4;21;17;2;5.0;23;91.3;8.7;11;13;20;26;19;20;22;17;25;46;57;12;43;33;19;24;17;22;14;2;2;464;24;2;24;1458.89;0.02;1458.82;84.0;216.0;948.0;2.0;0.0;2.0;terciario
Municipios;357.0;Carabaña;53.449;0;0;0;0.0;120.0;1440.0;6780.0;360.0;720.0;14952.0;192.0;1800.0;8832.0;2.33;47.95;42.91;47.03;30.05;17.54;9.23;3.76;15.75;25.33;34.86;52.97;-7.84;0.0;0.0;0.0;0.0;45;127;82;14;6.2;141;90.07;9.93;93;137;113;106;96;122;168;246;211;177;150;130;136;101;89;71;54;44;26;15;1;2286;102;6;7;1868.15;0.12;53.33;96.0;912.0;3768.0;0.0;0.0;1.0;terciario
Municipios;360.0;Casarrubuelos;33.936;280360;9;Sudoeste Comunidad;5.33;60.0;6480.0;18120.0;0.0;5304.0;82008.0;24.0;8172.0;21228.0;2.81;767.6;39.16;42.94;22.91;11.81;4.54;1.12;17.88;29.64;39.94;57.06;-14.72;0.0;0.0;0.0;0.0;60;178;118;19;4.85;197;90.36;9.64;202;291;252;230;197;225;313;389;466;355;245;240;210;173;125;95;45;24;18;4;0;4099;0;0;0;0.0;0.0;0.0;24.0;2028.0;7536.0;1.0;0.0;0.0;terciario
Municipios;376.0;Cenicientos;95.124;280376;10;Sierra Sur;68.25;300.0;600.0;4440.0;336.0;624.0;14544.0;336.0;708.0;8340.0;0.38;30.58;48.06;56.13;43.39;27.06;15.52;6.27;11.88;21.55;31.61;43.87;-13.04;0.0;0.0;0.0;0.0;68;142;74;18;7.63;160;88.75;11.25;66;101;102;100;108;102;120;136;144;122;169;81;172;134;107;105;88;78;38;15;0;2088;248;27;56;1937.01;0.76;1390.8;276.0;372.0;2904.0;1.0;0.0;2.0;terciario
Municipios;382.0;Cercedilla;57.007;280382;11;Sierra Central;40.82;300.0;3180.0;43980.0;72.0;2976.0;68088.0;132.0;5580.0;52968.0;1.66;213.98;43.94;50.81;33.6;17.96;8.95;3.5;12.95;24.27;35.44;49.19;-5.33;0.0;0.0;0.0;0.0;131;322;191;33;4.64;355;90.7;9.3;267;372;392;474;425;430;477;575;636;681;657;352;540;397;292;241;176;158;79;28;3;7652;30;1;29;798.29;0.01;797.23;84.0;2208.0;17328.0;1.0;0.0;1.0;terciario
Municipios;395.0;Cervera de Buitrago;82.105;280395;6;Sierra Norte;11.54;0.0;60.0;1020.0;24.0;168.0;8016.0;0.0;168.0;1896.0;-1.2;14.2;52.73;69.51;50.61;29.88;17.68;6.71;6.71;14.63;21.95;30.49;18.18;0.0;0.0;0.0;0.0;1;11;10;2;7.93;13;84.62;15.38;3;4;6;7;10;2;7;7;17;14;20;4;14;9;11;10;8;9;1;1;0;164;0;0;0;0.0;0.0;0.0;0.0;36.0;324.0;2.0;0.0;2.0;terciario
Municipios;513.0;Chapinería;57.258;0;0;0;0.0;120.0;1200.0;10200.0;264.0;480.0;19224.0;48.0;2280.0;12936.0;3.59;101.64;41.94;47.88;31.18;16.44;8.85;3.93;18.55;28.37;37.95;52.12;1.38;0.0;0.0;0.0;0.0;55;137;82;10;5.65;147;93.2;6.8;130;187;150;105;116;133;156;212;234;200;209;165;174;113;84;64;64;58;34;8;2;2598;5;0;3;306.7;0.0;297.71;48.0;1056.0;4728.0;0.0;0.0;1.0;terciario
Municipios;528.0;Chinchón;45.592;0;0;0;0.0;1560.0;3420.0;29760.0;2136.0;2904.0;60672.0;2004.0;6504.0;36096.0;-0.05;48.93;44.59;51.16;34.81;19.88;9.54;3.28;13.53;23.3;33.95;48.84;-3.13;0.0;0.0;0.0;0.0;122;318;196;23;6.02;341;93.26;6.74;201;297;279;275;280;324;368;476;433;494;425;269;422;329;257;205;150;104;62;19;1;5670;383;12;9;4608.05;0.38;237.44;1260.0;1632.0;13296.0;0.0;0.0;1.0;terciario
Municipios;409.0;Ciempozuelos;35.54;280409;4;Sur Metropolitano;49.41;600.0;16380.0;165900.0;480.0;20064.0;302928.0;516.0;30792.0;192552.0;1.86;519.78;41.94;47.09;28.79;15.43;7.52;2.9;15.23;26.11;37.62;52.91;-8.12;0.0;0.0;0.0;0.0;591;1315;724;167;5.73;1482;88.73;11.27;1025;1547;1444;1349;1397;1557;1716;2210;2462;2234;1873;1339;1559;1183;847;717;469;451;210;71;12;25672;108;9;9;2361.62;0.2;246.19;468.0;7320.0;37668.0;2.0;0.0;0.0;terciario
Municipios;416.0;Cobeña;34.59;0;0;0;0.0;240.0;3720.0;34500.0;96.0;3312.0;44064.0;264.0;5628.0;40740.0;2.37;370.11;38.48;42.98;23.42;9.97;4.48;1.74;19.37;32.51;41.66;57.02;-0.4;0.0;0.0;0.0;0.0;77;234;157;12;3.2;246;95.12;4.88;335;611;560;452;361;344;486;697;814;692;592;546;444;268;155;133;78;74;49;11;0;7702;18;0;3;1343.35;0.0;39.47;240.0;1608.0;17112.0;0.0;0.0;0.0;terciario
Municipios;468.0;Collado Mediano;47.487;280468;11;Sierra Central;22.19;60.0;4860.0;32220.0;48.0;4704.0;37872.0;48.0;4704.0;38736.0;0.11;336.02;42.33;50.56;30.83;15.37;6.86;2.0;14.81;26.91;37.16;49.44;-9.74;0.0;0.0;0.0;0.0;109;354;245;26;5.07;380;93.16;6.84;293;450;485;418;396;369;395;522;724;748;646;362;508;361;274;222;141;101;40;7;1;7463;18;2;17;573.58;0.02;572.56;48.0;1752.0;16992.0;1.0;0.0;1.0;terciario
Municipios;474.0;Collado Villalba;42.565;280474;5;Oeste Metropolitano;25.19;1080.0;23940.0;325500.0;1248.0;18912.0;358416.0;792.0;33984.0;414396.0;2.19;2627.28;42.04;47.04;30.04;15.42;6.84;2.27;14.09;25.68;38.24;52.96;-6.4;0.0;0.0;0.0;0.0;1308;3299;1991;271;5.44;3570;92.41;7.59;2501;3656;3776;3901;4003;4323;4485;5268;5713;5547;5353;3180;4336;3195;2492;1885;1142;939;416;131;18;66260;7;1;5;605.48;0.05;602.41;408.0;13980.0;132048.0;2.0;2.0;1.0;terciario
Municipios;455.0;Colmenar Viejo;32.965;280455;2;Norte Metropolitano;182.88;1860.0;34920.0;276300.0;768.0;32880.0;335520.0;1896.0;67152.0;403584.0;3.35;301.13;40.53;43.95;27.41;14.01;6.41;2.37;16.76;28.1;39.78;56.05;-7.31;1316.5;964.08;0.0;0.0;829;2045;1216;137;3.95;2182;93.72;6.28;2706;3298;3167;3083;3034;3398;4126;4842;4807;4307;3959;3231;3425;2347;1838;1374;850;742;418;132;16;55100;165;12;161;13976.4;0.39;13613.71;1236.0;12564.0;104364.0;0.0;0.0;0.0;terciario
Municipios;437.0;Colmenar de Oreja;57.211;280437;8;Sudeste Comunidad;126.33;960.0;6600.0;25140.0;1056.0;5592.0;40920.0;1044.0;7692.0;31788.0;2.21;69.21;43.98;50.75;33.18;19.01;9.15;3.58;13.51;24.42;35.15;49.25;-6.93;0.0;0.0;0.0;0.0;195;495;300;42;6.21;537;92.18;7.82;290;490;505;450;433;506;534;699;819;719;651;402;589;478;384;277;211;192;100;19;2;8750;501;17;22;7955.99;0.48;1165.52;636.0;3564.0;13908.0;1.0;0.0;1.0;terciario
Municipios;421.0;Colmenar del Arroyo;61.175;280421;10;Sierra Sur;49.31;180.0;2400.0;8940.0;24.0;2616.0;30720.0;216.0;3528.0;22116.0;0.77;39.63;44.33;51.13;33.62;19.4;10.03;3.79;14.18;23.23;33.78;48.87;-7.76;0.0;0.0;0.0;0.0;34;100;66;7;5.5;107;93.46;6.54;87;100;109;68;90;116;137;158;163;179;149;90;129;105;78;81;41;35;32;5;2;1954;16;1;13;2519.57;0.02;2405.17;192.0;432.0;3708.0;1.0;0.0;1.0;terciario
Municipios;442.0;Colmenarejo;37.111;280442;11;Sierra Central;31.49;120.0;3480.0;36540.0;24.0;2448.0;37800.0;96.0;5232.0;63600.0;1.16;306.51;40.79;47.08;27.65;13.27;5.69;1.63;15.26;29.75;39.9;52.92;-7.69;0.0;0.0;0.0;0.0;152;420;268;24;4.66;444;94.59;5.41;302;692;734;665;516;464;521;736;944;932;791;479;598;409;323;251;141;95;43;14;5;9655;7;0;7;1727.93;0.0;1727.93;72.0;1872.0;16860.0;1.0;0.0;0.0;terciario
Municipios;480.0;Corpa;46.516;280480;8;Sudeste Comunidad;25.94;60.0;240.0;1860.0;24.0;72.0;6048.0;36.0;96.0;2316.0;3.11;30.66;41.86;44.72;28.77;16.83;7.41;3.64;17.09;25.88;35.93;55.28;-23.64;0.0;0.0;0.0;0.0;18;42;24;0;5.26;42;100.0;0.0;35;45;45;25;27;53;65;89;83;44;48;56;47;40;35;17;13;18;10;1;0;796;34;2;0;1327.01;0.03;0.0;36.0;96.0;804.0;1.0;0.0;1.0;terciario
Municipios;493.0;Coslada;12.887;280493;3;Este Metropolitano;12.02;120.0;82920.0;639600.0;408.0;76440.0;1052400.0;300.0;100740.0;883224.0;-0.54;6662.18;45.33;52.71;36.93;22.75;8.35;1.9;12.31;21.58;32.65;47.29;-9.0;0.0;0.0;0.0;0.0;1395;3680;2285;254;4.91;3934;93.54;6.46;2689;3861;3765;3659;4036;4841;5374;6356;6984;5668;5320;3318;6043;6091;5448;3519;1650;946;452;112;14;80146;0;0;0;0.0;0.0;0.0;192.0;22140.0;154884.0;0.0;1.0;0.0;terciario
Municipios;506.0;Cubas de la Sagra;36.177;280506;9;Sudoeste Comunidad;12.89;120.0;7800.0;32520.0;120.0;6528.0;139032.0;108.0;9132.0;30588.0;1.72;527.67;38.41;41.75;21.8;11.21;5.52;2.48;20.36;33.14;40.81;58.25;3.79;0.0;0.0;0.0;0.0;96;240;144;34;4.02;274;87.59;12.41;323;583;549;321;221;301;451;736;800;558;424;480;297;220;167;117;90;81;68;17;3;6807;9;0;2;248.23;0.0;8.45;84.0;2556.0;11004.0;1.0;0.0;0.0;terciario
Municipios;534.0;Daganzo de Arriba;36.597;280534;7;Nordeste Comunidad;43.4;240.0;16320.0;76860.0;0.0;47256.0;123048.0;252.0;34848.0;92160.0;-0.3;244.04;38.36;45.33;21.51;8.57;3.57;1.24;18.09;33.68;41.4;54.67;-6.37;0.0;0.0;0.0;0.0;105;414;309;42;4.3;456;90.79;9.21;423;897;941;711;405;414;559;848;1226;1299;846;598;526;314;216;161;86;89;35;5;2;10601;30;3;3;4232.89;0.05;323.84;228.0;4116.0;22452.0;2.0;0.0;0.0;terciario
Municipios;549.0;Escorial (El);51.323;280549;11;Sierra Central;68.81;420.0;4200.0;71940.0;408.0;2328.0;85440.0;396.0;4776.0;89424.0;1.46;246.7;44.39;52.1;36.05;19.51;8.94;2.99;13.29;24.51;34.68;47.9;1.74;0.0;0.0;0.0;0.0;243;717;474;43;4.5;760;94.34;5.66;603;881;952;952;848;879;993;1251;1390;1336;1480;773;1327;1002;794;637;373;289;167;46;5;16978;37;1;36;3485.26;0.01;3482.38;372.0;3180.0;36252.0;1.0;0.0;1.0;terciario
Municipios;552.0;Estremera;72.696;280552;8;Sudeste Comunidad;79.13;300.0;720.0;26760.0;8832.0;912.0;21408.0;552.0;888.0;30528.0;2.91;18.3;46.56;53.69;37.06;23.81;13.53;6.56;12.97;22.5;32.37;46.31;4.44;0.0;0.0;0.0;0.0;41;91;50;3;6.47;94;96.81;3.19;55;79;67;71;74;69;85;117;118;123;91;54;101;83;66;52;49;49;34;11;1;1449;126;9;9;5375.96;0.2;96.57;288.0;348.0;3048.0;1.0;0.0;2.0;terciario
Municipios;565.0;Fresnedillas de la Oliva;69.753;280565;10;Sierra Sur;28.34;120.0;540.0;4740.0;24.0;576.0;6744.0;60.0;840.0;7260.0;1.01;63.3;40.15;43.64;27.63;13.79;6.39;1.83;18.45;29.52;39.86;56.36;-6.2;0.0;0.0;0.0;0.0;45;114;69;7;6.76;121;94.21;5.79;90;143;88;111;87;99;128;169;153;135;125;99;124;78;55;57;25;13;17;3;0;1799;18;1;18;908.95;0.05;907.9;48.0;384.0;2952.0;1.0;0.0;2.0;terciario
Municipios;571.0;Fresno de Torote;46.99;280571;7;Nordeste Comunidad;31.75;60.0;1440.0;6540.0;24.0;576.0;4344.0;72.0;1332.0;7368.0;2.87;78.92;40.6;45.93;25.28;14.35;7.1;1.59;17.98;28.71;37.28;54.07;-19.35;0.0;0.0;0.0;0.0;48;113;65;12;4.96;125;90.4;9.6;104;190;158;111;91;124;183;238;260;258;166;157;108;98;84;98;40;26;12;2;0;2508;9;1;2;2073.0;0.05;110.43;60.0;672.0;3144.0;2.0;0.0;1.0;terciario
Municipios;587.0;Fuenlabrada;25.824;280587;4;Sur Metropolitano;39.18;1080.0;168300.0;974400.0;1320.0;163896.0;1314336.0;1536.0;278388.0;1268856.0;-0.49;4827.52;42.46;48.22;31.85;17.21;5.08;1.37;13.84;25.54;36.46;51.78;-7.8;67.81;40.68;409.31;490.91;3997;10083;6086;1108;5.93;11191;90.1;9.9;6885;10444;11191;10955;9761;10896;13140;15864;15603;15388;14159;8873;13560;14234;8710;4716;2314;1578;767;222;27;189287;24;6;3;1332.18;0.3;388.67;1116.0;58152.0;355056.0;2.0;1.0;0.0;terciario
Municipios;590.0;Fuente el Saz de Jarama;36.187;280590;7;Nordeste Comunidad;33.15;360.0;7560.0;42180.0;144.0;6096.0;37584.0;312.0;12288.0;47844.0;3.21;218.87;41.32;46.27;28.43;14.55;6.5;2.18;14.99;27.62;38.64;53.73;-9.04;0.0;0.0;0.0;0.0;123;323;200;29;4.9;352;91.76;8.24;288;430;475;442;375;425;490;606;657;638;565;370;443;320;264;200;114;95;43;18;2;7260;21;0;4;2054.8;0.0;7.31;264.0;4440.0;18792.0;2.0;0.0;0.0;terciario
Municipios;604.0;Fuentidueña de Tajo;63.685;0;0;0;0.0;480.0;1380.0;7320.0;720.0;1104.0;8496.0;720.0;1524.0;10056.0;0.49;37.52;44.34;50.8;34.96;20.04;8.63;3.32;13.58;23.27;34.34;49.2;-18.75;0.0;0.0;0.0;0.0;63;147;84;9;6.87;156;94.23;5.77;94;112;116;103;113;137;134;202;193;165;171;101;166;140;118;76;44;42;26;7;0;2260;57;6;1;3681.86;0.16;0.39;324.0;648.0;3696.0;0.0;0.0;1.0;terciario
Municipios;611.0;Galapagar;35.516;280611;5;Oeste Metropolitano;65.2;540.0;15060.0;136620.0;240.0;10872.0;181512.0;540.0;13416.0;150972.0;1.26;541.05;41.5;47.54;30.29;14.6;6.48;2.04;15.22;27.85;39.4;52.46;-3.92;0.0;0.0;0.0;0.0;545;1510;965;107;4.58;1617;93.38;6.62;1360;2155;2246;2211;2108;1970;2061;2549;3046;3045;2986;1857;2549;1653;1214;974;594;430;224;59;7;35298;18;1;18;718.95;0.02;718.93;336.0;7464.0;76812.0;2.0;0.0;0.0;terciario
Municipios;626.0;Garganta de los Montes;79.318;280626;6;Sierra Norte;40.33;120.0;360.0;1620.0;48.0;144.0;2976.0;96.0;720.0;3648.0;5.81;10.38;46.88;57.76;38.19;21.48;8.35;1.67;9.55;17.42;29.12;42.24;10.0;0.0;0.0;0.0;0.0;4;21;17;1;5.24;22;95.45;4.55;13;13;15;18;20;29;27;28;46;36;34;14;36;34;21;14;14;2;4;1;0;419;23;3;23;1815.26;0.11;1812.45;84.0;288.0;912.0;2.0;0.0;2.0;terciario
Municipios;632.0;Gargantilla del Lozoya y Pinilla de Buitrago;81.426;280632;6;Sierra Norte;24.18;60.0;120.0;2100.0;0.0;24.0;4344.0;48.0;228.0;4392.0;1.31;16.03;48.04;63.4;41.49;22.42;10.05;4.64;10.82;18.56;25.77;36.6;-18.52;0.0;0.0;0.0;0.0;7;21;14;1;5.67;22;95.45;4.55;15;17;17;13;13;15;17;25;42;43;45;10;29;29;19;11;10;12;6;0;0;388;12;0;12;827.74;0.0;827.74;48.0;96.0;876.0;2.0;0.0;2.0;terciario
Municipios;647.0;Gascones;80.024;280647;6;Sierra Norte;20.07;120.0;300.0;1860.0;0.0;192.0;3312.0;96.0;204.0;2508.0;7.08;11.32;43.08;51.54;33.48;16.3;6.61;0.88;15.86;24.67;35.24;48.46;-23.08;0.0;0.0;0.0;0.0;5;9;4;1;4.37;10;90.0;10.0;8;21;10;10;11;13;19;11;21;20;22;7;17;17;5;7;6;0;2;0;0;227;10;0;10;529.46;0.0;526.31;84.0;132.0;708.0;2.0;0.0;2.0;terciario
Municipios;650.0;Getafe;17.416;280650;4;Sur Metropolitano;78.59;660.0;299100.0;1526160.0;2664.0;249600.0;2994600.0;804.0;461400.0;1898820.0;1.3;2383.09;43.09;48.48;30.92;19.51;10.12;2.35;15.34;25.34;35.8;51.52;-6.48;334.13;118.42;1702.33;1074.3;3352;8413;5061;753;4.93;9166;91.78;8.22;8378;10242;9680;9071;9012;10601;13397;16097;17731;15189;11629;10142;9774;8266;9340;9591;4979;2937;1149;274;46;187525;29;0;6;2713.24;0.0;342.07;672.0;39372.0;316440.0;2.0;2.0;0.0;terciario
Municipios;663.0;Griñón;33.337;0;0;0;0.0;300.0;26460.0;132780.0;2592.0;29352.0;117528.0;480.0;41616.0;134412.0;0.89;619.82;41.93;47.85;29.8;16.31;6.96;2.89;15.72;28.38;37.65;52.15;-10.99;0.0;0.0;0.0;0.0;140;369;229;36;4.02;405;91.11;8.89;368;729;722;620;496;486;623;914;1000;914;754;569;675;576;415;264;168;162;104;34;6;10599;13;2;1;1458.62;0.04;743.95;204.0;6540.0;30348.0;0.0;0.0;0.0;terciario
Municipios;679.0;Guadalix de la Sierra;58.847;280679;6;Sierra Norte;60.26;720.0;3060.0;19860.0;384.0;3240.0;34536.0;672.0;3456.0;30420.0;1.99;112.97;41.77;48.32;28.86;15.12;6.91;2.25;15.35;27.39;37.55;51.68;-6.42;0.0;0.0;0.0;0.0;130;332;202;18;5.14;350;94.86;5.14;306;397;427;393;320;372;406;557;653;673;530;343;406;319;240;183;135;100;40;11;2;6813;68;7;68;3686.51;0.19;3646.66;504.0;2040.0;12528.0;2.0;0.0;1.0;terciario
Municipios;685.0;Guadarrama;50.794;280685;11;Sierra Central;57.18;240.0;7860.0;85860.0;144.0;4608.0;134832.0;324.0;8520.0;102372.0;1.03;298.02;43.29;50.45;32.51;18.02;8.97;3.17;14.76;26.53;36.09;49.55;-6.68;0.0;0.0;0.0;0.0;260;670;410;57;4.26;727;92.16;7.84;625;1026;1030;975;825;806;987;1307;1524;1533;1388;865;1082;814;728;565;423;299;171;59;12;17044;43;1;43;1929.58;0.01;1929.54;264.0;3768.0;34224.0;1.0;0.0;1.0;terciario
Municipios;698.0;Hiruela (La);97.734;280698;6;Sierra Norte;17.16;0.0;0.0;480.0;0.0;72.0;2808.0;0.0;144.0;1896.0;-2.63;4.31;53.9;71.62;55.41;32.43;10.81;2.7;6.76;12.16;16.22;28.38;0.0;0.0;0.0;0.0;0.0;1;2;1;0;2.7;2;100.0;0.0;3;0;1;3;1;2;5;4;4;8;5;2;12;7;9;2;4;1;1;0;0;74;0;0;0;0.0;0.0;0.0;0.0;12.0;420.0;2.0;0.0;2.0;terciario
Municipios;702.0;Horcajo de la Sierra-Aoslos;89.479;280702;6;Sierra Norte;21.2;120.0;240.0;1140.0;120.0;192.0;4344.0;72.0;228.0;3228.0;17.59;11.03;44.38;50.85;32.48;20.09;5.56;1.28;13.25;19.23;31.2;49.15;-11.11;0.0;0.0;0.0;0.0;4;8;4;0;3.42;8;100.0;0.0;9;11;7;7;15;13;18;24;25;18;16;11;13;19;15;7;3;2;1;0;0;234;8;1;8;493.96;0.01;491.45;72.0;36.0;636.0;2.0;0.0;2.0;terciario
Municipios;719.0;Horcajuelo de la Sierra;94.536;280719;6;Sierra Norte;23.83;60.0;60.0;600.0;0.0;0.0;3600.0;36.0;228.0;1872.0;-0.92;4.53;48.1;61.11;44.44;26.85;14.81;3.7;12.96;22.22;32.41;38.89;0.0;0.0;0.0;0.0;0.0;2;3;1;0;2.78;3;100.0;0.0;5;7;3;7;6;5;3;4;7;11;10;2;9;8;5;9;3;3;1;0;0;108;4;0;4;404.84;0.0;395.8;36.0;48.0;276.0;2.0;0.0;2.0;terciario
Municipios;724.0;Hoyo de Manzanares;36.584;280724;5;Oeste Metropolitano;45.23;120.0;2040.0;64320.0;192.0;1128.0;26088.0;108.0;2244.0;48408.0;1.74;198.3;42.52;49.48;32.53;15.7;6.99;2.37;14.42;26.67;38.13;50.52;-5.02;0.0;0.0;0.0;0.0;88;290;202;13;3.38;303;95.71;4.29;302;552;528;571;550;478;491;620;768;753;795;440;715;451;330;256;158;107;78;27;1;8971;13;0;13;412.25;0.0;332.15;84.0;1416.0;21816.0;2.0;0.0;0.0;terciario
Municipios;730.0;Humanes de Madrid;31.246;280730;4;Sur Metropolitano;19.66;300.0;68340.0;198360.0;864.0;57624.0;202680.0;288.0;127080.0;247080.0;0.36;1007.31;38.03;39.66;21.25;10.61;3.82;1.11;19.4;31.11;41.9;60.34;-7.88;0.0;0.0;0.0;0.0;499;1053;554;116;5.87;1169;90.08;9.92;903;1705;1321;1002;972;1168;1449;2208;2171;1481;1117;1240;992;797;551;350;186;135;67;15;4;19834;21;1;3;1110.61;0.04;3.03;264.0;31596.0;69828.0;2.0;2.0;0.0;terciario
Municipios;745.0;Leganés;16.847;0;0;0;0.0;5160.0;139320.0;1325760.0;7824.0;129456.0;1560912.0;588.0;201720.0;1517712.0;1.52;4415.58;44.88;51.96;34.62;22.47;11.5;2.77;13.57;23.77;34.24;48.04;-8.9;0.0;0.0;0.0;0.0;3395;8805;5410;786;5.03;9591;91.8;8.2;6671;10297;10031;9444;9710;10280;11386;14963;18027;15102;12373;8956;10824;9237;11702;10675;5999;3534;1407;297;59;190974;9;0;2;813.65;0.0;9.49;360.0;44424.0;317136.0;0.0;1.0;0.0;terciario
Municipios;758.0;Loeches;28.433;280758;8;Sudeste Comunidad;44.32;60.0;29520.0;77340.0;0.0;24984.0;79368.0;108.0;53220.0;85068.0;1.76;206.38;38.41;42.0;21.03;9.0;3.77;1.23;17.49;29.98;40.64;58.0;-7.72;0.0;0.0;0.0;0.0;149;429;280;49;5.25;478;89.75;10.25;409;632;662;481;449;527;738;851;1085;834;636;560;465;281;198;142;90;72;35;6;0;9153;7;0;1;2110.5;0.0;3.5;108.0;6180.0;21000.0;1.0;0.0;0.0;terciario
Municipios;761.0;Lozoya;85.605;280761;6;Sierra Norte;57.69;60.0;300.0;3600.0;0.0;552.0;21720.0;48.0;372.0;6036.0;3.5;10.73;50.2;61.51;45.57;27.86;12.88;4.19;8.21;15.46;25.12;38.49;14.29;0.0;0.0;0.0;0.0;11;30;19;2;5.15;32;93.75;6.25;16;18;22;23;26;34;41;42;46;53;59;17;51;48;45;28;26;16;6;4;0;621;22;0;21;1509.12;0.0;1506.52;48.0;204.0;1596.0;2.0;0.0;2.0;terciario
Municipios;9015.0;Lozoyuela-Navas-Sieteiglesias;68.104;289015;6;Sierra Norte;51.43;120.0;900.0;10620.0;120.0;696.0;18432.0;84.0;1440.0;14316.0;1.03;28.62;44.43;52.61;32.38;19.35;11.07;4.48;14.53;24.44;33.4;47.39;14.93;0.0;0.0;0.0;0.0;27;73;46;4;5.19;77;94.81;5.19;49;95;72;74;65;67;86;120;169;129;109;70;83;72;50;59;38;36;25;4;1;1473;24;4;23;1513.26;0.12;1511.21;84.0;576.0;3600.0;2.0;0.0;1.0;terciario
Municipios;783.0;Madarcos;92.498;280783;6;Sierra Norte;8.55;60.0;60.0;480.0;0.0;1560.0;24216.0;12.0;168.0;1512.0;14.29;8.41;49.27;61.11;43.06;27.78;15.28;5.56;9.72;15.28;26.39;38.89;0.0;0.0;0.0;0.0;0.0;0;1;1;0;1.39;1;100.0;0.0;2;4;4;0;7;1;5;4;7;6;9;1;2;6;3;1;6;3;1;0;0;72;5;0;5;945.25;0.0;908.09;12.0;36.0;228.0;2.0;0.0;2.0;terciario
Municipios;796.0;Madrid;0.0;0;0;0;0.0;23640.0;2167260.0;53396700.0;73944.0;2552184.0;62539632.0;38124.0;2614296.0;51222300.0;2.24;5521.13;44.35;49.16;33.68;20.18;10.93;4.03;12.43;22.45;36.47;50.84;-6.37;98.85;118.59;499.23;1627.75;54392;138992;84600;10271;4.48;149263;93.12;6.88;124448;150484;154206;180665;228310;239794;231133;248990;265700;251449;241670;140109;209042;165765;143320;132034;98336;80430;41780;11079;1432;3340176;109;3;12;2030.1;0.13;71.69;18468.0;516396.0;9881856.0;;;;
Municipios;800.0;Majadahonda;19.7;280800;5;Oeste Metropolitano;38.47;540.0;25740.0;785640.0;1080.0;19536.0;763176.0;816.0;29088.0;796968.0;0.61;1892.26;42.06;48.14;31.4;18.14;8.56;2.21;15.84;29.08;39.31;51.86;-8.34;11.36;27.27;0.0;0.0;612;1912;1300;65;2.73;1977;96.71;3.29;2940;4746;5061;4583;3828;3620;4122;5024;6183;6005;5332;3850;4324;3531;3453;2958;1660;983;486;128;16;72833;8;0;4;1546.76;0.0;680.92;504.0;9036.0;243156.0;2.0;2.0;0.0;terciario
