Serie;Codigo_municipio;Nombre;distancia_capital;municipio_codigo_ine;zona_estadistica_codigo;zona_estadistica;superficie_km2;afiliados_ss_primario;afiliados_ss_secundario;afiliados_ss_terciario;contratos_primario;contratos_secundario;contratos_terciario;empleo_primario;empleo_secundario;empleo_terciario;crecimiento_relativo_poblacion;densidad_poblacion;edad_media_total;grado_envejecimiento_mayores_45;grado_envejecimiento_mayores_55;grado_envejecimiento_mayores_65;grado_envejecimiento_mayores_75;grado_envejecimiento_mayores_85;grado_juventud_menores_15;grado_juventud_menores_25;grado_juventud_menores_35;grado_juventud_menores_45;variacion_relativa_paro_registrado;sup_edif_indust;sup_total_indust;sup_edif_terc_indust;sup_total_terc_indust;paro_registrado_entre_25_44;paro_registrado_mayores_25;paro_registrado_mayores_45;paro_registrado_menores_25;paro_registrado_por_100_habitantes;paro_registrado_total;porcentaje_parados_mayores_25;porcentaje_parados_menores_25;pib_municipios_sector_2020;poblacion_censada_total;num_explotaciones_agricolas_con_SAU;num_explotaciones_agricolas_con_SAU_huertos_consumo_propio;num_explotaciones_agricolas_con_SAU_tierra_pastos;superficie_explotaciones_agricolas_con_SAU;sup_explotaciones_agricolas_con_SAU_huertos_consumo_propio;sup_explotaciones_agricolas_con_SAU_tierra_pastos;unidades_productivas_primario;unidades_productivas_secundario;unidades_productivas_terciario
Municipios;0565;Fresnedillas de la Oliva;69.753;280565;10;Sierra Sur;28.34;450.0;2250.0;19100.0;0.0;4000.0;23600.0;400.0;2600.0;24750.0;5.03;58.09;38.78;41.37;25.50;12.48;5.45;2.12;18.90;30.28;41.91;58.63;-5.74;0;0;0;0;49;108;59;7;6.97;115;93.91;6.09;terciario;1.651;18;1;18;908.95;0.05;907.90;282.0;1457.0;12079.0
Municipios;0571;Fresno de Torote;46.990;280571;07;Nordeste Comunidad;31.75;0.0;5050.0;22450.0;300.0;3700.0;20800.0;350.0;4550.0;25450.0;3.51;72.34;39.57;44.28;24.31;14.05;5.92;1.30;19.18;28.06;37.41;55.72;9.24;0;0;0;0;47;120;73;10;5.65;130;92.31;7.69;terciario;2.299;9;1;2;2073.00;0.05;110.43;235.0;2867.0;12690.0
Municipios;0587;Fuenlabrada;25.824;280587;04;Sur Metropolitano;39.18;5050.0;638900.0;3812950.0;1500.0;921200.0;6370100.0;4850.0;1134450.0;5230700.0;0.42;4960.83;40.40;44.87;28.69;13.59;4.26;1.29;15.27;26.28;38.47;55.13;-0.65;67.81;40.68;409.31;490.91;5243;11981;6738;1248;6.80;13229;90.57;9.43;terciario;194.514;24;6;3;1332.18;0.30;388.67;3713.0;232321.0;1415217.0
Municipios;0590;Fuente el Saz de Jarama;36.187;280590;07;Nordeste Comunidad;33.15;1550.0;32350.0;167250.0;1100.0;27700.0;122400.0;1550.0;50700.0;183450.0;1.66;205.22;40.15;44.72;27.03;14.34;6.54;2.37;16.00;28.32;39.90;55.28;6.38;0;0;0;0;173;387;214;30;6.13;417;92.81;7.19;terciario;6.807;21;0;4;2054.80;0.00;7.31;1269.0;17061.0;72333.0
Municipios;0604;Fuentidueña de Tajo;63.685;0;0;0;0;2200.0;5300.0;27400.0;18100.0;6700.0;57400.0;2500.0;4000.0;35700.0;4.04;35.46;43.17;49.39;33.24;18.91;8.19;3.14;13.72;23.31;35.35;50.61;-5.23;0;0;0;0;55;151;96;12;7.63;163;92.64;7.36;terciario;2.136;57;6;1;3681.86;0.16;0.39;1222.0;2068.0;13865.0
Municipios;0611;Galapagar;35.516;280611;05;Oeste Metropolitano;65.20;1850.0;54500.0;510600.0;1400.0;50200.0;474400.0;2500.0;50500.0;596000.0;2.24;528.77;39.69;44.64;27.16;13.06;5.68;1.86;16.69;29.23;40.65;55.36;6.40;0;0;0;0;699;1690;991;122;5.25;1812;93.27;6.73;terciario;34.497;18;1;18;718.95;0.02;718.93;1692.0;25897.0;288862.0
Municipios;0626;Garganta de los Montes;79.318;280626;06;Sierra Norte;40.33;400.0;1450.0;6150.0;400.0;900.0;9300.0;350.0;2600.0;8300.0;8.65;9.34;47.18;56.50;38.73;21.75;10.08;3.98;7.96;16.18;28.65;43.50;38.10;0;0;0;0;11;28;17;1;7.69;29;96.55;3.45;terciario;377;23;3;23;1815.26;0.11;1812.45;282.0;1128.0;3807.0
Municipios;0632;Gargantilla del Lozoya y Pinilla de Buitrago;81.426;280632;06;Sierra Norte;24.18;0.0;0.0;9000.0;0.0;100.0;11900.0;250.0;450.0;11850.0;-2.22;12.77;48.12;62.78;41.10;22.33;9.71;3.24;12.62;17.80;24.60;37.22;-5.00;0;0;0;0;4;19;15;0;6.15;19;100.00;0.00;terciario;309;12;0;12;827.74;0.00;827.74;235.0;376.0;3008.0
Municipios;0647;Gascones;80.024;280647;06;Sierra Norte;20.07;350.0;300.0;6300.0;0.0;400.0;12200.0;500.0;400.0;6900.0;-8.81;8.77;42.68;51.70;32.39;18.18;5.68;1.14;14.20;23.30;35.80;48.30;-40.00;0;0;0;0;2;5;3;1;3.41;6;83.33;16.67;terciario;176;10;0;10;529.46;0.00;526.31;329.0;235.0;2538.0
Municipios;0650;Getafe;17.416;280650;04;Sur Metropolitano;78.59;2800.0;1056150.0;5912800.0;6700.0;968500.0;11827800.0;4250.0;1818700.0;7420600.0;0.98;2353.29;41.88;45.98;29.95;19.23;8.63;2.11;15.81;25.19;36.66;54.02;2.41;334.13;118.42;1702.33;1074.3;4375;9582;5207;853;5.64;10435;91.83;8.17;terciario;185.180;29;0;6;2713.24;0.00;342.07;2961.0;146969.0;1200239.0
Municipios;0663;Griñón;33.337;0;0;0;0;1150.0;101300.0;478100.0;1600.0;101500.0;384700.0;1100.0;178700.0;517000.0;1.12;610.23;40.25;44.49;27.38;14.87;6.72;2.91;16.95;28.80;38.97;55.51;8.51;0;0;0;0;167;430;263;42;4.52;472;91.10;8.90;terciario;10.435;13;2;1;1458.62;0.04;743.95;846.0;25615.0;118017.0
Municipios;0679;Guadalix de la Sierra;58.847;280679;06;Sierra Norte;60.26;2750.0;11550.0;76300.0;2300.0;10700.0;176000.0;2900.0;11650.0;111850.0;3.64;106.78;40.23;46.27;25.92;13.85;6.86;2.41;16.72;28.42;38.29;53.73;-0.78;0;0;0;0;126;348;222;35;5.95;383;90.86;9.14;terciario;6.440;68;7;68;3686.51;0.19;3646.66;2021.0;7426.0;45355.0
Municipios;0685;Guadarrama;50.794;280685;11;Sierra Central;57.18;900.0;28800.0;343650.0;100.0;21800.0;422700.0;1000.0;34600.0;380000.0;3.29;289.56;41.80;47.62;30.01;17.26;8.75;3.43;16.09;27.07;37.20;52.38;9.37;0;0;0;0;326;748;422;69;4.93;817;91.55;8.45;terciario;16.560;43;1;43;1929.58;0.01;1929.54;799.0;14476.0;130002.0
Municipios;0698;Hiruela (La);97.734;280698;06;Sierra Norte;17.16;0.0;0.0;2200.0;0.0;600.0;9800.0;0.0;100.0;4700.0;14.04;3.79;53.54;72.31;56.92;27.69;13.85;3.08;4.62;9.23;15.38;27.69;0.00;0;0;0;0;0;2;2;0;3.08;2;100.00;0.00;terciario;65;0;0;0;0;0;0;0.0;47.0;1363.0
Municipios;0702;Horcajo de la Sierra-Aoslos;89.479;280702;06;Sierra Norte;21.20;250.0;1150.0;3850.0;0.0;1100.0;14900.0;350.0;500.0;6050.0;4.83;7.16;44.67;51.32;35.53;19.74;7.89;1.97;15.13;17.76;30.26;48.68;-14.29;0;0;0;0;3;6;3;0;3.95;6;100.00;0.00;terciario;152;8;1;8;493.96;0.01;491.45;329.0;188.0;2303.0
Municipios;0719;Horcajuelo de la Sierra;94.536;280719;06;Sierra Norte;23.83;0.0;400.0;2250.0;0.0;10200.0;19600.0;150.0;550.0;5300.0;3.49;3.73;47.61;61.80;41.57;25.84;11.24;4.49;11.24;20.22;29.21;38.20;50.00;0;0;0;0;2;3;1;0;3.37;3;100.00;0.00;terciario;89;4;0;4;404.84;0.00;395.80;141.0;282.0;1081.0
Municipios;0724;Hoyo de Manzanares;36.584;280724;05;Oeste Metropolitano;45.23;500.0;7300.0;236950.0;1800.0;13000.0;112600.0;650.0;7350.0;172700.0;1.13;188.53;40.83;46.86;29.76;14.39;6.79;2.43;15.78;28.34;39.47;53.14;10.93;0;0;0;0;116;324;208;21;4.05;345;93.91;6.09;terciario;8.529;13;0;13;412.25;0.00;332.15;470.0;4700.0;80323.0
Municipios;0730;Humanes de Madrid;31.246;280730;04;Sur Metropolitano;19.66;1000.0;286500.0;768100.0;3700.0;265800.0;848700.0;1150.0;541050.0;962450.0;-0.21;1000.56;36.01;34.31;19.13;9.09;3.26;0.97;21.88;31.62;43.51;65.69;-2.38;0;0;0;0;625;1210;585;145;6.88;1355;89.30;10.70;secundario;19.701;21;1;3;1110.61;0.04;3.03;987.0;128968.0;272600.0
Municipios;0745;Leganés;16.847;0;0;0;0;5700.0;524150.0;4945600.0;20900.0;485400.0;5529100.0;2200.0;784950.0;5965050.0;0.66;4418.82;43.54;49.10;33.55;22.21;9.87;2.34;14.65;23.84;34.58;50.90;0.99;0;0;0;0;4655;10265;5610;1065;5.93;11330;90.60;9.40;terciario;191.114;9;0;2;813.65;0.00;9.49;1645.0;182360.0;1247239.0
Municipios;0758;Loeches;28.433;280758;08;Sudeste Comunidad;44.32;300.0;115650.0;298850.0;400.0;180400.0;356000.0;350.0;206000.0;325650.0;1.21;200.61;36.63;37.35;18.26;8.18;3.62;1.32;19.69;30.66;42.41;62.65;4.78;0;0;0;0;210;460;250;44;5.66;504;91.27;8.73;secundario;8.897;7;0;1;2110.50;0.00;3.50;329.0;24158.0;80417.0
Municipios;0761;Lozoya;85.605;280761;06;Sierra Norte;57.69;0.0;1200.0;13100.0;0.0;4200.0;137800.0;250.0;1400.0;17250.0;-0.17;10.02;49.42;61.21;42.59;27.24;13.10;4.83;8.62;16.03;24.31;38.79;26.09;0;0;0;0;9;27;18;2;5.00;29;93.10;6.90;terciario;580;22;0;21;1509.12;0.00;1506.52;235.0;846.0;6063.0
Municipios;9015;Lozoyuela-Navas-Sieteiglesias;68.104;289015;06;Sierra Norte;51.43;300.0;2850.0;37550.0;0.0;3100.0;52300.0;250.0;4100.0;46600.0;3.16;26.03;44.11;50.37;32.01;20.15;11.72;5.07;14.03;23.58;33.21;49.63;5.71;0;0;0;0;24;69;45;5;5.52;74;93.24;6.76;terciario;1.340;24;4;23;1513.26;0.12;1511.21;235.0;2068.0;13348.0
Municipios;0783;Madarcos;92.498;280783;06;Sierra Norte;8.55;0.0;0.0;1650.0;0.0;5200.0;104400.0;50.0;200.0;2800.0;2.08;5.72;53.10;73.47;44.90;30.61;22.45;6.12;8.16;12.24;20.41;26.53;0.00;0;0;0;0;0;2;2;0;4.08;2;100.00;0.00;terciario;49;5;0;5;945.25;0.00;908.09;47.0;141.0;893.0
Municipios;0796;Madrid;0.000;0;0;0;0;99550.0;7810200.0;193947000.0;474400.0;10654100.0;202542900.0;125250.0;10327850.0;200217650.0;2.10;5512.13;43.56;48.22;32.79;20.06;11.00;4.02;13.08;22.64;36.21;51.78;2.98;98.85;118.59;499.23;1627.75;70059;160007;89948;12663;5.18;172670;92.67;7.33;terciario;3.334.730;109;3;12;2030.10;0.13;71.69;70453.0;1929632.0;38345796.0
Municipios;0800;Majadahonda;19.700;280800;05;Oeste Metropolitano;38.47;1950.0;98950.0;3036100.0;8100.0;117900.0;2442000.0;2650.0;118450.0;3128300.0;0.46;1874.64;40.35;45.36;28.83;16.78;7.10;2.04;17.41;29.68;40.34;54.64;6.69;11.36;27.27;0;0;834;2157;1323;107;3.14;2264;95.27;4.73;terciario;72.155;8;0;4;1546.76;0.00;680.92;1739.0;32806.0;932997.0
Municipios;0822;Manzanares el Real;51.894;280822;11;Sierra Central;128.31;750.0;11250.0;125450.0;500.0;6800.0;113900.0;800.0;11600.0;133600.0;1.09;69.92;39.68;45.00;24.53;12.44;5.62;1.59;18.18;27.59;36.85;55.00;4.35;0;0;0;0;205;470;265;34;5.64;504;93.25;6.75;terciario;8.936;19;1;19;5824.04;0.03;5495.23;564.0;7708.0;64954.0
Municipios;0838;Meco;48.983;280838;07;Nordeste Comunidad;34.93;1900.0;89550.0;543300.0;1400.0;119100.0;1436900.0;1950.0;185450.0;639600.0;2.55;419.74;36.90;38.94;19.91;8.30;3.39;1.15;19.28;30.91;42.86;61.06;12.91;62.26;46.69;0;0;419;844;425;83;6.32;927;91.05;8.95;terciario;14.670;33;0;2;3819.25;0.00;1656.81;470.0;21949.0;103165.0
Municipios;0843;Mejorada del Campo;21.041;280843;03;Este Metropolitano;17.93;250.0;122350.0;501650.0;0.0;116600.0;550800.0;500.0;205650.0;568500.0;1.57;1316.94;39.34;41.83;25.67;12.59;4.28;1.35;16.49;27.37;39.38;58.17;2.67;0;0;0;0;688;1432;744;145;6.67;1577;90.81;9.19;terciario;23.639;17;1;3;540.05;0.04;65.64;423.0;53580.0;182548.0
Municipios;0856;Miraflores de la Sierra;55.446;280856;11;Sierra Central;56.40;1750.0;9350.0;103550.0;1000.0;7900.0;122300.0;1150.0;12200.0;103150.0;4.16;112.70;41.20;46.93;28.18;14.37;6.96;2.03;15.51;25.48;36.42;53.07;7.41;0;0;0;0;159;380;221;26;6.38;406;93.60;6.40;terciario;6.362;25;2;25;2539.95;0.08;2527.95;799.0;8225.0;49115.0
Municipios;0869;Molar (El);43.648;280869;07;Nordeste Comunidad;50.19;1350.0;12100.0;109900.0;400.0;13600.0;101000.0;1300.0;13900.0;133950.0;3.90;184.96;38.52;39.60;22.57;11.88;5.16;1.95;17.78;27.68;40.73;60.40;3.27;0;0;0;0;224;477;253;29;5.45;506;94.27;5.73;terciario;9.287;99;7;21;1674.35;0.26;247.00;940.0;8319.0;58139.0
Municipios;0875;Molinos (Los);55.681;280875;11;Sierra Central;19.16;550.0;7700.0;71200.0;500.0;5900.0;60000.0;600.0;37450.0;88700.0;1.00;231.13;44.08;52.13;35.42;18.86;9.59;3.11;12.38;23.69;34.81;47.87;-5.22;0;0;0;0;90;219;129;17;5.32;236;92.80;7.20;terciario;4.433;28;1;28;771.21;0.02;771.19;470.0;5311.0;33699.0
Municipios;0881;Montejo de la Sierra;87.651;280881;06;Sierra Norte;32.18;350.0;0.0;16350.0;0.0;600.0;24600.0;350.0;600.0;17800.0;3.12;11.30;49.89;64.56;42.58;25.55;18.41;8.79;7.97;21.15;26.37;35.44;137.50;0;0;0;0;8;15;7;4;5.22;19;78.95;21.05;terciario;364;12;2;11;626.80;0.04;623.53;329.0;470.0;3760.0
Municipios;0894;Moraleja de Enmedio;27.170;280894;09;Sudoeste Comunidad;31.17;600.0;55700.0;182950.0;200.0;57200.0;728200.0;750.0;97450.0;198250.0;1.25;166.72;39.59;43.17;26.08;12.90;5.63;2.13;17.44;28.15;39.60;56.83;-2.36;0;0;0;0;111;264;153;25;5.56;289;91.35;8.65;terciario;5.200;25;3;8;2228.00;0.08;58.91;611.0;24440.0;61664.0
Municipios;0908;Moralzarzal;46.641;280908;11;Sierra Central;43.56;1000.0;19700.0;219150.0;800.0;18400.0;225000.0;1100.0;19950.0;272100.0;2.36;306.18;39.76;46.50;25.41;12.91;6.34;2.06;17.95;30.28;38.69;53.50;11.96;0;0;0;0;209;585;376;61;4.84;646;90.56;9.44;terciario;13.334;14;0;14;1295.10;0.00;1191.42;705.0;10575.0;109792.0
Municipios;0915;Morata de Tajuña;34.745;0;0;0;0;3100.0;13350.0;92850.0;4900.0;20800.0;114300.0;3150.0;39150.0;127400.0;2.13;173.15;41.87;45.85;30.16;17.70;9.21;3.86;16.02;25.49;37.89;54.15;2.80;0;0;0;0;230;532;302;55;7.48;587;90.63;9.37;terciario;7.847;121;8;6;2574.99;0.21;126.88;2491.0;8178.0;47705.0
Municipios;0920;Móstoles;24.488;0;0;0;0;3050.0;475100.0;3764500.0;2000.0;557000.0;3109400.0;3100.0;711200.0;4563950.0;0.54;4676.65;42.81;47.06;33.28;20.63;7.05;1.84;14.36;23.31;35.30;52.94;1.63;0;0;0;0;5660;11911;6251;1008;6.14;12919;92.20;7.80;terciario;210.309;19;0;5;2120.45;0.00;103.03;2679.0;159001.0;1178666.0
Municipios;0936;Navacerrada;52.561;280936;11;Sierra Central;27.51;0.0;4150.0;60700.0;100.0;3800.0;64900.0;50.0;4600.0;71400.0;4.00;94.73;43.78;52.31;32.97;18.83;9.12;2.85;14.23;23.42;32.97;47.69;15.25;0;0;0;0;50;128;78;8;4.40;136;94.12;5.88;terciario;3.091;12;0;12;1389.35;0.00;1389.35;47.0;3149.0;33276.0
Municipios;0941;Navalafuente;59.831;280941;06;Sierra Norte;12.18;300.0;1000.0;17000.0;1500.0;1000.0;21500.0;550.0;1850.0;18050.0;4.28;123.95;39.25;43.02;24.75;11.91;5.03;1.59;17.60;27.53;38.72;56.98;5.71;0;0;0;0;45;106;61;5;7.35;111;95.50;4.50;terciario;1.511;14;1;14;649.02;0.04;642.44;470.0;1175.0;8648.0
Municipios;0954;Navalagamella;56.822;280954;10;Sierra Sur;75.76;700.0;2400.0;26900.0;900.0;2400.0;29300.0;700.0;2250.0;34950.0;1.03;34.80;39.75;43.65;25.29;14.14;6.30;1.90;17.94;27.87;39.48;56.35;9.09;0;0;0;0;75;167;92;13;6.83;180;92.78;7.22;terciario;2.637;19;1;19;2250.44;0.01;1662.28;611.0;1598.0;15557.0
Municipios;0967;Navalcarnero;36.609;280967;09;Sudoeste Comunidad;100.84;2750.0;75600.0;1087400.0;7300.0;56300.0;670200.0;3300.0;110000.0;820600.0;2.34;297.20;37.53;37.55;22.03;11.82;5.86;2.24;20.72;30.70;42.02;62.45;2.58;0;0;0;0;837;1645;808;143;5.96;1788;92.00;8.00;terciario;29.985;223;9;27;5178.81;0.29;245.13;1880.0;35485.0;195990.0
Municipios;0973;Navarredonda y San Mamés;85.319;0;0;0;0;0.0;0.0;1800.0;0.0;500.0;16500.0;150.0;300.0;3550.0;0.00;4.53;55.29;73.64;58.91;29.46;14.73;9.30;2.33;5.43;17.83;26.36;0.00;0;0;0;0;1;7;6;0;5.43;7;100.00;0.00;terciario;129;10;0;10;553.53;0.00;548.33;141.0;188.0;1457.0
Municipios;0992;Navas del Rey;60.506;280992;10;Sierra Sur;50.51;350.0;8350.0;49650.0;100.0;3200.0;59900.0;350.0;10400.0;58450.0;1.64;58.69;42.34;47.24;30.75;19.08;9.61;3.47;15.14;25.69;37.56;52.76;1.80;0;0;0;0;79;199;120;27;7.62;226;88.05;11.95;terciario;2.966;46;3;15;1526.99;0.12;1435.98;329.0;4089.0;22372.0
Municipios;1006;Nuevo Baztán;48.300;0;0;0;0;300.0;14100.0;106600.0;900.0;7900.0;105000.0;350.0;16350.0;101100.0;2.84;320.78;40.71;47.72;28.71;12.78;4.48;1.16;14.84;26.99;37.73;52.28;12.14;0;0;0;0;137;380;243;45;6.59;425;89.41;10.59;terciario;6.454;9;0;0;820.50;0.00;0.00;282.0;7849.0;47752.0
Municipios;1013;Olmeda de las Fuentes;53.406;281013;08;Sudeste Comunidad;16.52;400.0;900.0;12950.0;400.0;500.0;14500.0;250.0;1150.0;11600.0;-0.57;20.92;41.15;47.69;28.03;14.16;6.65;2.60;17.63;27.46;33.53;52.31;0.00;153.36;36.85;0;0;6;14;8;2;4.62;16;87.50;12.50;terciario;346;9;0;2;737.65;0.00;15.37;188.0;470.0;5029.0
Municipios;1028;Orusco de Tajuña;57.456;0;0;0;0;250.0;2200.0;18850.0;0.0;600.0;21400.0;200.0;2500.0;25850.0;4.10;60.57;44.10;49.96;34.05;21.70;13.13;6.02;15.60;24.40;35.52;50.04;1.01;0;0;0;0;42;93;51;7;7.72;100;93.00;7.00;terciario;1.295;35;5;4;352.59;0.22;8.98;188.0;987.0;5922.0
Municipios;1049;Paracuellos de Jarama;24.676;281049;03;Este Metropolitano;43.78;700.0;79600.0;567500.0;600.0;174600.0;670200.0;1400.0;161300.0;633300.0;2.56;591.58;34.74;34.73;15.54;7.77;3.31;0.94;25.52;34.69;42.92;65.27;0.12;191.93;119.82;0;0;364;786;422;43;3.20;829;94.81;5.19;terciario;25.917;15;1;4;1270.31;0.03;20.12;611.0;34592.0;223297.0
Municipios;1065;Parla;23.672;281065;04;Sur Metropolitano;25.02;2350.0;197450.0;1544150.0;1900.0;237200.0;1747700.0;2150.0;244250.0;1955900.0;2.58;5343.55;37.30;36.65;21.72;11.82;3.94;1.02;19.79;29.90;42.20;63.35;3.30;53.51;93.64;150.04;180.05;4858;9223;4365;860;7.55;10083;91.47;8.53;terciario;133.482;17;0;2;1470.86;0.00;2.41;1833.0;86856.0;598122.0
Municipios;1071;Patones;65.895;281071;06;Sierra Norte;35.07;0.0;400.0;12200.0;0.0;1000.0;35200.0;50.0;700.0;15100.0;-0.37;15.37;50.28;59.00;45.83;31.91;18.55;10.95;11.87;17.81;26.72;41.00;0.00;0;0;0;0;5;14;9;2;2.97;16;87.50;12.50;terciario;539;11;2;5;482.38;0.06;431.51;47.0;517.0;5217.0
Municipios;1087;Pedrezuela;45.794;281087;06;Sierra Norte;28.54;1200.0;8650.0;93200.0;0.0;5800.0;114400.0;1550.0;9450.0;95250.0;4.38;215.41;37.65;38.81;20.93;10.68;5.01;2.10;20.88;29.43;39.82;61.19;1.32;0;0;0;0;140;288;148;19;4.99;307;93.81;6.19;terciario;6.150;15;0;14;455.90;0.00;455.54;517.0;4653.0;39104.0
Municipios;1090;Pelayos de la Presa;71.930;281090;10;Sierra Sur;7.57;250.0;5850.0;47050.0;400.0;8400.0;64000.0;350.0;6700.0;52950.0;3.08;353.50;42.95;48.43;32.40;19.43;10.16;3.36;13.98;25.07;36.14;51.57;-2.80;0;0;0;0;83;215;132;28;9.08;243;88.48;11.52;terciario;2.676;4;0;3;101.65;0.00;83.09;188.0;3901.0;21620.0
Municipios;1104;Perales de Tajuña;40.166;0;0;0;0;650.0;5750.0;42000.0;300.0;4000.0;41500.0;700.0;9100.0;48900.0;1.87;60.62;41.71;46.76;29.30;16.22;8.96;2.51;15.62;25.52;36.66;53.24;1.83;0;0;0;0;97;249;152;29;9.30;278;89.57;10.43;terciario;2.990;89;8;5;649.97;0.23;128.93;517.0;4230.0;18706.0
Municipios;1111;Pezuela de las Torres;51.574;281111;08;Sudeste Comunidad;41.68;750.0;800.0;11950.0;1400.0;500.0;18500.0;1450.0;1100.0;15650.0;2.97;20.79;43.09;47.64;32.76;19.72;10.03;4.15;16.03;23.07;34.49;52.36;-2.50;0;0;0;0;14;35;21;4;4.50;39;89.74;10.26;terciario;867;36;1;2;3138.53;0.03;127.04;799.0;987.0;6392.0
Municipios;1126;Pinilla del Valle;91.312;281126;06;Sierra Norte;25.45;0.0;0.0;2100.0;0.0;200.0;9000.0;50.0;150.0;3500.0;-0.52;7.47;50.16;61.05;46.32;27.89;14.74;6.32;7.37;16.84;23.68;38.95;83.33;0;0;0;0;5;11;6;0;5.79;11;100.00;0.00;terciario;190;6;0;6;401.07;0.00;401.07;47.0;94.0;1175.0
Municipios;1132;Pinto;23.546;281132;04;Sur Metropolitano;61.98;4900.0;246350.0;1773000.0;4900.0;611100.0;3010800.0;3600.0;423150.0;1969550.0;1.52;859.66;38.73;40.39;23.20;12.56;5.42;1.70;18.23;28.10;39.89;59.61;6.30;23.36;14.02;54.82;41.11;1411;3042;1631;265;6.20;3307;91.99;8.01;terciario;53.325;26;2;1;4542.06;0.08;368.99;1175.0;59361.0;397949.0
Municipios;1147;Piñuécar-Gandullas;83.028;0;0;0;0;250.0;0.0;1900.0;0.0;400.0;7200.0;300.0;350.0;4150.0;-3.24;9.81;45.89;54.75;35.20;21.23;13.97;6.70;12.29;19.55;31.28;45.25;71.43;0;0;0;0;7;11;4;1;6.70;12;91.67;8.33;terciario;179;15;2;15;822.39;0.09;817.42;235.0;235.0;1504.0
Municipios;1150;Pozuelo de Alarcón;18.056;0;0;0;0;3600.0;188950.0;7777450.0;2800.0;193400.0;6600200.0;8000.0;198200.0;7546900.0;0.86;2022.86;41.10;47.55;31.15;17.62;7.95;2.46;16.57;30.11;39.98;52.45;1.91;0;0;0;0;814;2243;1429;110;2.70;2353;95.33;4.67;terciario;87.165;11;1;0;12.04;0.03;0.00;2961.0;45073.0;1422173.0
Municipios;1163;Pozuelo del Rey;41.510;281163;08;Sudeste Comunidad;30.91;500.0;2250.0;12250.0;0.0;3100.0;17700.0;450.0;2050.0;16650.0;2.18;37.88;36.92;34.98;20.65;9.73;3.84;1.54;22.01;28.07;40.44;65.02;23.44;0;0;0;0;44;74;30;5;6.74;79;93.67;6.33;terciario;1.172;24;0;3;2586.00;0.00;19.29;376.0;1034.0;7003.0
Municipios;1179;Prádena del Rincón;85.383;0;0;0;0;0.0;700.0;2850.0;100.0;400.0;9500.0;150.0;1000.0;4600.0;6.84;5.55;46.54;50.40;35.20;23.20;18.40;11.20;15.20;20.00;30.40;49.60;0.00;0;0;0;0;2;3;1;0;2.40;3;100.00;0.00;terciario;125;8;1;8;441.90;0.01;441.89;141.0;423.0;1175.0
Municipios;1185;Puebla de la Sierra;103.620;281185;06;Sierra Norte;56.69;0.0;0.0;1750.0;0.0;100.0;9300.0;100.0;100.0;1600.0;12.31;1.29;51.59;68.49;46.58;31.51;10.96;5.48;8.22;9.59;19.18;31.51;0.00;0;0;0;0;2;5;3;0;6.85;5;100.00;0.00;terciario;73;0;0;0;0;0;0;94.0;47.0;705.0
Municipios;9020;Puentes Viejas;75.189;289020;06;Sierra Norte;58.54;450.0;650.0;9050.0;0.0;600.0;15800.0;200.0;1650.0;16350.0;2.95;11.93;45.36;53.51;36.48;20.89;9.87;3.43;13.88;21.17;28.47;46.49;-20.93;0;0;0;0;14;32;18;2;4.86;34;94.12;5.88;terciario;699;22;4;22;979.90;0.09;979.24;188.0;705.0;5405.0
Municipios;1198;Quijorna;45.968;281198;09;Sudoeste Comunidad;25.68;750.0;5600.0;44000.0;600.0;6700.0;73500.0;900.0;3500.0;48850.0;2.97;137.78;38.19;41.97;22.28;12.68;6.24;2.03;19.46;32.70;41.97;58.03;-3.93;0;0;0;0;61;163;102;8;4.83;171;95.32;4.68;terciario;3.541;9;2;2;1080.95;0.06;354.90;611.0;2350.0;25662.0
Municipios;1202;Rascafría;95.391;0;0;0;0;1400.0;5000.0;39200.0;100.0;4800.0;53500.0;1500.0;6300.0;53400.0;3.67;11.55;47.71;57.91;41.51;23.88;11.54;4.41;9.33;17.39;29.10;42.09;1.33;0;0;0;0;28;74;46;2;4.41;76;97.37;2.63;terciario;1.725;35;1;34;2344.51;0.04;2336.06;1175.0;2585.0;21479.0
Municipios;1219;Redueña;56.050;0;0;0;0;0.0;0.0;5700.0;0.0;100.0;13500.0;250.0;3000.0;21300.0;3.85;20.71;42.85;48.89;29.63;17.78;10.74;1.11;14.07;23.33;33.70;51.11;-8.33;0;0;0;0;4;10;6;1;4.07;11;90.91;9.09;terciario;270;12;1;6;643.60;0.02;487.29;188.0;282.0;4653.0
Municipios;1224;Ribatejada;51.730;281224;07;Nordeste Comunidad;32.16;0.0;750.0;8300.0;0.0;500.0;23700.0;150.0;1000.0;16800.0;2.30;24.87;42.34;48.69;29.34;16.10;8.99;3.87;15.11;24.22;35.83;51.31;8.93;0;0;0;0;20;54;34;7;7.62;61;88.52;11.48;terciario;801;16;0;2;1767.94;0.00;188.12;141.0;846.0;5076.0
Municipios;1230;Rivas-Vaciamadrid;16.274;281230;03;Este Metropolitano;67.43;1950.0;258500.0;2222850.0;1100.0;276800.0;2628300.0;1450.0;319350.0;2594900.0;3.20;1350.75;36.59;38.35;21.32;8.05;2.77;0.96;20.00;31.41;43.33;61.65;3.30;149.32;330.0;0;0;1640;3815;2175;344;4.57;4159;91.73;8.27;terciario;90.973;18;1;6;1189.97;0.02;58.44;1081.0;74072.0;744151.0
