Serie;Nombre;superficie_km2;ocupados_primario;ocupados_secundario;ocupados_terciario;ocupados_total;sup_explotaciones_agricolas_total;sup_explotaciones_agricolas_huertos_consumo_propio;sup_total_indust;unidades_productivas_primario;unidades_productivas_secundario;unidades_productivas_terciario;unidades_productivas_total;superficie_agricola_ratio;superficie_industrial_ratio;productividad_ratio;prod_primario;productividad_primario_ratio;prod_secundario;productividad_secundario_ratio;prod_terciario;productividad_terciario_ratio;representacion_primario;representacion_secundario;representacion_terciario;sector
Municipios;Ambite;51.6;9;29;314;175;1822.3;0.04;0.0;7;17;102;62;0.35315116279069764;0.35315116279069764;2.8225806451612905;1.2857142857142858;0.4555102040816327;1.7058823529411764;0.6043697478991596;3.0784313725490198;1.0906442577030813;0.16086395823445657;0.213433879226109;1.0906442577030813;terciario
Municipios;Anchuelo;21.59;6;58;621;332;1455.15;0.01;0.0;6;26;193;109;0.6739879573876796;0.6739879573876796;3.0458715596330275;1.0;0.3283132530120482;2.230769230769231;0.7323911028730307;3.2176165803108807;1.0563861664273675;0.22127917878089481;0.4936227834343038;1.0563861664273675;terciario
Municipios;Aranjuez;189.01;160;6512;36921;20453;10742.0;0.36;0.0;98;795;8370;4557;0.568310671393048;0.568310671393048;4.488259820057055;1.6326530612244898;0.36376081748398764;8.191194968553459;1.8250269139831863;4.411111111111111;0.9828109975716683;0.20672915441080902;1.037182270796167;0.9828109975716683;secundario
Municipios;Arganda del Rey;80.27;93;18159;49921;30375;2536.56;0.3;0.0;37;3086;10433;6265;0.3159661143640214;0.3159661143640214;4.8483639265762175;2.5135135135135136;0.5184250917584251;5.884316267012314;1.2136704991878895;4.784913256014569;0.9869129728043218;0.16380476183172082;0.38347875174663965;0.9869129728043218;terciario
Municipios;Arroyomolinos;20.78;9;2326;22412;12222;0.0;0.0;0.0;8;817;5910;3304;0.0;0.0;3.6991525423728815;1.125;0.30412371134020616;2.8470012239902083;0.769636069715566;3.792216582064298;1.0251582054606807;0.0;0.0;1.0251582054606807;terciario
Municipios;Atazar (El);28.43;0;14;184;99;0.0;0.0;0.0;0;3;11;7;0.0;0.0;14.142857142857142;0.0;0.0;4.666666666666667;0.32996632996633;16.727272727272727;1.1827364554637283;0.0;0.0;1.1827364554637283;terciario
Municipios;Batres;21.36;3;90;674;378;190.99;0.02;0.0;2;40;293;165;0.08940543071161049;0.08940543071161049;2.290909090909091;1.5;0.6547619047619048;2.25;0.9821428571428571;2.3003412969283277;1.0041172327861747;0.05853927010879258;0.08780890516318887;1.0041172327861747;terciario
Municipios;Becerril de la Sierra;29.64;9;205;2262;1229;1358.1;0.05;0.0;7;133;1214;670;0.4581815114709851;0.4581815114709851;1.8343283582089551;1.2857142857142858;0.7009182843194236;1.5413533834586466;0.8402821537162679;1.8632619439868203;1.0157733950131569;0.3211477989271232;0.3850017472518143;1.0157733950131569;terciario
Municipios;Belmonte de Tajo;24.07;10;116;659;372;1400.13;0.18;0.0;9;87;220;142;0.5816161196510179;0.5816161196510179;2.619718309859155;1.1111111111111112;0.4241338112305854;1.3333333333333333;0.5089605734767024;2.9954545454545456;1.1434261974584556;0.2466830615007304;0.29601967380087646;1.1434261974584556;terciario
Municipios;Berrueco (El);28.4;0;51;386;217;195.56;0.0;0.0;0;23;130;75;0.06885915492957746;0.06885915492957746;2.8933333333333335;0.0;0.0;2.217391304347826;0.7663794830695251;2.9692307692307693;1.0262318326834456;0.0;0.052772243559533916;1.0262318326834456;terciario
Municipios;Berzosa del Lozoya;57.69;0;24;272;148;271.94;0.0;0.0;0;10;52;31;0.04713815219275438;0.04713815219275438;4.774193548387097;0.0;0.0;2.4;0.5027027027027027;5.230769230769231;1.0956340956340955;0.0;0.023696476507708956;1.0956340956340955;terciario
Municipios;Boadilla del Monte;47.38;63;2496;49745;25961;730.35;0.0;0.0;31;777;16825;8745;0.15414731954411146;0.15414731954411146;2.9686678101772443;2.032258064516129;0.6845690371785966;3.212355212355212;1.082086450138528;2.9566121842496287;0.9959390451547706;0.10552448212397385;0.1668007258038569;0.9959390451547706;terciario
Municipios;Boalo (El);39.4;27;452;3438;1909;1795.42;0.05;0.0;22;202;1458;824;0.4556776649746193;0.4556776649746193;2.316747572815534;1.2272727272727273;0.5297395114053051;2.237623762376238;0.9658470299622943;2.3580246913580245;1.0178168390146738;0.24139046360196512;0.4401149193358895;1.0178168390146738;terciario
Municipios;Braojos;24.93;4;6;572;291;599.09;0.03;0.0;4;3;55;31;0.24029683112715605;0.24029683112715605;9.387096774193548;1.0;0.10652920962199314;2.0;0.21305841924398627;10.4;1.1079037800687286;0.02559863149464549;0.05119726298929098;1.1079037800687286;terciario
Municipios;Brea de Tajo;44.73;26;28;431;240;2532.27;0.14;0.0;15;14;85;55;0.5660921082047843;0.5660921082047843;4.363636363636363;1.7333333333333334;0.39722222222222225;2.0;0.45833333333333337;5.070588235294117;1.1620098039215687;0.22486436520356712;0.2594588829271928;1.1620098039215687;terciario
Municipios;Brunete;49.17;29;395;5293;2816;3375.06;0.05;0.0;26;223;2099;1158;0.6863961765304046;0.6863961765304046;2.4317789291882557;1.1153846153846154;0.45867023601398604;1.7713004484304933;0.7283969883815735;2.521676989042401;1.0369680231928624;0.3148294962882983;0.49996890782137365;1.0369680231928624;terciario
Municipios;Buitrago del Lozoya;57.69;7;84;2533;1311;1331.05;0.0;0.0;7;42;437;242;0.23072456231582597;0.23072456231582597;5.417355371900826;1.0;0.1845919145690313;2.0;0.3691838291380626;5.796338672768878;1.069957253096925;0.042589888695980085;0.08517977739196017;1.069957253096925;terciario
Municipios;Bustarviejo;56.13;11;86;1130;605;924.62;0.1;0.0;11;64;504;283;0.16471049349723854;0.16471049349723854;2.137809187279152;1.0;0.4677685950413223;1.34375;0.6285640495867768;2.242063492063492;1.0487668896759805;0.07704639613176613;0.10353109480206073;1.0487668896759805;terciario
Municipios;Cabanillas de la Sierra;13.81;6;54;446;252;633.34;0.0;0.0;4;15;149;83;0.4586097031136857;0.4586097031136857;3.036144578313253;1.5;0.49404761904761907;3.6;1.1857142857142857;2.9932885906040267;0.9858847342068818;0.2265750318954519;0.5437800765490844;0.9858847342068818;terciario
Municipios;Cabrera (La);22.14;4;95;1578;833;798.97;0.0;0.0;3;75;544;307;0.3608717253839205;0.3608717253839205;2.7133550488599347;1.3333333333333333;0.4913965586234494;1.2666666666666666;0.4668267306922769;2.900735294117647;1.0690585057552433;0.177331123958165;0.16846456776025676;1.0690585057552433;terciario
Municipios;Cadalso de los Vidrios;47.84;36;217;1364;796;1015.73;1.02;0.0;13;110;463;283;0.21210493311036788;0.21210493311036788;2.812720848056537;2.769230769230769;0.9845380749903363;1.9727272727272727;0.7013590680676107;2.9460043196544277;1.0473859578670892;0.20882538254043564;0.14876171821883052;1.0473859578670892;terciario
Municipios;Camarma de Esteruelas;35.15;6;1852;4090;2607;2505.4;0.0;0.0;5;324;1298;771;0.7127738264580371;0.7127738264580371;3.3813229571984436;1.2;0.3548906789413118;5.716049382716049;1.6904772052451376;3.1510015408320493;0.9318842301425048;0.25295678720328957;1.2049279061226652;0.9318842301425048;secundario
Municipios;Campo Real;61.75;24;1433;3417;2143;4292.72;0.36;674.2;11;318;1207;717;0.6951190283400811;0.6951190283400811;2.98884239888424;2.1818181818181817;0.7299876977898443;4.5062893081761;1.5077038889231282;2.8309859154929575;0.9471847416744986;0.5074283391878893;1.0480336622928064;0.9471847416744986;secundario
Municipios;Canencia;54.18;7;30;278;156;1458.89;0.02;0.0;7;18;79;51;0.2692635658914729;0.2692635658914729;3.0588235294117645;1.0;0.3269230769230769;1.6666666666666667;0.5448717948717949;3.518987341772152;1.1504381694255112;0.08802847346451997;0.14671412244086665;1.1504381694255112;terciario
Municipios;Carabaña;47.64;16;150;736;433;1868.15;0.12;0.0;8;76;314;191;0.39211376994122593;0.39211376994122593;2.2670157068062826;2.0;0.8822170900692841;1.9736842105263157;0.8706089704631093;2.343949044585987;1.0339359526926641;0.345929469093645;0.3413777655529392;1.0339359526926641;terciario
Municipios;Casarrubuelos;5.33;2;681;1769;1127;0.0;0.0;0.0;2;169;628;379;0.0;0.0;2.9736147757255935;1.0;0.3362910381543922;4.029585798816568;1.3551135916162196;2.81687898089172;0.9472911568393628;0.0;0.0;0.9472911568393628;terciario
Municipios;Cenicientos;68.25;28;59;695;386;1937.01;0.76;0.0;23;31;242;146;0.2836996336996337;0.2836996336996337;2.643835616438356;1.2173913043478262;0.4604640684838928;1.903225806451613;0.7198729734247034;2.871900826446281;1.0862630068941892;0.13063348756072343;0.20422769887085448;1.0862630068941892;terciario
Municipios;Cercedilla;40.82;11;465;4414;2381;798.29;0.01;0.0;7;184;1444;804;0.1955609995100441;0.1955609995100441;2.961442786069652;1.5714285714285714;0.5306293874122517;2.527173913043478;0.853359019776126;3.056786703601108;1.0321950901702186;0.10377041337174236;0.1668837428483307;1.0321950901702186;terciario
Municipios;Cervera de Buitrago;11.54;0;14;158;86;0.0;0.0;0.0;0;3;27;15;0.0;0.0;5.733333333333333;0.0;0.0;4.666666666666667;0.813953488372093;5.851851851851852;1.020671834625323;0.0;0.0;1.020671834625323;terciario
Municipios;Chapinería;25.55;4;190;1078;612;306.7;0.0;0.0;4;88;394;232;0.12003913894324852;0.12003913894324852;2.6379310344827585;1.0;0.3790849673202615;2.159090909090909;0.8184789067142009;2.736040609137056;1.0371918649016292;0.045505033063453694;0.09824950320518411;1.0371918649016292;terciario
Municipios;Chinchón;115.79;167;542;3008;1747;4608.05;0.38;0.0;105;136;1108;655;0.39793332757578376;0.39793332757578376;2.667175572519084;1.5904761904761904;0.5963147708997737;3.985294117647059;1.494200141418903;2.7148014440433212;1.0178562941318692;0.2372935210667381;0.5945920343390307;1.0178562941318692;terciario
Municipios;Ciempozuelos;49.41;43;2566;16046;8878;2361.62;0.2;0.0;39;610;3139;1815;0.4779234972677596;0.4779234972677596;4.8914600550964185;1.1025641025641026;0.22540592995650444;4.20655737704918;0.8599799098157539;5.111819050653074;1.0450497383346846;0.10772679034970427;0.4110046060791576;1.0450497383346846;terciario
Municipios;Cobeña;20.79;22;469;3395;1864;1343.35;0.0;0.0;20;134;1426;772;0.6461519961519961;0.6461519961519961;2.4145077720207255;1.1;0.4555793991416309;3.5;1.4495708154506437;2.3807854137447406;0.986033443889989;0.2943735381610918;0.9366430759671103;0.986033443889989;terciario
Municipios;Collado Mediano;22.19;4;392;3228;1789;573.58;0.02;0.0;4;146;1416;772;0.2584767913474538;0.2584767913474538;2.3173575129533677;1.0;0.43152599217439913;2.684931506849315;1.1586177324134552;2.2796610169491527;0.9837329821602828;0.11153945384026516;0.29947579387249273;0.9837329821602828;terciario
Municipios;Collado Villalba;25.19;66;2832;34533;18403;605.48;0.05;0.0;34;1165;11004;6010;0.2403453751488686;0.2403453751488686;3.062063227953411;1.9411764705882353;0.6339439541506979;2.430901287553648;0.7938769080148576;3.1382224645583423;1.0248718693688874;0.15236549748370665;0.1908046432788548;1.0248718693688874;terciario
Municipios;Colmenar Viejo;182.88;158;5596;33632;18846;13976.4;0.39;0.0;103;1047;8697;4813;0.7642175196850394;0.7642175196850394;3.915645127778932;1.5339805825242718;0.3917567942104065;5.344794651384909;1.3649844347402933;3.8670806025066113;0.9875973118892243;0.2993874055912392;1.0431450191259124;0.9875973118892243;secundario
Municipios;Colmenar de Oreja;126.33;87;641;2649;1635;7955.99;0.48;0.0;53;297;1159;729;0.6297403625425473;0.6297403625425473;2.242798353909465;1.6415094339622642;0.731902371473083;2.1582491582491583;0.962301918265221;2.2855910267471957;1.0190800357790248;0.4609084647572094;0.606000358883729;1.0190800357790248;terciario
Municipios;Colmenar del Arroyo;49.31;18;294;1843;1017;2519.57;0.02;0.0;16;36;309;179;0.5109612654633949;0.5109612654633949;5.681564245810056;1.125;0.19800884955752213;8.166666666666666;1.4373975745657162;5.964401294498382;1.0497815454426846;0.1011748523428625;0.7344544836741129;1.0497815454426846;terciario
Municipios;Colmenarejo;31.49;8;436;5300;2866;1727.93;0.0;0.0;6;156;1405;778;0.5487234042553192;0.5487234042553192;3.683804627249357;1.3333333333333333;0.36194463828797396;2.7948717948717947;0.7586916456420992;3.772241992882562;1.0240070727364388;0.19860749407333722;0.41631186257680297;1.0240070727364388;terciario
Municipios;Corpa;25.94;3;8;193;101;1327.01;0.03;0.0;3;8;67;38;0.5115574402467232;0.5115574402467232;2.6578947368421053;1.0;0.37623762376237624;1.0;0.37623762376237624;2.8805970149253732;1.0837889759125166;0.19246715573639092;0.19246715573639092;1.0837889759125166;terciario
Municipios;Coslada;12.02;25;8395;73602;39876;0.0;0.0;0.0;16;1845;12907;7230;0.0;0.0;5.515352697095436;1.5625;0.2833001053265122;4.5501355013550135;0.8249944747416177;5.702487022545905;1.0339297114306072;0.0;0.0;1.0339297114306072;terciario
Municipios;Cubas de la Sagra;12.89;9;761;2549;1537;248.23;0.0;0.0;7;213;917;548;0.1925756400310318;0.1925756400310318;2.8047445255474455;1.2857142857142858;0.45840691514081233;3.572769953051643;1.2738307965337021;2.7797164667393677;0.9910765281543092;0.08827800507789282;0.24530878093371675;0.9910765281543092;terciario
Municipios;Daganzo de Arriba;43.4;21;2904;7680;4645;4232.89;0.05;0.0;19;343;1871;1057;0.9753087557603688;0.9753087557603688;4.394512771996216;1.105263157894737;0.25150982947141803;8.466472303206997;1.9266009094703542;4.10475681453768;0.934064144879726;0.24529973884327125;1.8790307358623262;0.934064144879726;secundario
Municipios;Escorial (El);68.81;33;398;7452;3915;3485.26;0.01;0.0;31;265;3021;1637;0.5065034152012788;0.5065034152012788;2.3915699450213808;1.064516129032258;0.44511185267581255;1.5018867924528303;0.6279919998072243;2.4667328699106257;1.0314282779166524;0.22545067352686754;0.31808009262143994;1.0314282779166524;terciario
Municipios;Estremera;79.13;46;74;2544;1326;5375.96;0.2;0.0;24;29;254;152;0.6793580184506509;0.6793580184506509;8.723684210526315;1.9166666666666667;0.21970839617898444;2.5517241379310347;0.29250533104488485;10.015748031496063;1.1481098799301672;0.14926066066512544;0.19871584208490464;1.1481098799301672;terciario
Municipios;Fresnedillas de la Oliva;28.34;5;70;605;335;908.95;0.05;0.0;4;32;246;138;0.32071277346506705;0.32071277346506705;2.427536231884058;1.25;0.5149253731343283;2.1875;0.9011194029850745;2.459349593495935;1.0131052056789225;0.16514314454544496;0.28900050295452867;1.0131052056789225;terciario
Municipios;Fresno de Torote;31.75;6;111;614;355;2073.0;0.05;0.0;5;56;262;156;0.6528976377952755;0.6528976377952755;2.2756410256410255;1.2;0.5273239436619719;1.9821428571428572;0.87102615694165;2.3435114503816794;1.029824750026879;0.3442885571697904;0.5686909203251003;1.029824750026879;terciario
Municipios;Fuenlabrada;39.18;128;23199;105738;60258;1332.18;0.3;4068.33;93;4846;29588;16673;0.33993874425727416;0.33993874425727416;3.614106639476999;1.3763440860215055;0.38082553264689434;4.787247214197276;1.3246004315163327;3.573678518318237;0.9888137995937463;0.12945735334909284;0.4502830073323056;0.9888137995937463;terciario
Municipios;Fuente el Saz de Jarama;33.15;26;1024;3987;2322;2054.8;0.0;0.0;22;370;1566;918;0.6198491704374058;0.6198491704374058;2.5294117647058822;1.1818181818181819;0.46723044397463004;2.7675675675675677;1.0941546197360152;2.545977011494253;1.0065490510558674;0.28961240310077524;0.6782108333736243;1.0065490510558674;terciario
Municipios;Fuentidueña de Tajo;60.18;60;127;838;496;3681.86;0.16;0.0;27;54;308;190;0.611781322698571;0.611781322698571;2.610526315789474;2.2222222222222223;0.8512544802867383;2.3518518518518516;0.900910991636798;2.720779220779221;1.0422339757017176;0.5207815919029054;0.5511605180972415;1.0422339757017176;terciario
Municipios;Galapagar;65.2;45;1118;12581;6819;718.95;0.02;0.0;28;622;6401;3486;0.11026533742331288;0.11026533742331288;1.9561101549053357;1.6071428571428572;0.8216014078310603;1.797427652733119;0.9188785448640053;1.965474144664896;1.0047870462387194;0.09059415646196076;0.10132045280047229;1.0047870462387194;terciario
Municipios;Garganta de los Montes;40.33;8;60;304;178;1815.26;0.11;0.0;7;24;76;51;0.4500743863129185;0.4500743863129185;3.4901960784313726;1.1428571428571428;0.32744783306581055;2.5;0.7162921348314607;4.0;1.146067415730337;0.14737588251658967;0.32238474300503994;1.146067415730337;terciario
Municipios;Gargantilla del Lozoya y Pinilla de Buitrago;57.69;4;19;366;194;827.74;0.0;0.0;4;8;73;42;0.14348067256023575;0.14348067256023575;4.619047619047619;1.0;0.21649484536082475;2.375;0.5141752577319588;5.013698630136986;1.0854399096172858;0.03106282601819537;0.07377421179321401;1.0854399096172858;terciario
Municipios;Gascones;20.07;8;17;209;116;529.46;0.0;0.0;7;11;59;38;0.26380667663178875;0.26380667663178875;3.0526315789473686;1.1428571428571428;0.37438423645320196;1.5454545454545454;0.506269592476489;3.542372881355932;1.1604324956165983;0.09876506120204899;0.1335572986709526;1.1604324956165983;terciario
Municipios;Getafe;78.59;67;38450;158235;90643;2713.24;0.0;107430.0;56;3281;26370;14522;0.34523985239852395;0.34523985239852395;6.241771105908277;1.1964285714285714;0.19168094297723723;11.718988113380068;1.87751007118592;6.000568828213879;0.9613567569842344;0.06617590046107126;0.6481912998529692;0.9613567569842344;terciario
Municipios;Griñón;17.09;40;3468;11201;6679;1458.62;0.04;0.0;17;545;2529;1461;0.8534698654183732;0.8534698654183732;4.5715263518138265;2.3529411764705883;0.5146948733079098;6.363302752293578;1.391942704162437;4.429023329379201;0.9688281305918569;0.4392765642536284;1.1879811523916017;0.9688281305918569;secundario
Municipios;Guadalix de la Sierra;60.26;56;288;2535;1419;3686.51;0.19;0.0;42;170;1044;616;0.6117358114835711;0.6117358114835711;2.3035714285714284;1.3333333333333333;0.578811369509044;1.6941176470588235;0.7354309165526677;2.42816091954023;1.0540853604205649;0.3540796428225322;0.4498894285274527;1.0540853604205649;terciario
Municipios;Guadarrama;57.18;27;710;8531;4564;1929.58;0.01;0.0;22;314;2852;1569;0.3374554039874082;0.3374554039874082;2.908859145952836;1.2272727272727273;0.4219086128595331;2.261146496815287;0.7773310371391728;2.991234221598878;1.0283186883629798;0.14237534139828076;0.26231455916975055;1.0283186883629798;terciario
Municipios;Hiruela (La);17.16;0;12;158;85;0.0;0.0;0.0;0;1;35;18;0.0;0.0;4.722222222222222;0.0;0.0;12.0;2.541176470588235;4.514285714285714;0.9559663865546218;0.0;0.0;0.9559663865546218;terciario
Municipios;Horcajo de la Sierra-Aoslos;21.2;6;19;269;147;493.96;0.01;0.0;6;3;53;31;0.23299528301886793;0.23299528301886793;4.741935483870968;1.0;0.21088435374149658;6.333333333333333;1.3356009070294783;5.0754716981132075;1.07033756898986;0.04913505968425106;0.31118871133359;1.07033756898986;terciario
Municipios;Horcajuelo de la Sierra;23.83;3;19;156;89;404.84;0.0;0.0;3;4;23;15;0.16988669744020143;0.16988669744020143;5.933333333333334;1.0;0.16853932584269662;4.75;0.800561797752809;6.782608695652174;1.1431362970200292;0.028632589456213723;0.1360047999170152;1.1431362970200292;terciario
Municipios;Hoyo de Manzanares;45.23;9;187;4034;2102;412.25;0.0;0.0;7;118;1818;962;0.0911452575724077;0.0911452575724077;2.185031185031185;1.2857142857142858;0.5884191926056818;1.5847457627118644;0.7252737505845925;2.218921892189219;1.0155103997554846;0.05363161887059304;0.06610526280753887;1.0155103997554846;terciario
Municipios;Humanes de Madrid;19.66;24;10590;20590;13525;1110.61;0.04;11858.8;22;2633;5819;3748;0.5648880976602237;0.5648880976602237;3.608591248665955;1.0909090909090908;0.3023088556545118;4.022028104823395;1.1145701542978252;3.5384086612820074;0.9805512504609954;0.17077067437651636;0.6296074141701605;0.9805512504609954;terciario
Municipios;Leganés;43.23;49;16810;126476;69270;813.65;0.0;0.0;30;3702;26428;14708;0.1882142030996993;0.1882142030996993;4.709681805819962;1.6333333333333333;0.3468033299648718;4.5407887628309025;0.9641391818062208;4.785681852580597;1.0161369812004535;0.06527331238166041;0.18146468778085395;1.0161369812004535;terciario
Municipios;Loeches;44.32;9;4435;7089;4776;2110.5;0.0;0.0;9;515;1750;1049;0.47619584837545126;0.47619584837545126;4.552907530981887;1.0;0.21963986599664995;8.611650485436893;1.8914617586313447;4.050857142857143;0.8897297200287151;0.10459159232534515;0.9007062368211762;0.8897297200287151;secundario
Municipios;Lozoya;57.69;4;31;503;265;1509.12;0.0;0.0;4;17;133;75;0.261591263650546;0.261591263650546;3.533333333333333;1.0;0.2830188679245283;1.8235294117647058;0.516093229744728;3.781954887218045;1.0703645907220882;0.07403526329732435;0.13500548013041497;1.0703645907220882;terciario
Municipios;Lozoyuela-Navas-Sieteiglesias;51.43;7;120;1193;652;1513.26;0.12;0.0;7;48;300;173;0.2942134940696092;0.2942134940696092;3.76878612716763;1.0;0.2653374233128834;2.5;0.6633435582822086;3.9766666666666666;1.0551584867075665;0.07806585042031042;0.19516462605077606;1.0551584867075665;terciario
Municipios;Madarcos;8.55;1;14;126;70;945.25;0.0;0.0;1;3;19;11;1.1055555555555556;1.1055555555555556;6.363636363636363;1.0;0.15714285714285714;4.666666666666667;0.7333333333333334;6.631578947368421;1.0421052631578949;0.17373015873015873;0.8107407407407409;1.0421052631578949;terciario
Municipios;Majadahonda;38.47;68;2424;66414;34209;1546.76;0.0;0.0;42;753;20263;10453;0.4020691447881466;0.4020691447881466;3.272649000286999;1.619047619047619;0.4947208267387168;3.2191235059760954;0.9836445966841512;3.2775995657109016;1.0015127089472378;0.19891197971572072;0.395493141764278;1.0015127089472378;terciario
Municipios;Manzanares el Real;128.31;19;221;2754;1486;5824.04;0.03;0.0;16;158;1438;798;0.4539014885823397;0.4539014885823397;1.862155388471178;1.1875;0.6377018842530283;1.3987341772151898;0.75113719610883;1.9151599443671767;1.0284640885632619;0.2894538345342124;0.34094229144336274;1.0284640885632619;terciario
Municipios;Meco;34.93;41;2844;14285;8030;3819.25;0.0;4669.15;13;505;2354;1373;1.093401087890066;1.093401087890066;5.848506919155135;3.1538461538461537;0.5392566337771817;5.631683168316831;0.9629266488292665;6.06839422259983;1.0375971690696846;0.5896237900239053;1.0528650453882555;1.0375971690696846;secundario
Municipios;Mejorada del Campo;17.93;5;4241;11617;7192;540.05;0.04;0.0;5;1160;3914;2378;0.30117679866146124;0.30117679866146124;3.024390243902439;1.0;0.33064516129032256;3.6560344827586206;1.2088501112347052;2.968063362289218;0.9813757891440157;0.09958265117032186;0.36407760656321986;0.9813757891440157;terciario
Municipios;Miraflores de la Sierra;56.4;21;231;2298;1255;2539.95;0.08;0.0;16;161;1057;605;0.4503315602836879;0.4503315602836879;2.074380165289256;1.3125;0.6327191235059761;1.434782608695652;0.6916681101680235;2.174077578051088;1.0480613025664607;0.2849333901097737;0.3114799792504358;1.0480613025664607;terciario
Municipios;Molar (El);50.19;27;284;2975;1620;1674.35;0.26;0.0;20;190;1253;715;0.33355050806933656;0.33355050806933656;2.265734265734266;1.35;0.5958333333333333;1.4947368421052631;0.6597141000649772;2.374301675977654;1.047917097730878;0.19874051105797969;0.2200479732571783;1.047917097730878;terciario
Municipios;Molinos (Los);19.16;10;159;1819;985;771.21;0.02;0.0;9;113;837;474;0.4025;0.4025;2.0780590717299576;1.1111111111111112;0.5346869712351947;1.407079646017699;0.6771124387943039;2.173237753882915;1.0458017211578698;0.2152115059221659;0.27253775661470736;1.0458017211578698;terciario
Municipios;Montejo de la Sierra;32.18;5;18;330;176;626.8;0.04;0.0;5;7;63;37;0.1947669359850839;0.1947669359850839;4.756756756756757;1.0;0.2102272727272727;2.5714285714285716;0.5405844155844156;5.238095238095238;1.101190476190476;0.0409453217695915;0.10528797026466387;1.101190476190476;terciario
Municipios;Moraleja de Enmedio;31.17;11;1942;3735;2451;2228.0;0.08;0.0;10;502;1315;827;0.7147641963426371;0.7147641963426371;2.9637243047158406;1.1;0.3711546307629539;3.8685258964143427;1.3052920915278097;2.840304182509506;0.9583564091943538;0.265288041376131;0.9329760527932748;0.9583564091943538;terciario
Municipios;Moralzarzal;43.56;33;457;6087;3253;1295.1;0.0;0.0;12;239;2449;1328;0.2973140495867768;0.2973140495867768;2.4495481927710845;2.75;1.1226560098370735;1.9121338912133892;0.7806067653032218;2.485504287464271;1.0146786639263916;0.33378140457759264;0.23208535852713555;1.0146786639263916;terciario
