Serie;Codigo_municipio;Nombre;2020;2021;2022;2023
Comunidad de Madrid;;Comunidad de Madrid;1803014;1758341;1798795;1830562;
Zonas Estadísticas;01;Municipio de Madrid ;768283;740116;751546;758224;
Zonas Estadísticas;02;Norte Metropolitano ;82840;80505;81659;82555;
Zonas Estadísticas;03;Este Metropolitano  ;160145;155448;157571;157943;
Zonas Estadísticas;04;Sur Metropolitano   ;320646;310274;312450;311559;
Zonas Estadísticas;05;Oeste Metropolitano ;105986;102759;103819;103948;
Zonas Estadísticas;06;Sierra Norte        ;8127;7886;8063;8049;
Zonas Estadísticas;07;Nordeste Comunidad  ;13760;13370;13622;13591;
Zonas Estadísticas;08;Sudeste Comunidad   ;22315;22035;22761;22774;
Zonas Estadísticas;09;Sudoeste Comunidad  ;30478;29921;30584;31228;
Zonas Estadísticas;10;Sierra Sur          ;6071;5991;6236;6287;
Zonas Estadísticas;11;Sierra Central      ;36032;34750;34801;34628;
Municipios;0014;Acebeda (La);15;16;14;10;
Municipios;0029;Ajalvir;1040;998;1001;1017;
Municipios;0035;Alameda del Valle;39;33;36;33;
Municipios;0040;Alamo (El);1804;1705;1750;1778;
Municipios;0053;Alcalá de Henares;44494;42915;42983;42786;
Municipios;0066;Alcobendas;29595;28437;28603;28702;
Municipios;0072;Alcorcón;42795;40850;40287;39400;
Municipios;0088;Aldea del Fresno;477;469;504;500;
Municipios;0091;Algete;4502;4390;4468;4460;
Municipios;0105;Alpedrete;3038;2867;2833;2764;
Municipios;0112;Ambite;95;90;99;93;
Municipios;0127;Anchuelo;263;257;264;258;
Municipios;0133;Aranjuez;10961;10729;10865;10929;
Municipios;0148;Arganda del Rey;13970;13566;13934;13833;
Municipios;0151;Arroyomolinos;7300;7310;7491;7687;
Municipios;0164;Atazar (El);19;17;16;11;
Municipios;0170;Batres;261;265;278;265;
Municipios;0186;Becerril de la Sierra;1124;1114;1142;1136;
Municipios;0199;Belmonte de Tajo;345;348;355;367;
Municipios;0210;Berrueco (El);108;109;118;110;
Municipios;0203;Berzosa del Lozoya;27;22;21;25;
Municipios;0225;Boadilla del Monte;11120;10834;11141;11264;
Municipios;0231;Boalo (El);1696;1664;1647;1606;
Municipios;0246;Braojos;37;37;35;37;
Municipios;0259;Brea de Tajo;81;75;73;75;
Municipios;0262;Brunete;2401;2279;2358;2287;
Municipios;0278;Buitrago del Lozoya;421;396;399;398;
Municipios;0284;Bustarviejo;509;497;530;527;
Municipios;0297;Cabanillas de la Sierra;153;151;156;165;
Municipios;0301;Cabrera (La);538;521;538;532;
Municipios;0318;Cadalso de los Vidrios;508;524;530;524;
Municipios;0323;Camarma de Esteruelas;1556;1499;1502;1523;
Municipios;0339;Campo Real;1506;1493;1497;1487;
Municipios;0344;Canencia;57;47;45;42;
Municipios;0357;Carabaña;414;424;455;428;
Municipios;0360;Casarrubuelos;790;747;773;794;
Municipios;0376;Cenicientos;328;319;319;321;
Municipios;0382;Cercedilla;1377;1375;1355;1377;
Municipios;0395;Cervera de Buitrago;18;16;17;12;
Municipios;0513;Chapinería;398;406;426;431;
Municipios;0528;Chinchón;1003;970;1019;998;
Municipios;0409;Ciempozuelos;5084;4956;4975;4959;
Municipios;0416;Cobeña;1527;1492;1482;1503;
Municipios;0468;Collado Mediano;1390;1310;1343;1334;
Municipios;0474;Collado Villalba;14635;14259;14510;14555;
Municipios;0455;Colmenar Viejo;11766;11536;11834;12193;
Municipios;0437;Colmenar de Oreja;1591;1549;1615;1603;
Municipios;0421;Colmenar del Arroyo;287;297;302;319;
Municipios;0442;Colmenarejo;1879;1793;1821;1780;
Municipios;0480;Corpa;168;163;156;171;
Municipios;0493;Coslada;22555;21860;21918;21717;
Municipios;0506;Cubas de la Sagra;1286;1271;1304;1356;
Municipios;0534;Daganzo de Arriba;2303;2211;2142;2082;
Municipios;0549;Escorial (El);3097;3029;3037;3103;
Municipios;0552;Estremera;223;220;224;229;
Municipios;0565;Fresnedillas de la Oliva;304;299;309;314;
Municipios;0571;Fresno de Torote;454;435;434;417;
Municipios;0587;Fuenlabrada;48535;46809;47091;46792;
Municipios;0590;Fuente el Saz de Jarama;1445;1411;1459;1470;
Municipios;0604;Fuentidueña de Tajo;341;341;345;350;
Municipios;0611;Galapagar;7361;7178;7177;7214;
Municipios;0626;Garganta de los Montes;57;59;65;67;
Municipios;0632;Gargantilla del Lozoya y Pinilla de Buitrago;59;53;45;51;
Municipios;0647;Gascones;32;37;39;42;
Municipios;0650;Getafe;44678;43494;44044;44084;
Municipios;0663;Griñón;2133;2086;2057;2061;
Municipios;0679;Guadalix de la Sierra;1262;1246;1274;1268;
Municipios;0685;Guadarrama;3405;3237;3224;3215;
Municipios;0698;Hiruela (La);2;1;3;3;
Municipios;0702;Horcajo de la Sierra0Aoslos;27;26;25;27;
Municipios;0719;Horcajuelo de la Sierra;8;14;21;15;
Municipios;0724;Hoyo de Manzanares;1539;1511;1512;1543;
Municipios;0730;Humanes de Madrid;5079;4960;5015;5065;
Municipios;0745;Leganés;45880;44267;44332;43953;
Municipios;0758;Loeches;2129;2049;2083;2047;
Municipios;0761;Lozoya;109;110;113;109;
Municipios;9015;Lozoyuela0Navas0Sieteiglesias;223;215;228;210;
Municipios;0783;Madarcos;13;10;10;11;
Municipios;0796;Madrid;768283;740116;751546;758224;
Municipios;0800;Majadahonda;16281;15589;15689;15543;
Municipios;0822;Manzanares el Real;1855;1813;1820;1775;
Municipios;0838;Meco;2822;2793;2834;2817;
Municipios;0843;Mejorada del Campo;5896;5682;5820;5824;
Municipios;0856;Miraflores de la Sierra;1261;1218;1256;1262;
Municipios;0869;Molar (El);1936;1876;1958;1970;
Municipios;0875;Molinos (Los);853;826;852;889;
Municipios;0881;Montejo de la Sierra;29;37;38;35;
Municipios;0894;Moraleja de Enmedio;1142;1127;1154;1163;
Municipios;0908;Moralzarzal;2576;2475;2419;2384;
Municipios;0915;Morata de Tajuña;1661;1628;1739;1717;
Municipios;0920;Móstoles;52423;51082;51592;51724;
Municipios;0936;Navacerrada;579;561;568;579;
