Serie;Codigo_municipio;Nombre;2020;2021;2022;2023
Comunidad de Madrid;;Comunidad de Madrid;7790;8885;9131;9160;
Zonas Estadísticas;01;Municipio de Madrid ;2505;3587;3175;3177;
Zonas Estadísticas;02;Norte Metropolitano ;584;600;628;623;
Zonas Estadísticas;03;Este Metropolitano  ;316;316;397;390;
Zonas Estadísticas;04;Sur Metropolitano   ;789;845;1441;1745;
Zonas Estadísticas;05;Oeste Metropolitano ;921;890;894;658;
Zonas Estadísticas;06;Sierra Norte        ;353;292;298;286;
Zonas Estadísticas;07;Nordeste Comunidad  ;219;224;230;224;
Zonas Estadísticas;08;Sudeste Comunidad   ;955;999;943;933;
Zonas Estadísticas;09;Sudoeste Comunidad  ;562;566;522;535;
Zonas Estadísticas;10;Sierra Sur          ;268;273;273;265;
Zonas Estadísticas;11;Sierra Central      ;318;293;330;324;
Municipios;0014;Acebeda (La);0;0;0;0;
Municipios;0029;Ajalvir;11;12;18;17;
Municipios;0035;Alameda del Valle;5;5;5;3;
Municipios;0040;Alamo (El);15;15;21;17;
Municipios;0053;Alcalá de Henares;78;64;77;73;
Municipios;0066;Alcobendas;78;94;113;120;
Municipios;0072;Alcorcón;37;35;733;1033;
Municipios;0088;Aldea del Fresno;35;34;37;40;
Municipios;0091;Algete;53;53;45;50;
Municipios;0105;Alpedrete;11;12;11;13;
Municipios;0112;Ambite;9;9;9;9;
Municipios;0127;Anchuelo;8;8;8;6;
Municipios;0133;Aranjuez;156;172;158;160;
Municipios;0148;Arganda del Rey;68;87;94;93;
Municipios;0151;Arroyomolinos;11;10;12;9;
Municipios;0164;Atazar (El);0;0;0;0;
Municipios;0170;Batres;2;2;2;3;
Municipios;0186;Becerril de la Sierra;10;8;10;9;
Municipios;0199;Belmonte de Tajo;9;9;8;10;
Municipios;0210;Berrueco (El);0;0;0;0;
Municipios;0203;Berzosa del Lozoya;26;0;0;0;
Municipios;0225;Boadilla del Monte;217;211;222;63;
Municipios;0231;Boalo (El);31;28;29;27;
Municipios;0246;Braojos;6;5;4;4;
Municipios;0259;Brea de Tajo;25;20;22;26;
Municipios;0262;Brunete;28;29;29;29;
Municipios;0278;Buitrago del Lozoya;11;7;8;7;
Municipios;0284;Bustarviejo;17;17;14;11;
Municipios;0297;Cabanillas de la Sierra;6;6;6;6;
Municipios;0301;Cabrera (La);2;2;7;4;
Municipios;0318;Cadalso de los Vidrios;26;37;41;36;
Municipios;0323;Camarma de Esteruelas;10;13;9;6;
Municipios;0339;Campo Real;18;25;19;24;
Municipios;0344;Canencia;8;8;8;7;
Municipios;0357;Carabaña;21;19;15;16;
Municipios;0360;Casarrubuelos;2;2;2;2;
Municipios;0376;Cenicientos;32;41;29;28;
Municipios;0382;Cercedilla;10;8;9;11;
Municipios;0395;Cervera de Buitrago;0;0;0;0;
Municipios;0513;Chapinería;4;5;4;4;
Municipios;0528;Chinchón;183;185;175;167;
Municipios;0409;Ciempozuelos;49;51;50;43;
Municipios;0416;Cobeña;22;22;21;22;
Municipios;0468;Collado Mediano;3;3;4;4;
Municipios;0474;Collado Villalba;82;90;74;66;
Municipios;0455;Colmenar Viejo;164;159;168;158;
Municipios;0437;Colmenar de Oreja;78;79;86;87;
Municipios;0421;Colmenar del Arroyo;18;17;18;18;
Municipios;0442;Colmenarejo;7;8;11;8;
Municipios;0480;Corpa;2;2;2;3;
Municipios;0493;Coslada;24;23;29;25;
Municipios;0506;Cubas de la Sagra;10;7;6;9;
Municipios;0534;Daganzo de Arriba;22;21;20;21;
Municipios;0549;Escorial (El);34;35;34;33;
Municipios;0552;Estremera;50;53;45;46;
Municipios;0565;Fresnedillas de la Oliva;8;6;6;5;
