Serie;Codigo_municipio;Nombre;2020;2021;2022;2023
Comunidad de Madrid;;Comunidad de Madrid;328133;341436;344917;352011;
Zonas Estadísticas;01;Municipio de Madrid ;143233;148367;147771;148669;
Zonas Estadísticas;02;Norte Metropolitano ;19802;20190;20415;20810;
Zonas Estadísticas;03;Este Metropolitano  ;33840;35212;36005;37109;
Zonas Estadísticas;04;Sur Metropolitano   ;66151;69022;69764;71799;
Zonas Estadísticas;05;Oeste Metropolitano ;32841;34590;35328;36440;
Zonas Estadísticas;06;Sierra Norte        ;2155;2276;2319;2345;
Zonas Estadísticas;07;Nordeste Comunidad  ;3921;4101;4321;4493;
Zonas Estadísticas;08;Sudeste Comunidad   ;5612;5874;6126;6398;
Zonas Estadísticas;09;Sudoeste Comunidad  ;7974;8551;9078;9658;
Zonas Estadísticas;10;Sierra Sur          ;1841;1934;2008;2063;
Zonas Estadísticas;11;Sierra Central      ;10763;11319;11782;12227;
Municipios;0014;Acebeda (La);2;2;1;1;
Municipios;0029;Ajalvir;221;232;267;306;
Municipios;0035;Alameda del Valle;7;5;8;5;
Municipios;0040;Alamo (El);548;564;590;632;
Municipios;0053;Alcalá de Henares;9942;10356;10531;10847;
Municipios;0066;Alcobendas;6299;6496;6534;6732;
Municipios;0072;Alcorcón;8476;8971;9118;9314;
Municipios;0088;Aldea del Fresno;108;118;148;158;
Municipios;0091;Algete;1513;1514;1518;1468;
Municipios;0105;Alpedrete;964;1037;1072;1129;
Municipios;0112;Ambite;24;25;30;25;
Municipios;0127;Anchuelo;54;54;71;61;
Municipios;0133;Aranjuez;3214;3339;3338;3443;
Municipios;0148;Arganda del Rey;2766;2925;2982;3146;
Municipios;0151;Arroyomolinos;1663;1858;2075;2257;
Municipios;0164;Atazar (El);6;8;7;8;
Municipios;0170;Batres;106;109;115;122;
Municipios;0186;Becerril de la Sierra;327;349;375;404;
Municipios;0199;Belmonte de Tajo;80;75;82;87;
Municipios;0210;Berrueco (El);24;23;26;30;
Municipios;0203;Berzosa del Lozoya;15;16;12;17;
Municipios;0225;Boadilla del Monte;4083;4617;5048;5497;
Municipios;0231;Boalo (El);416;449;475;519;
Municipios;0246;Braojos;13;12;12;8;
Municipios;0259;Brea de Tajo;41;33;24;29;
