Serie;Codigo_municipio;Nombre;2020;2021;2022;2023
Comunidad de Madrid;;Comunidad de Madrid;519992;511105;491013;470648;
Zonas Estadísticas;01;Municipio de Madrid ;248595;249399;241608;231742;
Zonas Estadísticas;02;Norte Metropolitano ;27412;26926;25747;24799;
Zonas Estadísticas;03;Este Metropolitano  ;55679;53914;51750;50221;
Zonas Estadísticas;04;Sur Metropolitano   ;111612;106113;99376;92941;
Zonas Estadísticas;05;Oeste Metropolitano ;32250;31597;30546;29928;
Zonas Estadísticas;06;Sierra Norte        ;3104;3099;3039;2951;
Zonas Estadísticas;07;Nordeste Comunidad  ;5375;5134;4961;4907;
Zonas Estadísticas;08;Sudeste Comunidad   ;8956;8830;8693;8508;
Zonas Estadísticas;09;Sudoeste Comunidad  ;13268;12637;12148;11676;
Zonas Estadísticas;10;Sierra Sur          ;2483;2475;2519;2549;
Zonas Estadísticas;11;Sierra Central      ;11258;10981;10626;10426;
Municipios;0014;Acebeda (La);1;1;2;2;
Municipios;0029;Ajalvir;461;443;424;394;
Municipios;0035;Alameda del Valle;9;8;11;10;
Municipios;0040;Alamo (El);705;699;692;658;
Municipios;0053;Alcalá de Henares;14561;14336;13843;13338;
Municipios;0066;Alcobendas;9054;8752;8201;7785;
Municipios;0072;Alcorcón;12781;12044;11220;10258;
Municipios;0088;Aldea del Fresno;218;218;233;236;
Municipios;0091;Algete;1340;1308;1270;1273;
Municipios;0105;Alpedrete;819;778;755;762;
Municipios;0112;Ambite;45;47;46;44;
Municipios;0127;Anchuelo;131;123;112;115;
Municipios;0133;Aranjuez;4534;4306;4108;3943;
Municipios;0148;Arganda del Rey;5121;4912;4599;4623;
Municipios;0151;Arroyomolinos;3706;3538;3275;3088;
Municipios;0164;Atazar (El);3;2;6;3;
Municipios;0170;Batres;106;113;115;108;
Municipios;0186;Becerril de la Sierra;377;371;369;380;
Municipios;0199;Belmonte de Tajo;162;158;151;146;
Municipios;0210;Berrueco (El);53;59;57;53;
Municipios;0203;Berzosa del Lozoya;11;7;2;4;
Municipios;0225;Boadilla del Monte;3310;3295;3323;3517;
Municipios;0231;Boalo (El);557;506;494;457;
Municipios;0246;Braojos;18;12;13;14;
Municipios;0259;Brea de Tajo;27;27;31;28;
Municipios;0262;Brunete;814;753;715;678;
Municipios;0278;Buitrago del Lozoya;137;136;124;122;
Municipios;0284;Bustarviejo;200;171;189;174;
Municipios;0297;Cabanillas de la Sierra;56;55;54;57;
Municipios;0301;Cabrera (La);193;182;173;172;
Municipios;0318;Cadalso de los Vidrios;221;217;210;215;
Municipios;0323;Camarma de Esteruelas;625;568;532;496;
Municipios;0339;Campo Real;611;609;575;544;
Municipios;0344;Canencia;19;19;18;21;
Municipios;0357;Carabaña;184;193;184;185;
Municipios;0360;Casarrubuelos;357;310;291;291;
Municipios;0376;Cenicientos;128;119;127;133;
Municipios;0382;Cercedilla;470;495;493;502;
Municipios;0395;Cervera de Buitrago;6;6;8;9;
Municipios;0513;Chapinería;165;156;148;156;
Municipios;0528;Chinchón;395;389;350;364;
Municipios;0409;Ciempozuelos;2070;1998;1870;1782;
Municipios;0416;Cobeña;605;575;526;491;
Municipios;0468;Collado Mediano;423;401;409;405;
Municipios;0474;Collado Villalba;4895;4785;4608;4453;
Municipios;0455;Colmenar Viejo;4296;4285;4206;4182;
Municipios;0437;Colmenar de Oreja;566;523;529;540;
Municipios;0421;Colmenar del Arroyo;141;140;146;138;
Municipios;0442;Colmenarejo;547;549;549;518;
Municipios;0480;Corpa;78;69;72;63;
Municipios;0493;Coslada;6328;5950;5749;5541;
Municipios;0506;Cubas de la Sagra;570;516;490;462;
Municipios;0534;Daganzo de Arriba;676;640;614;604;
Municipios;0549;Escorial (El);1127;1076;1039;985;
Municipios;0552;Estremera;78;78;91;87;
Municipios;0565;Fresnedillas de la Oliva;132;123;130;127;
Municipios;0571;Fresno de Torote;194;184;190;187;
Municipios;0587;Fuenlabrada;16033;15499;14530;13700;
Municipios;0590;Fuente el Saz de Jarama;508;476;485;491;
Municipios;0604;Fuentidueña de Tajo;155;167;168;160;
Municipios;0611;Galapagar;2235;2252;2170;2093;
Municipios;0626;Garganta de los Montes;17;25;33;28;
Municipios;0632;Gargantilla del Lozoya y Pinilla de Buitrago;13;17;23;17;
Municipios;0647;Gascones;10;11;11;13;
Municipios;0650;Getafe;15160;14640;14078;13436;
Municipios;0663;Griñón;796;752;718;668;
Municipios;0679;Guadalix de la Sierra;425;436;422;419;
Municipios;0685;Guadarrama;1102;1093;1082;1032;
Municipios;0698;Hiruela (La);2;3;7;8;
Municipios;0702;Horcajo de la Sierra-Aoslos;11;10;13;16;
Municipios;0719;Horcajuelo de la Sierra;5;4;5;3;
Municipios;0724;Hoyo de Manzanares;497;482;493;493;
Municipios;0730;Humanes de Madrid;2113;1845;1654;1531;
Municipios;0745;Leganés;13933;13212;12300;11414;
Municipios;0758;Loeches;805;788;744;729;
Municipios;0761;Lozoya;39;38;37;37;
Municipios;9015;Lozoyuela-Navas-Sieteiglesias;86;91;79;83;
Municipios;0783;Madarcos;1;1;3;4;
Municipios;0796;Madrid;248595;249399;241608;231742;
Municipios;0800;Majadahonda;4746;4631;4461;4301;
Municipios;0822;Manzanares el Real;703;706;653;614;
Municipios;0838;Meco;1173;1194;1162;1155;
Municipios;0843;Mejorada del Campo;2168;2032;1920;1840;
Municipios;0856;Miraflores de la Sierra;461;483;471;467;
Municipios;0869;Molar (El);852;812;788;758;
Municipios;0875;Molinos (Los);284;251;233;248;
Municipios;0881;Montejo de la Sierra;13;11;11;13;
Municipios;0894;Moraleja de Enmedio;457;422;393;395;
