Serie;Codigo_municipio;Nombre;2020;2021;2022;2023
Comunidad de Madrid;;Comunidad de Madrid;554465;572168;581533;588892;
Zonas Estadísticas;01;Municipio de Madrid ;256921;264204;265098;264498;
Zonas Estadísticas;02;Norte Metropolitano ;29997;30989;31660;32417;
Zonas Estadísticas;03;Este Metropolitano  ;56226;58429;60317;62775;
Zonas Estadísticas;04;Sur Metropolitano   ;111902;116778;120554;123708;
Zonas Estadísticas;05;Oeste Metropolitano ;45794;46293;46044;46190;
Zonas Estadísticas;06;Sierra Norte        ;3967;4181;4385;4468;
Zonas Estadísticas;07;Nordeste Comunidad  ;6642;6823;7131;7242;
Zonas Estadísticas;08;Sudeste Comunidad   ;9125;9601;10084;10436;
Zonas Estadísticas;09;Sudoeste Comunidad  ;13105;13829;14729;15524;
Zonas Estadísticas;10;Sierra Sur          ;3016;3065;3187;3300;
Zonas Estadísticas;11;Sierra Central      ;17770;17976;18344;18334;
Municipios;0014;Acebeda (La);10;7;4;4;
Municipios;0029;Ajalvir;519;561;561;569;
Municipios;0035;Alameda del Valle;20;19;17;16;
Municipios;0040;Alamo (El);849;872;867;873;
Municipios;0053;Alcalá de Henares;17093;17568;17759;17921;
Municipios;0066;Alcobendas;10194;10444;10624;10782;
Municipios;0072;Alcorcón;15729;16354;16602;16678;
Municipios;0088;Aldea del Fresno;231;242;256;294;
Municipios;0091;Algete;1813;1874;1890;1859;
Municipios;0105;Alpedrete;1609;1626;1627;1594;
Municipios;0112;Ambite;66;70;70;63;
Municipios;0127;Anchuelo;101;112;127;130;
Municipios;0133;Aranjuez;4859;5082;5201;5305;
Municipios;0148;Arganda del Rey;4820;5055;5281;5552;
Municipios;0151;Arroyomolinos;2949;3299;3629;4076;
Municipios;0164;Atazar (El);9;8;9;9;
Municipios;0170;Batres;193;202;201;180;
Municipios;0186;Becerril de la Sierra;535;572;624;640;
Municipios;0199;Belmonte de Tajo;127;128;148;138;
Municipios;0210;Berrueco (El);53;61;68;74;
Municipios;0203;Berzosa del Lozoya;15;19;11;15;
Municipios;0225;Boadilla del Monte;6498;6705;6704;6797;
Municipios;0231;Boalo (El);912;933;968;984;
Municipios;0246;Braojos;17;17;15;13;
Municipios;0259;Brea de Tajo;30;33;33;40;
Municipios;0262;Brunete;1047;1046;1038;1072;
Municipios;0278;Buitrago del Lozoya;147;159;166;168;
Municipios;0284;Bustarviejo;255;270;289;312;
Municipios;0297;Cabanillas de la Sierra;71;76;85;86;
Municipios;0301;Cabrera (La);243;234;254;266;
Municipios;0318;Cadalso de los Vidrios;226;230;253;258;
Municipios;0323;Camarma de Esteruelas;745;785;840;873;
Municipios;0339;Campo Real;516;538;569;604;
Municipios;0344;Canencia;40;37;30;25;
Municipios;0357;Carabaña;167;184;190;203;
Municipios;0360;Casarrubuelos;386;391;413;445;
Municipios;0376;Cenicientos;112;129;138;146;
Municipios;0382;Cercedilla;619;631;650;644;
Municipios;0395;Cervera de Buitrago;16;18;19;20;
Municipios;0513;Chapinería;198;203;215;230;
Municipios;0528;Chinchón;416;408;409;426;
Municipios;0409;Ciempozuelos;2172;2261;2318;2394;
Municipios;0416;Cobeña;742;766;773;790;
Municipios;0468;Collado Mediano;672;689;734;728;
Municipios;0474;Collado Villalba;5623;5548;5558;5591;
Municipios;0455;Colmenar Viejo;4214;4381;4468;4629;
Municipios;0437;Colmenar de Oreja;677;719;718;751;
Municipios;0421;Colmenar del Arroyo;154;153;167;168;
Municipios;0442;Colmenarejo;946;942;948;939;
Municipios;0480;Corpa;53;57;58;72;
Municipios;0493;Coslada;5908;6232;6651;6958;
Municipios;0506;Cubas de la Sagra;599;648;708;754;
Municipios;0534;Daganzo de Arriba;1356;1334;1338;1295;
Municipios;0549;Escorial (El);1381;1422;1442;1398;
Municipios;0552;Estremera;91;107;110;116;
Municipios;0565;Fresnedillas de la Oliva;125;122;133;153;
Municipios;0571;Fresno de Torote;254;270;283;275;
Municipios;0587;Fuenlabrada;16060;16029;15898;15600;
Municipios;0590;Fuente el Saz de Jarama;654;640;659;655;
Municipios;0604;Fuentidueña de Tajo;166;184;189;196;
Municipios;0611;Galapagar;3011;3033;3044;3021;
Municipios;0626;Garganta de los Montes;35;38;41;38;
Municipios;0632;Gargantilla del Lozoya y Pinilla de Buitrago;29;32;39;42;
Municipios;0647;Gascones;16;17;14;16;
Municipios;0650;Getafe;16042;16669;17169;17286;
Municipios;0663;Griñón;917;935;962;962;
Municipios;0679;Guadalix de la Sierra;655;699;677;664;
Municipios;0685;Guadarrama;1455;1504;1528;1566;
Municipios;0698;Hiruela (La);2;3;6;7;
Municipios;0702;Horcajo de la Sierra-Aoslos;14;14;16;15;
Municipios;0719;Horcajuelo de la Sierra;6;9;11;10;
Municipios;0724;Hoyo de Manzanares;697;705;736;764;
Municipios;0730;Humanes de Madrid;1572;1722;1864;2012;
Municipios;0745;Leganés;15599;16373;16755;17353;
Municipios;0758;Loeches;886;982;1012;1045;
Municipios;0761;Lozoya;49;44;59;56;
Municipios;9015;Lozoyuela-Navas-Sieteiglesias;132;141;150;165;
Municipios;0783;Madarcos;8;5;4;6;
Municipios;0796;Madrid;256921;264204;265098;264498;
Municipios;0800;Majadahonda;6188;6240;6169;6148;
Municipios;0822;Manzanares el Real;968;994;1024;1035;
Municipios;0838;Meco;1411;1464;1542;1550;
Municipios;0843;Mejorada del Campo;1857;1931;1977;2138;
Municipios;0856;Miraflores de la Sierra;600;591;605;654;
Municipios;0869;Molar (El);805;856;894;923;
Municipios;0875;Molinos (Los);355;343;340;324;
Municipios;0881;Montejo de la Sierra;44;41;34;30;
Municipios;0894;Moraleja de Enmedio;463;461;471;470;
Municipios;0908;Moralzarzal;1506;1522;1570;1566;
Municipios;0915;Morata de Tajuña;620;668;706;718;
Municipios;0920;Móstoles;14656;15454;16339;17266;
Municipios;0936;Navacerrada;312;305;314;307;
Municipios;0941;Navalafuente;128;140;145;151;
Municipios;0954;Navalagamella;263;252;257;288;
Municipios;0967;Navalcarnero;2473;2584;2786;3002;
Municipios;0973;Navarredonda y San Mamés;7;4;4;7;
Municipios;0992;Navas del Rey;241;250;257;271;
Municipios;1006;Nuevo Baztán;615;613;605;601;
Municipios;1013;Olmeda de las Fuentes;36;41;50;53;
Municipios;1028;Orusco de Tajuña;118;116;131;124;
Municipios;1049;Paracuellos de Jarama;2823;3016;3173;3342;
Municipios;1065;Parla;10444;11360;12086;12814;
Municipios;1071;Patones;42;39;44;38;
Municipios;1087;Pedrezuela;568;643;710;712;
