Serie;Codigo_municipio;Nombre;2020;2021;2022;2023
Comunidad de Madrid;;Comunidad de Madrid;170462;161716;167021;163620;
Zonas Estadísticas;01;Municipio de Madrid ;108725;101524;102628;98500;
Zonas Estadísticas;02;Norte Metropolitano ;5628;5478;5840;6002;
Zonas Estadísticas;03;Este Metropolitano  ;10963;10565;11256;11187;
Zonas Estadísticas;04;Sur Metropolitano   ;25750;25491;27666;28084;
Zonas Estadísticas;05;Oeste Metropolitano ;8415;8258;8806;9235;
Zonas Estadísticas;06;Sierra Norte        ;1083;1012;1032;1029;
Zonas Estadísticas;07;Nordeste Comunidad  ;955;888;915;840;
Zonas Estadísticas;08;Sudeste Comunidad   ;2331;2152;2236;2120;
Zonas Estadísticas;09;Sudoeste Comunidad  ;2110;2013;2059;2047;
Zonas Estadísticas;10;Sierra Sur          ;1026;966;1027;1012;
Zonas Estadísticas;11;Sierra Central      ;3476;3369;3556;3564;
Municipios;0014;Acebeda (La);5;3;1;1;
Municipios;0029;Ajalvir;66;58;66;69;
Municipios;0035;Alameda del Valle;4;6;7;8;
Municipios;0040;Alamo (El);250;237;243;267;
Municipios;0053;Alcalá de Henares;4581;4424;4679;4640;
Municipios;0066;Alcobendas;2056;2037;2280;2411;
Municipios;0072;Alcorcón;4732;4825;5411;5679;
Municipios;0088;Aldea del Fresno;80;85;82;77;
Municipios;0091;Algete;314;315;340;359;
Municipios;0105;Alpedrete;264;270;307;318;
Municipios;0112;Ambite;28;26;23;14;
Municipios;0127;Anchuelo;17;17;26;21;
Municipios;0133;Aranjuez;1418;1306;1334;1335;
Municipios;0148;Arganda del Rey;717;738;797;823;
Municipios;0151;Arroyomolinos;148;162;181;192;
Municipios;0164;Atazar (El);7;7;4;4;
Municipios;0170;Batres;24;19;23;25;
Municipios;0186;Becerril de la Sierra;111;109;127;127;
Municipios;0199;Belmonte de Tajo;36;34;35;35;
Municipios;0210;Berrueco (El);32;27;20;24;
Municipios;0203;Berzosa del Lozoya;2;7;6;7;
Municipios;0225;Boadilla del Monte;720;718;796;856;
Municipios;0231;Boalo (El);99;100;108;110;
Municipios;0246;Braojos;6;6;5;5;
Municipios;0259;Brea de Tajo;31;23;22;22;
Municipios;0262;Brunete;172;153;153;170;
Municipios;0278;Buitrago del Lozoya;64;60;67;61;
Municipios;0284;Bustarviejo;49;48;48;45;
Municipios;0297;Cabanillas de la Sierra;19;20;27;28;
Municipios;0301;Cabrera (La);80;73;75;71;
Municipios;0318;Cadalso de los Vidrios;74;66;81;79;
Municipios;0323;Camarma de Esteruelas;104;75;86;82;
Municipios;0339;Campo Real;120;109;104;105;
Municipios;0344;Canencia;27;22;21;21;
Municipios;0357;Carabaña;61;51;47;49;
Municipios;0360;Casarrubuelos;26;30;40;40;
Municipios;0376;Cenicientos;91;95;95;96;
Municipios;0382;Cercedilla;206;189;196;196;
Municipios;0395;Cervera de Buitrago;9;8;8;8;
Municipios;0513;Chapinería;73;67;69;61;
Municipios;0528;Chinchón;141;135;149;150;
Municipios;0409;Ciempozuelos;514;453;454;462;
Municipios;0416;Cobeña;85;86;80;78;
Municipios;0468;Collado Mediano;129;127;133;129;
Municipios;0474;Collado Villalba;1178;1136;1160;1139;
Municipios;0455;Colmenar Viejo;967;874;890;868;
Municipios;0437;Colmenar de Oreja;268;240;250;231;
Municipios;0421;Colmenar del Arroyo;37;37;41;45;
Municipios;0442;Colmenarejo;133;124;120;137;
Municipios;0480;Corpa;25;23;17;15;
Municipios;0493;Coslada;1397;1375;1487;1523;
Municipios;0506;Cubas de la Sagra;86;74;74;73;
Municipios;0534;Daganzo de Arriba;109;116;112;89;
Municipios;0549;Escorial (El);366;346;367;372;
Municipios;0552;Estremera;60;54;58;47;
Municipios;0565;Fresnedillas de la Oliva;16;16;19;25;
Municipios;0571;Fresno de Torote;35;39;39;36;
Municipios;0587;Fuenlabrada;2244;2184;2312;2246;
Municipios;0590;Fuente el Saz de Jarama;124;117;125;119;
Municipios;0604;Fuentidueña de Tajo;56;51;55;50;
Municipios;0611;Galapagar;539;520;549;575;
Municipios;0626;Garganta de los Montes;7;8;10;14;
