Serie;Codigo_municipio;Nombre;2020;2021;2022;2023
Comunidad de Madrid;;Comunidad de Madrid;14633;15762;15280;16451;
Zonas Estadísticas;01;Municipio de Madrid ;9514;10164;10062;10733;
Zonas Estadísticas;02;Norte Metropolitano ;505;580;550;599;
Zonas Estadísticas;03;Este Metropolitano  ;777;825;800;907;
Zonas Estadísticas;04;Sur Metropolitano   ;1754;1929;1808;1926;
Zonas Estadísticas;05;Oeste Metropolitano ;924;966;858;978;
Zonas Estadísticas;06;Sierra Norte        ;126;157;152;161;
Zonas Estadísticas;07;Nordeste Comunidad  ;76;95;75;79;
Zonas Estadísticas;08;Sudeste Comunidad   ;207;241;243;265;
Zonas Estadísticas;09;Sudoeste Comunidad  ;297;335;282;314;
Zonas Estadísticas;10;Sierra Sur          ;126;124;117;126;
Zonas Estadísticas;11;Sierra Central      ;327;346;333;363;
Municipios;0014;Acebeda (La);1;1;1;1;
Municipios;0029;Ajalvir;5;4;6;11;
Municipios;0035;Alameda del Valle;0;0;0;2;
Municipios;0040;Alamo (El);51;62;54;65;
Municipios;0053;Alcalá de Henares;311;341;329;371;
Municipios;0066;Alcobendas;163;186;179;189;
Municipios;0072;Alcorcón;313;352;317;351;
Municipios;0088;Aldea del Fresno;9;12;9;10;
Municipios;0091;Algete;26;33;28;34;
Municipios;0105;Alpedrete;19;21;28;24;
Municipios;0112;Ambite;1;0;1;1;
Municipios;0127;Anchuelo;2;4;5;3;
Municipios;0133;Aranjuez;113;120;120;117;
Municipios;0148;Arganda del Rey;72;78;69;76;
Municipios;0151;Arroyomolinos;8;9;13;16;
Municipios;0164;Atazar (El);0;0;0;0;
Municipios;0170;Batres;2;4;2;3;
Municipios;0186;Becerril de la Sierra;6;12;14;14;
Municipios;0199;Belmonte de Tajo;1;3;6;5;
Municipios;0210;Berrueco (El);4;3;4;1;
Municipios;0203;Berzosa del Lozoya;3;5;7;5;
Municipios;0225;Boadilla del Monte;72;69;63;85;
Municipios;0231;Boalo (El);10;11;10;10;
Municipios;0246;Braojos;0;0;0;0;
Municipios;0259;Brea de Tajo;2;1;1;2;
Municipios;0262;Brunete;17;12;16;23;
Municipios;0278;Buitrago del Lozoya;14;15;15;14;
Municipios;0284;Bustarviejo;7;7;6;8;
Municipios;0297;Cabanillas de la Sierra;0;0;0;0;
Municipios;0301;Cabrera (La);5;11;12;14;
Municipios;0318;Cadalso de los Vidrios;13;9;12;10;
Municipios;0323;Camarma de Esteruelas;6;6;5;2;
Municipios;0339;Campo Real;14;11;10;16;
Municipios;0344;Canencia;2;4;6;4;
Municipios;0357;Carabaña;13;17;18;16;
Municipios;0360;Casarrubuelos;4;6;2;1;
Municipios;0376;Cenicientos;9;9;6;12;
Municipios;0382;Cercedilla;28;26;30;27;
Municipios;0395;Cervera de Buitrago;1;0;0;1;
Municipios;0513;Chapinería;8;8;7;9;
Municipios;0528;Chinchón;12;14;17;18;
Municipios;0409;Ciempozuelos;39;48;47;63;
Municipios;0416;Cobeña;5;8;7;11;
Municipios;0468;Collado Mediano;7;9;7;8;
Municipios;0474;Collado Villalba;95;105;94;118;
Municipios;0455;Colmenar Viejo;97;130;129;139;
Municipios;0437;Colmenar de Oreja;22;26;21;24;
Municipios;0421;Colmenar del Arroyo;9;7;2;4;
Municipios;0442;Colmenarejo;16;16;18;14;
Municipios;0480;Corpa;1;3;2;2;
Municipios;0493;Coslada;103;97;94;103;
Municipios;0506;Cubas de la Sagra;24;28;18;17;
Municipios;0534;Daganzo de Arriba;5;5;4;8;
Municipios;0549;Escorial (El);37;32;30;39;
Municipios;0552;Estremera;9;6;9;8;
Municipios;0565;Fresnedillas de la Oliva;1;2;1;2;
Municipios;0571;Fresno de Torote;5;5;3;2;
Municipios;0587;Fuenlabrada;174;198;176;209;
Municipios;0590;Fuente el Saz de Jarama;13;23;21;15;
Municipios;0604;Fuentidueña de Tajo;2;6;5;4;
Municipios;0611;Galapagar;35;47;51;59;
Municipios;0626;Garganta de los Montes;1;1;1;0;
Municipios;0632;Gargantilla del Lozoya y Pinilla de Buitrago;2;1;1;0;
Municipios;0647;Gascones;0;0;0;0;
Municipios;0650;Getafe;272;287;282;268;
Municipios;0663;Griñón;32;27;21;32;
Municipios;0679;Guadalix de la Sierra;14;16;14;10;
Municipios;0685;Guadarrama;57;57;44;49;
Municipios;0698;Hiruela (La);0;0;0;0;
Municipios;0702;Horcajo de la Sierra-Aoslos;1;0;0;0;
Municipios;0719;Horcajuelo de la Sierra;1;1;0;0;
Municipios;0724;Hoyo de Manzanares;18;17;20;21;
Municipios;0730;Humanes de Madrid;16;14;10;15;
Municipios;0745;Leganés;287;314;294;299;
Municipios;0758;Loeches;11;7;6;7;
Municipios;0761;Lozoya;5;7;4;4;
Municipios;9015;Lozoyuela-Navas-Sieteiglesias;8;8;8;5;
Municipios;0783;Madarcos;0;0;0;0;
Municipios;0796;Madrid;9514;10164;10062;10733;
Municipios;0800;Majadahonda;121;145;132;134;
Municipios;0822;Manzanares el Real;12;9;15;17;
Municipios;0838;Meco;13;16;10;9;
Municipios;0843;Mejorada del Campo;19;17;20;27;
Municipios;0856;Miraflores de la Sierra;9;10;10;7;
Municipios;0869;Molar (El);13;12;6;9;
Municipios;0875;Molinos (Los);10;8;9;12;
Municipios;0881;Montejo de la Sierra;2;5;4;5;
Municipios;0894;Moraleja de Enmedio;8;9;13;8;
Municipios;0908;Moralzarzal;15;18;20;26;
Municipios;0915;Morata de Tajuña;35;27;25;27;
Municipios;0920;Móstoles;321;364;344;358;
Municipios;0936;Navacerrada;13;12;10;10;
Municipios;0941;Navalafuente;0;0;1;2;
Municipios;0954;Navalagamella;7;8;5;6;
Municipios;0967;Navalcarnero;52;67;61;69;
Municipios;0973;Navarredonda y San Mamés;1;2;1;0;
Municipios;0992;Navas del Rey;8;4;5;8;
Municipios;1006;Nuevo Baztán;3;6;7;6;
