Codigo_Valor,Nombre,Valor,Year,Indicador,lau_id
2.11-2023-28063,Gargantilla del Lozoya y Pinilla de Buitrago,24.18,2023,2.11,28063
2.11-2023-28064,Gascones,20.07,2023,2.11,28064
2.11-2023-28065,Getafe,78.59,2023,2.11,28065
2.11-2023-28066,Griñón,17.09,2023,2.11,28066
2.11-2023-28067,Guadalix de la Sierra,60.26,2023,2.11,28067
2.11-2023-28068,Guadarrama,57.18,2023,2.11,28068
2.11-2023-28069,Hiruela (La),17.16,2023,2.11,28069
2.11-2023-28070,Horcajo de la Sierra-Aoslos,21.2,2023,2.11,28070
2.11-2023-28071,Horcajuelo de la Sierra,23.83,2023,2.11,28071
2.11-2023-28072,Hoyo de Manzanares,45.23,2023,2.11,28072
2.11-2023-28073,Humanes de Madrid,19.66,2023,2.11,28073
