Fuenlabrada;058;T;4747,33;5696,8
Fuenlabrada;058;T;9115,73;10938,88
Madrid;079;R;536;375,27
Fuenlabrada;058;T;4913,67;5869,4
Fuenlabrada;058;T;5317,75;6381,3
Pozuelo de Alarcón;115;R;700;210
Fuenlabrada;058;T;5117,5;6141
Fuenlabrada;058;T;5698,5;6838,2
Escorial, El;054;R;3800,01;3080
Escorial, El;054;O;6716,14;7600
Madrid;079;R;1522,19;4296,53
Madrid;079;T;839,05;435,35
Pozuelo de Alarcón;115;R;700;210
Pozuelo de Alarcón;115;R;700;210
Pozuelo de Alarcón;115;R;700;210
Pozuelo de Alarcón;115;R;700;210
Pozuelo de Alarcón;115;R;700;210
Colmenar Viejo;045;R;2321,66;1432
Pozuelo de Alarcón;115;R;506,4;285
San Sebastián de los Reyes;134;T;12250;16500
Parla;106;R;10000;16810
Pozuelo de Alarcón;115;R;506,4;285
Pozuelo de Alarcón;115;R;506,4;285
Parla;106;R;10000;7200
Pozuelo de Alarcón;115;R;506,4;285
Colmenar Viejo;045;T;20342,26;12340
Pozuelo de Alarcón;115;R;506,4;285
Pozuelo de Alarcón;115;R;506,4;285
Escorial, El;054;T;5071,12;6000
Escorial, El;054;T;9126,41;10600
Alcobendas;006;T;5396,33;7409
Alcalá de Henares;005;I;6938,31;5325,62
Alcalá de Henares;005;I;2835,6;2268,48
Olmeda de las Fuentes;101;R;11478;2500
Olmeda de las Fuentes;101;T;15336;3685
Alcobendas;006;T;5382,15;7248
Leganés;074;T;21109;9499
Alcobendas;006;T;5912,66;7952
Arroyomolinos;015;C;4304,19;2582,51
Alcobendas;006;T;5911,18;7952
Alcobendas;006;T;5907,18;7952
Pozuelo de Alarcón;115;R;506,4;285
Pozuelo de Alarcón;115;R;506,4;285
Móstoles;092;I;2520;1638
Móstoles;092;I;2520;1638
Móstoles;092;I;3149;2047
Madrid;079;R;20058,98;32697
Móstoles;092;T;3535;4065
Pozuelo de Alarcón;115;R;599,07;285
Pozuelo de Alarcón;115;R;500;285
Pozuelo de Alarcón;115;R;500;285
Pozuelo de Alarcón;115;R;500;285
Madrid;079;I;1339,7;2631,81
Pozuelo de Alarcón;115;R;500;285
Pozuelo de Alarcón;115;R;500;285
Pozuelo de Alarcón;115;R;500;285
Aldea del Fresno;008;R;265;265
Pozuelo de Alarcón;115;R;500;285
Paracuellos de Jarama;104;I;19193;11981,91
Pozuelo de Alarcón;115;R;500;285
Pozuelo de Alarcón;115;R;500;285
Pinto;113;T;2332;1749
Colmenarejo;044;O;1548,81;2323,22
Pinto;113;T;3150;2362
Valdemoro;161;R;1511,45;3150
Alcorcón;007;O;17549;17549
Pozuelo de Alarcón;115;R;550,5;285
Pozuelo de Alarcón;115;R;500;285
Pozuelo de Alarcón;115;R;500;285
Pozuelo de Alarcón;115;R;500;285
Getafe;065;I;2642;1735
Getafe;065;I;2744;1800
Getafe;065;I;24037;12000
Getafe;065;I;2553;1660
Getafe;065;I;2442;1590
Getafe;065;I;2442;1590
Getafe;065;I;2553;1660
Getafe;065;I;2442;1590
Getafe;065;I;2442;1590
Escorial, El;054;T;1503,03;1720
Escorial, El;054;T;2802,71;3250
Escorial, El;054;R;5039,2;3990
Alcorcón;007;O;37036;37036
Alcorcón;007;O;25799;25799
Colmenar Viejo;045;O;7532;5649
Pozuelo de Alarcón;115;R;505,75;292
Fuenlabrada;058;O;44200,21;44200,21
Moralzarzal;090;O;2310;1617
Quijorna;119;O;3671,69;3671,69
Quijorna;119;O;4690,41;4690,41
Colmenar Viejo;045;C;578,34;652,26
Pozuelo de Alarcón;115;R;505,94;292
Pozuelo de Alarcón;115;R;506,47;292
Colmenar Viejo;045;R;1206,68;1221,91
Colmenar Viejo;045;O;9239;6929,25
Daganzo de Arriba;053;O;1280,3;1536,36
Madrid;079;R;776,21;875,39
Torremocha de Jarama;153;T;3305;1652,5
Pozuelo de Alarcón;115;R;508,5;292
Pozuelo de Alarcón;115;R;503,71;292
Madrid;079;R;250,02;244,57
Madrid;079;R;250,27;244,57
Pozuelo de Alarcón;115;R;505,39;292
Madrid;079;R;368,57;336,48
Alcalá de Henares;005;T;14819,67;11114,75
Madrid;079;I;5000;4900
Pozuelo de Alarcón;115;R;502,28;292
Valdeolmos0Alalpardo;162;R;273,04;382,26
Valdeolmos0Alalpardo;162;R;260,8;365,12
Escorial, El;054;C;11050,69;12761,49
Escorial, El;054;C;569,94;625
Rivas0Vaciamadrid;123;C;28861;16235,19
Valdeolmos0Alalpardo;162;R;273,94;383,52
Pozuelo de Alarcón;115;R;501,63;292
Pozuelo de Alarcón;115;R;507,67;262,73
Pozuelo de Alarcón;115;R;559,07;262,73
Valdeolmos0Alalpardo;162;R;397,89;557,05
Valdeolmos0Alalpardo;162;R;302,29;423,21
Valdeolmos0Alalpardo;162;R;301,69;422,37
Valdeolmos0Alalpardo;162;R;426,96;597,74
Pozuelo de Alarcón;115;R;523,52;262,73
Pozuelo de Alarcón;115;R;506,15;262,73
Pozuelo de Alarcón;115;R;501,64;262,73
Meco;083;I;1245,46;934,1
Meco;083;I;1245,29;933,97
Meco;083;I;1245,11;933,83
Meco;083;I;1244,92;933,69
Meco;083;I;1244,74;933,56
Arganda del Rey;014;R;1430,96;7197,68
Madrid;079;R;273,6;250,75
Madrid;079;T;2398;2173
Madrid;079;R;250,19;244,49
Madrid;079;R;250;244,33
Pozuelo de Alarcón;115;R;505,04;262,73
Pozuelo de Alarcón;115;R;501,97;262,73
Manzanares el Real;082;R;552;182
Manzanares el Real;082;R;571;188
Manzanares el Real;082;R;536;176
Pozuelo de Alarcón;115;R;500;262,73
Colmenar Viejo;045;R;193;237,39
Colmenar Viejo;045;R;1600;2400
Pozuelo de Alarcón;115;R;510,5;262,73
Pozuelo de Alarcón;115;R;575,27;262,73
Pozuelo de Alarcón;115;R;504,81;262,73
Pozuelo de Alarcón;115;R;500,46;262,73
Pozuelo de Alarcón;115;R;531,04;328,61
Pozuelo de Alarcón;115;R;551,45;341,24
Pozuelo de Alarcón;115;R;503,63;311,65
Pozuelo de Alarcón;115;R;700;210
Pozuelo de Alarcón;115;R;700;210
Pozuelo de Alarcón;115;R;700;210
Pozuelo de Alarcón;115;R;700;210
Pozuelo de Alarcón;115;R;700;210
Pozuelo de Alarcón;115;R;700;210
Pozuelo de Alarcón;115;R;700;210
Pozuelo de Alarcón;115;R;700;210
Madrid;079;T;28977,34;109677,95
Madrid;079;T;17708,25;50488,58
Olmeda de las Fuentes;101;R;311;528
Olmeda de las Fuentes;101;R;2106;3850
Olmeda de las Fuentes;101;R;954;434,07
Villanueva de la Cañada;176;T;6000;3786,72
Boadilla del Monte;022;R;528;240
Boadilla del Monte;022;R;446;204
Torrejón de Ardoz;148;R;378,5;227,1
Boadilla del Monte;022;R;414;200
Boadilla del Monte;022;R;549;240
Boadilla del Monte;022;R;604;240
Boadilla del Monte;022;R;690;240
Boadilla del Monte;022;R;543;240
Boadilla del Monte;022;R;691;240
Boadilla del Monte;022;R;725;279
Boadilla del Monte;022;R;757;280
Boadilla del Monte;022;R;715;240
Boadilla del Monte;022;R;472;217
Boadilla del Monte;022;R;570;260
Boadilla del Monte;022;R;617;240
Boadilla del Monte;022;R;548;240
Boadilla del Monte;022;R;552;240
Boadilla del Monte;022;R;549;240
Paracuellos de Jarama;104;R;150;172,76
Paracuellos de Jarama;104;R;150;172,76
Paracuellos de Jarama;104;R;150;172,76
Paracuellos de Jarama;104;R;150;172,76
Paracuellos de Jarama;104;R;150;172,76
Paracuellos de Jarama;104;R;232,55;172,76
Paracuellos de Jarama;104;R;150,03;172,76
Boadilla del Monte;022;R;661;240
Boadilla del Monte;022;R;580;240
Boadilla del Monte;022;R;552;240
Villanueva de la Cañada;176;I;2004,81;1202,88
Paracuellos de Jarama;104;R;150,02;172,76
Boadilla del Monte;022;R;4418;2400
Boadilla del Monte;022;R;2395;1200
Paracuellos de Jarama;104;R;150,01;172,76
Paracuellos de Jarama;104;R;150,01;172,76
Paracuellos de Jarama;104;R;310,27;225
Paracuellos de Jarama;104;R;309,48;225
Paracuellos de Jarama;104;R;343,61;225
Paracuellos de Jarama;104;R;343,82;225
Paracuellos de Jarama;104;R;343,63;225
Paracuellos de Jarama;104;R;343,58;225
Paracuellos de Jarama;104;R;446,32;280
Paracuellos de Jarama;104;R;402,8;280
Paracuellos de Jarama;104;R;402,8;280
Paracuellos de Jarama;104;R;402,8;280
Paracuellos de Jarama;104;R;402,8;280
Paracuellos de Jarama;104;R;402,8;280
Madrid;079;R;288,75;1050
Parla;106;T;2675,5;4682,13
Parla;106;T;2675,5;4682,13
Parla;106;I;400;480
Parla;106;I;400;480
Paracuellos de Jarama;104;R;402,8;280
Paracuellos de Jarama;104;R;402,8;280
Parla;106;I;400;480
Parla;106;I;400;480
Paracuellos de Jarama;104;R;308,17;222,58
Paracuellos de Jarama;104;R;308,17;222,58
Paracuellos de Jarama;104;R;308,17;222,58
Parla;106;I;400;480
Parla;106;I;400;480
Parla;106;I;400;480
Paracuellos de Jarama;104;R;308,17;222,58
Parla;106;I;400;480
Parla;106;I;400;480
Parla;106;I;400;480
Parla;106;I;400;480
Parla;106;I;400;480
Parla;106;I;400;480
Parla;106;I;400;480
Parla;106;I;429,2;515,04
Parla;106;I;429,2;515,04
Parla;106;I;400;480
Parla;106;I;400;480
Parla;106;I;400;480
Getafe;065;I;4530;2500
Getafe;065;I;4400;2500
Getafe;065;I;4400;2860
Getafe;065;I;4400;2860
Getafe;065;I;4400;2860
Getafe;065;I;5610;3845
Getafe;065;I;6600;4525
Getafe;065;I;6600;4525
Getafe;065;I;6600;4525
Parla;106;I;400;480
Parla;106;I;400;480
Parla;106;I;436,8;524,16
Parla;106;I;407,2;488,64
Parla;106;I;407,2;488,64
Parla;106;I;407,2;488,64
Getafe;065;I;11410;6845
Getafe;065;I;5610;3845
Getafe;065;I;4400;2860
Parla;106;I;407,2;488,64
Parla;106;I;407,2;488,64
Parla;106;I;407,2;488,64
Parla;106;I;407,2;488,64
Parla;106;I;407,2;488,64
Navalcarnero;096;R;4325;5168
Navalcarnero;096;R;8980;11638
Navalcarnero;096;R;2179;2590
Navalcarnero;096;R;17149;22294
Navalcarnero;096;R;3610;2590
Humanes de Madrid;073;R;1772;3544
Velilla de San Antonio;167;R;10729;10730
Parla;106;I;407,2;488,64
Parla;106;I;407,2;488,64
Parla;106;I;436,8;524,16
Parla;106;I;400;480
Parla;106;I;400;480
Parla;106;I;400;480
Parla;106;I;400;480
Getafe;065;T;4030,46;4063
Getafe;065;I;8678;6075
Getafe;065;I;3151;2045
Getafe;065;I;3151;2045
Paracuellos de Jarama;104;R;300;206,77
Paracuellos de Jarama;104;R;300;206,77
Majadahonda;080;T;1136;2727,5
Paracuellos de Jarama;104;R;300;206,77
Guadalix de la Sierra;067;R;950;399
Parla;106;R;160,88;115,2
Parla;106;R;161,29;114,69
Parla;106;R;160,25;113,95
Parla;106;R;160,15;113,88
Parla;106;R;160,15;113,88
Parla;106;R;160;113,77
Boadilla del Monte;022;C;13709;9596,3
Boadilla del Monte;022;C;10830;7581
Getafe;065;I;4751;3045
Getafe;065;I;4751;3045
Getafe;065;I;4751;3045
Getafe;065;I;2100;1416
Getafe;065;I;2100;1417
Getafe;065;I;2100;1417
Getafe;065;I;2100;1417
Getafe;065;I;2100;1417
Getafe;065;I;2100;1416
Getafe;065;I;2600;1705
Boadilla del Monte;022;C;6860;4802
Boadilla del Monte;022;C;5871;4109,7
Valdeolmos0Alalpardo;162;R;547,1;437,68
Rozas de Madrid, Las;127;I;9672;11606
Boadilla del Monte;022;T;11018;3305,4
Paracuellos de Jarama;104;R;300;206,77
Paracuellos de Jarama;104;R;300;206,77
Paracuellos de Jarama;104;R;300;206,77
Paracuellos de Jarama;104;R;300;206,77
Paracuellos de Jarama;104;R;300;206,77
Paracuellos de Jarama;104;R;300;206,77
Paracuellos de Jarama;104;R;300;206,77
Paracuellos de Jarama;104;R;300;206,77
Paracuellos de Jarama;104;R;300;206,77
Paracuellos de Jarama;104;R;300;206,77
Paracuellos de Jarama;104;R;300;206,77
Paracuellos de Jarama;104;R;300;206,77
Paracuellos de Jarama;104;R;300;206,77
Molar, El;086;O;336,39;0
Molar, El;086;R;267,02;125,57
Molar, El;086;R;271,84;127,84
Molar, El;086;R;277,06;130,3
Molar, El;086;R;277,85;130,67
Molar, El;086;R;267,32;125,72
Leganés;074;T;1549,98;2247,51
Boadilla del Monte;022;T;27796;8059
Boadilla del Monte;022;R;5250;5250
Boadilla del Monte;022;R;5250;5250
Boadilla del Monte;022;R;3200;1472
Boadilla del Monte;022;R;5149;2040
Boadilla del Monte;022;R;1600;667
Boadilla del Monte;022;R;9255;3838
Alcorcón;007;O;8905;13357,5
Alcorcón;007;I;5000;2835
Boadilla del Monte;022;R;1615;1130,5
Pozuelo de Alarcón;115;R;1826,11;1386,02
Pozuelo de Alarcón;115;R;1407,7;1126,16
Pozuelo de Alarcón;115;R;2290;1800
Pozuelo de Alarcón;115;R;610;366
Pozuelo de Alarcón;115;R;652;391
Pozuelo de Alarcón;115;R;519,35;
Pozuelo de Alarcón;115;R;500,01;
Pozuelo de Alarcón;115;R;500,01;
Pozuelo de Alarcón;115;R;614,72;299,55
Pozuelo de Alarcón;115;R;500,78;299,55
Pozuelo de Alarcón;115;R;702;300
Pozuelo de Alarcón;115;R;710;300
Pozuelo de Alarcón;115;R;505,1;292
Pozuelo de Alarcón;115;R;505,75;292
Boadilla del Monte;022;R;3791;1689,5
Pozuelo de Alarcón;115;R;500;285
Zarzalejo;183;R;502;200,8
