Serie;Codigo_municipio;2022;2023
Comunidad de Madrid;;Comunidad de Madrid;332967;330560;
Zonas Estadísticas;01;Municipio de Madrid ;140055;140109;
Zonas Estadísticas;02;Norte Metropolitano ;20953;20773;
Zonas Estadísticas;03;Este Metropolitano  ;36348;36120;
Zonas Estadísticas;04;Sur Metropolitano   ;71225;70105;
Zonas Estadísticas;05;Oeste Metropolitano ;29019;28698;
Zonas Estadísticas;06;Sierra Norte        ;2432;2372;
Zonas Estadísticas;07;Nordeste Comunidad  ;4170;4003;
Zonas Estadísticas;08;Sudeste Comunidad   ;6353;6428;
Zonas Estadísticas;09;Sudoeste Comunidad  ;10840;10659;
Zonas Estadísticas;10;Sierra Sur          ;1890;1880;
Zonas Estadísticas;11;Sierra Central      ;9682;9413;
Municipios;0014;Acebeda (La);1;0;
Municipios;0029;Ajalvir;231;212;
Municipios;0035;Alameda del Valle;13;13;
Municipios;0040;Alamo (El);564;574;
Municipios;0053;Alcalá de Henares;8814;8753;
Municipios;0066;Alcobendas;6688;6557;
Municipios;0072;Alcorcón;8220;8044;
Municipios;0088;Aldea del Fresno;170;179;
Municipios;0091;Algete;1085;1102;
Municipios;0105;Alpedrete;776;749;
Municipios;0112;Ambite;29;33;
Municipios;0127;Anchuelo;90;100;
Municipios;0133;Aranjuez;3309;3267;
Municipios;0148;Arganda del Rey;3475;3420;
Municipios;0151;Arroyomolinos;3329;3257;
Municipios;0164;Atazar (El);4;4;
Municipios;0170;Batres;81;89;
Municipios;0186;Becerril de la Sierra;311;298;
Municipios;0199;Belmonte de Tajo;84;93;
Municipios;0210;Berrueco (El);55;51;
Municipios;0203;Berzosa del Lozoya;3;6;
Municipios;0225;Boadilla del Monte;4309;4358;
Municipios;0231;Boalo (El);595;579;
Municipios;0246;Braojos;5;6;
Municipios;0259;Brea de Tajo;14;17;
Municipios;0262;Brunete;572;559;
Municipios;0278;Buitrago del Lozoya;114;102;
Municipios;0284;Bustarviejo;137;140;
Municipios;0297;Cabanillas de la Sierra;49;47;
Municipios;0301;Cabrera (La);152;141;
Municipios;0318;Cadalso de los Vidrios;147;149;
Municipios;0323;Camarma de Esteruelas;456;423;
Municipios;0339;Campo Real;415;427;
Municipios;0344;Canencia;13;12;
Municipios;0357;Carabaña;138;130;
Municipios;0360;Casarrubuelos;243;240;
Municipios;0376;Cenicientos;85;81;
Municipios;0382;Cercedilla;334;352;
Municipios;0395;Cervera de Buitrago;4;4;
Municipios;0513;Chapinería;166;165;
Municipios;0528;Chinchón;271;269;
Municipios;0409;Ciempozuelos;1333;1339;
Municipios;0416;Cobeña;562;546;
Municipios;0468;Collado Mediano;373;362;
Municipios;0474;Collado Villalba;3163;3180;
Municipios;0455;Colmenar Viejo;3195;3231;
Municipios;0437;Colmenar de Oreja;410;402;
Municipios;0421;Colmenar del Arroyo;104;90;
Municipios;0442;Colmenarejo;531;479;
Municipios;0480;Corpa;61;56;
Municipios;0493;Coslada;3348;3318;
Municipios;0506;Cubas de la Sagra;482;480;
Municipios;0534;Daganzo de Arriba;675;598;
Municipios;0549;Escorial (El);772;773;
Municipios;0552;Estremera;65;54;
Municipios;0565;Fresnedillas de la Oliva;112;99;
Municipios;0571;Fresno de Torote;167;157;
Municipios;0587;Fuenlabrada;9089;8873;
Municipios;0590;Fuente el Saz de Jarama;385;370;
Municipios;0604;Fuentidueña de Tajo;109;101;
Municipios;0611;Galapagar;1828;1857;
Municipios;0626;Garganta de los Montes;12;14;
Municipios;0632;Gargantilla del Lozoya y Pinilla de Buitrago;10;10;
Municipios;0647;Gascones;7;7;
Municipios;0650;Getafe;9960;10142;
Municipios;0663;Griñón;599;569;
Municipios;0679;Guadalix de la Sierra;352;343;
Municipios;0685;Guadarrama;884;865;
Municipios;0698;Hiruela (La);3;2;
Municipios;0702;Horcajo de la Sierra-Aoslos;11;11;
Municipios;0719;Horcajuelo de la Sierra;3;2;
Municipios;0724;Hoyo de Manzanares;463;440;
Municipios;0730;Humanes de Madrid;1353;1240;
Municipios;0745;Leganés;9111;8956;
Municipios;0758;Loeches;552;560;
Municipios;0761;Lozoya;14;17;
Municipios;9015;Lozoyuela-Navas-Sieteiglesias;72;70;
Municipios;0783;Madarcos;1;1;
Municipios;0796;Madrid;140055;140109;
Municipios;0800;Majadahonda;3932;3850;
Municipios;0822;Manzanares el Real;585;563;
Municipios;0838;Meco;935;912;
Municipios;0843;Mejorada del Campo;1246;1261;
Municipios;0856;Miraflores de la Sierra;338;336;
Municipios;0869;Molar (El);551;547;
Municipios;0875;Molinos (Los);186;168;
Municipios;0881;Montejo de la Sierra;15;12;
Municipios;0894;Moraleja de Enmedio;327;320;
Municipios;0908;Moralzarzal;782;748;
Municipios;0915;Morata de Tajuña;423;400;
Municipios;0920;Móstoles;10194;10152;
Municipios;0936;Navacerrada;132;122;
Municipios;0941;Navalafuente;93;113;
Municipios;0954;Navalagamella;159;167;
Municipios;0967;Navalcarnero;2305;2277;
Municipios;0973;Navarredonda y San Mamés;2;4;
Municipios;0992;Navas del Rey;147;155;
Municipios;1006;Nuevo Baztán;317;340;
Municipios;1013;Olmeda de las Fuentes;21;25;
Municipios;1028;Orusco de Tajuña;62;64;
Municipios;1049;Paracuellos de Jarama;2449;2285;
Municipios;1065;Parla;8869;8682;
Municipios;1071;Patones;25;26;
Municipios;1087;Pedrezuela;458;438;
Municipios;1090;Pelayos de la Presa;136;134;
Municipios;1104;Perales de Tajuña;156;148;
Municipios;1111;Pezuela de las Torres;53;58;
Municipios;1126;Pinilla del Valle;8;4;
Municipios;1132;Pinto;3293;3299;
Municipios;1147;Piñuécar-Gandullas;10;10;
Municipios;1150;Pozuelo de Alarcón;4873;4749;
Municipios;1163;Pozuelo del Rey;91;91;
Municipios;1179;Prádena del Rincón;6;4;
Municipios;1185;Puebla de la Sierra;3;3;
Municipios;9020;Puentes Viejas;40;32;
Municipios;1198;Quijorna;208;214;
Municipios;1202;Rascafría;49;52;
Municipios;1219;Redueña;9;10;
Municipios;1224;Ribatejada;38;51;
Municipios;1230;Rivas-Vaciamadrid;6679;6873;
Municipios;1245;Robledillo de la Jara;1;6;
Municipios;1258;Robledo de Chavela;163;159;
Municipios;1261;Robregordo;3;2;
Municipios;1277;Rozas de Madrid (Las);5795;5633;
Municipios;1283;Rozas de Puerto Real;9;13;
Municipios;1296;San Agustín del Guadalix;895;812;
Municipios;1300;San Fernando de Henares;1741;1683;
Municipios;1317;San Lorenzo de El Escorial;898;883;
Municipios;1338;San Martín de Valdeiglesias;448;454;
Municipios;1322;San Martín de la Vega;1299;1232;
Municipios;1343;San Sebastián de los Reyes;5680;5585;
Municipios;1356;Santa María de la Alameda;82;76;
