Serie;Codigo_municipio;2022;2023
Comunidad de Madrid;;Comunidad de Madrid;363387;367599;
Zonas Estadísticas;01;Municipio de Madrid ;148131;150484;
Zonas Estadísticas;02;Norte Metropolitano ;21907;22549;
Zonas Estadísticas;03;Este Metropolitano  ;39893;40063;
Zonas Estadísticas;04;Sur Metropolitano   ;78351;79217;
Zonas Estadísticas;05;Oeste Metropolitano ;34849;34812;
Zonas Estadísticas;06;Sierra Norte        ;2610;2684;
Zonas Estadísticas;07;Nordeste Comunidad  ;4957;4955;
Zonas Estadísticas;08;Sudeste Comunidad   ;6956;6972;
Zonas Estadísticas;09;Sudoeste Comunidad  ;11269;11623;
Zonas Estadísticas;10;Sierra Sur          ;2255;2311;
Zonas Estadísticas;11;Sierra Central      ;12209;11929;
Municipios;0014;Acebeda (La);1;2;
Municipios;0029;Ajalvir;288;277;
Municipios;0035;Alameda del Valle;9;13;
Municipios;0040;Alamo (El);625;609;
Municipios;0053;Alcalá de Henares;10618;10373;
Municipios;0066;Alcobendas;7147;7377;
Municipios;0072;Alcorcón;9040;9031;
Municipios;0088;Aldea del Fresno;181;192;
Municipios;0091;Algete;1397;1383;
Municipios;0105;Alpedrete;1104;1068;
Municipios;0112;Ambite;29;33;
Municipios;0127;Anchuelo;93;101;
Municipios;0133;Aranjuez;3884;3931;
Municipios;0148;Arganda del Rey;3769;3828;
Municipios;0151;Arroyomolinos;2979;3220;
Municipios;0164;Atazar (El);3;3;
Municipios;0170;Batres;97;97;
Municipios;0186;Becerril de la Sierra;346;341;
Municipios;0199;Belmonte de Tajo;106;105;
Municipios;0210;Berrueco (El);35;42;
Municipios;0203;Berzosa del Lozoya;15;10;
Municipios;0225;Boadilla del Monte;5368;5365;
Municipios;0231;Boalo (El);641;633;
Municipios;0246;Braojos;5;4;
Municipios;0259;Brea de Tajo;19;19;
Municipios;0262;Brunete;732;749;
Municipios;0278;Buitrago del Lozoya;118;126;
Municipios;0284;Bustarviejo;185;182;
Municipios;0297;Cabanillas de la Sierra;51;57;
Municipios;0301;Cabrera (La);163;168;
Municipios;0318;Cadalso de los Vidrios;163;181;
Municipios;0323;Camarma de Esteruelas;605;588;
Municipios;0339;Campo Real;427;416;
Municipios;0344;Canencia;9;13;
Municipios;0357;Carabaña;128;137;
Municipios;0360;Casarrubuelos;284;291;
Municipios;0376;Cenicientos;96;101;
Municipios;0382;Cercedilla;387;372;
Municipios;0395;Cervera de Buitrago;4;4;
Municipios;0513;Chapinería;180;187;
Municipios;0528;Chinchón;279;297;
Municipios;0409;Ciempozuelos;1550;1547;
Municipios;0416;Cobeña;597;611;
Municipios;0468;Collado Mediano;460;450;
Municipios;0474;Collado Villalba;3624;3656;
Municipios;0455;Colmenar Viejo;3176;3298;
Municipios;0437;Colmenar de Oreja;482;490;
Municipios;0421;Colmenar del Arroyo;101;100;
Municipios;0442;Colmenarejo;702;692;
Municipios;0480;Corpa;41;45;
Municipios;0493;Coslada;3943;3861;
Municipios;0506;Cubas de la Sagra;594;583;
Municipios;0534;Daganzo de Arriba;936;897;
Municipios;0549;Escorial (El);863;881;
Municipios;0552;Estremera;68;79;
Municipios;0565;Fresnedillas de la Oliva;132;143;
Municipios;0571;Fresno de Torote;174;190;
Municipios;0587;Fuenlabrada;10709;10444;
Municipios;0590;Fuente el Saz de Jarama;430;430;
Municipios;0604;Fuentidueña de Tajo;114;112;
Municipios;0611;Galapagar;2139;2155;
Municipios;0626;Garganta de los Montes;12;13;
Municipios;0632;Gargantilla del Lozoya y Pinilla de Buitrago;19;17;
Municipios;0647;Gascones;19;21;
Municipios;0650;Getafe;9868;10242;
Municipios;0663;Griñón;691;729;
Municipios;0679;Guadalix de la Sierra;420;397;
Municipios;0685;Guadarrama;1041;1026;
Municipios;0698;Hiruela (La);0;0;
Municipios;0702;Horcajo de la Sierra-Aoslos;10;11;
Municipios;0719;Horcajuelo de la Sierra;6;7;
Municipios;0724;Hoyo de Manzanares;568;552;
Municipios;0730;Humanes de Madrid;1727;1705;
Municipios;0745;Leganés;10239;10297;
Municipios;0758;Loeches;682;632;
Municipios;0761;Lozoya;15;18;
Municipios;9015;Lozoyuela-Navas-Sieteiglesias;91;95;
Municipios;0783;Madarcos;5;4;
Municipios;0796;Madrid;148131;150484;
Municipios;0800;Majadahonda;4865;4746;
Municipios;0822;Manzanares el Real;600;594;
Municipios;0838;Meco;1081;1058;
Municipios;0843;Mejorada del Campo;1542;1505;
Municipios;0856;Miraflores de la Sierra;400;429;
Municipios;0869;Molar (El);614;624;
Municipios;0875;Molinos (Los);220;216;
Municipios;0881;Montejo de la Sierra;9;12;
Municipios;0894;Moraleja de Enmedio;368;368;
Municipios;0908;Moralzarzal;1020;1006;
Municipios;0915;Morata de Tajuña;456;463;
Municipios;0920;Móstoles;10464;10712;
Municipios;0936;Navacerrada;206;200;
Municipios;0941;Navalafuente;96;100;
Municipios;0954;Navalagamella;196;209;
Municipios;0967;Navalcarnero;2189;2295;
Municipios;0973;Navarredonda y San Mamés;0;0;
Municipios;0992;Navas del Rey;170;172;
Municipios;1006;Nuevo Baztán;397;388;
Municipios;1013;Olmeda de las Fuentes;30;24;
Municipios;1028;Orusco de Tajuña;72;78;
Municipios;1049;Paracuellos de Jarama;2520;2691;
Municipios;1065;Parla;9552;9810;
Municipios;1071;Patones;21;21;
Municipios;1087;Pedrezuela;452;469;
Municipios;1090;Pelayos de la Presa;149;147;
Municipios;1104;Perales de Tajuña;189;182;
Municipios;1111;Pezuela de las Torres;51;56;
Municipios;1126;Pinilla del Valle;7;9;
Municipios;1132;Pinto;3586;3673;
Municipios;1147;Piñuécar-Gandullas;10;4;
Municipios;1150;Pozuelo de Alarcón;5712;5682;
Municipios;1163;Pozuelo del Rey;93;99;
Municipios;1179;Prádena del Rincón;10;14;
Municipios;1185;Puebla de la Sierra;1;3;
Municipios;9020;Puentes Viejas;40;53;
Municipios;1198;Quijorna;303;297;
Municipios;1202;Rascafría;51;53;
Municipios;1219;Redueña;15;15;
Municipios;1224;Ribatejada;51;43;
Municipios;1230;Rivas-Vaciamadrid;6572;6791;
Municipios;1245;Robledillo de la Jara;2;3;
Municipios;1258;Robledo de Chavela;268;270;
Municipios;1261;Robregordo;0;3;
Municipios;1277;Rozas de Madrid (Las);6749;6811;
Municipios;1283;Rozas de Puerto Real;21;15;
Municipios;1296;San Agustín del Guadalix;1169;1140;
Municipios;1300;San Fernando de Henares;1888;1896;
Municipios;1317;San Lorenzo de El Escorial;1073;1045;
Municipios;1338;San Martín de Valdeiglesias;538;548;
Municipios;1322;San Martín de la Vega;1433;1476;
Municipios;1343;San Sebastián de los Reyes;5599;5826;
Municipios;1356;Santa María de la Alameda;86;84;
Municipios;1369;Santorcaz;52;41;
Municipios;1375;Santos de la Humosa (Los);227;221;
Municipios;1381;Serna del Monte (La);6;6;
Municipios;1408;Serranillos del Valle;317;318;
Municipios;1415;Sevilla la Nueva;777;753;
Municipios;1436;Somosierra;2;2;
Municipios;1441;Soto del Real;540;533;
Municipios;1454;Talamanca de Jarama;281;315;
Municipios;1467;Tielmes;145;142;
Municipios;1473;Titulcia;79;82;
Municipios;1489;Torrejón de Ardoz;7922;8050;
Municipios;1505;Torrejón de Velasco;356;352;
Municipios;1492;Torrejón de la Calzada;673;703;
Municipios;1512;Torrelaguna;320;307;
Municipios;1527;Torrelodones;1792;1799;
Municipios;1533;Torremocha de Jarama;59;61;
Municipios;1548;Torres de la Alameda;532;511;
Municipios;9036;Tres Cantos;2822;2914;
Municipios;1551;Valdaracete;31;31;
Municipios;1564;Valdeavero;111;119;
Municipios;1570;Valdelaguna;54;48;
Municipios;1586;Valdemanco;63;67;
Municipios;1599;Valdemaqueda;50;48;
Municipios;1603;Valdemorillo;938;870;
Municipios;1610;Valdemoro;6299;6349;
Municipios;1625;Valdeolmos-Alalpardo;370;385;
Municipios;1631;Valdepiélagos;27;26;
Municipios;1646;Valdetorres de Jarama;277;280;
Municipios;1659;Valdilecha;190;205;
Municipios;1662;Valverde de Alcalá;25;23;
Municipios;1678;Velilla de San Antonio;831;791;
Municipios;1684;Vellón (El);108;120;
Municipios;1697;Venturada;134;147;
Municipios;1718;Villa del Prado;428;415;
Municipios;1701;Villaconejos;193;198;
Municipios;1723;Villalbilla;1029;1086;
Municipios;1739;Villamanrique de Tajo;43;40;
Municipios;1744;Villamanta;162;166;
Municipios;1757;Villamantilla;137;126;
Municipios;1782;Villanueva de Perales;108;109;
Municipios;1760;Villanueva de la Cañada;1658;1671;
Municipios;1776;Villanueva del Pardillo;1668;1573;
Municipios;1795;Villar del Olmo;125;123;
Municipios;1809;Villarejo de Salvanés;475;465;
Municipios;1816;Villaviciosa de Odón;1642;1626;
Municipios;1821;Villavieja del Lozoya;9;8;
Municipios;1837;Zarzalejo;105;106;
