Población.Otros datos de población.Indicadores de población. Grado de envejecimiento de las personas de 65 años y más. Unidad: Porcentaje. Fuente: Dirección General de Economía. Comunidad de Madrid.;
Serie;;;1996;1998;1999;2000;2001;2002;2003;2004;2005;2006;2007;2008;2009;2010;2011;2012;2013;2014;2015;2016;2017;2018;2019;2020;2021;2022
Comunidad de Madrid;;Comunidad de Madrid;13.65;13.67;14.54;14.48;14.55;14.75;14.54;14.56;14.16;14.45;14.24;14.28;14.43;14.68;15.01;15.35;15.75;16.32;16.78;17.05;17.31;17.55;17.72;17.83;17.97;18.31;
Zonas Estadísticas;01;Municipio de Madrid ;17.93;17.88;19.23;19.08;19.12;19.42;19.14;19.04;18.69;19.12;18.76;18.69;18.66;18.81;19.06;19.39;19.70;20.19;20.49;20.46;20.46;20.38;20.27;20.06;20.06;20.30;
Zonas Estadísticas;02;Norte Metropolitano ;6.85;6.90;7.29;7.47;7.75;7.96;8.02;8.25;8.18;8.51;8.67;8.91;9.27;9.70;10.16;10.64;11.19;11.81;12.31;12.79;13.24;13.74;14.11;14.45;14.76;15.23;
Zonas Estadísticas;03;Este Metropolitano  ;6.93;7.29;7.64;7.86;8.03;8.21;8.12;8.36;8.10;8.41;8.43;8.51;8.85;9.21;9.58;9.96;10.45;11.17;11.86;12.48;13.13;13.73;14.32;14.80;15.20;15.72;
Zonas Estadísticas;04;Sur Metropolitano   ;7.21;7.58;8.04;8.30;8.58;8.88;9.02;9.42;9.17;9.61;9.76;10.07;10.55;11.11;11.75;12.32;13.04;13.89;14.66;15.30;15.87;16.50;17.01;17.45;17.84;18.38;
Zonas Estadísticas;05;Oeste Metropolitano ;7.34;7.36;7.64;7.83;7.87;7.93;8.02;8.44;7.97;8.25;8.47;8.80;9.22;9.60;10.12;10.67;11.21;11.86;12.47;13.05;13.51;13.96;14.42;14.80;15.03;15.47;
Zonas Estadísticas;06;Sierra Norte        ;20.69;20.54;20.94;20.57;20.23;20.09;18.85;18.43;17.00;16.29;15.78;15.13;14.87;14.92;14.97;15.15;15.20;15.86;16.24;16.60;16.83;17.09;17.11;17.14;17.08;17.52;
Zonas Estadísticas;07;Nordeste Comunidad  ;10.37;9.85;10.01;9.76;9.63;9.55;8.94;8.73;8.02;7.88;7.62;7.51;7.68;7.89;8.12;8.27;8.60;9.03;9.41;9.86;10.22;10.47;10.84;11.12;11.34;11.58;
Zonas Estadísticas;08;Sudeste Comunidad   ;16.56;16.58;17.27;17.19;17.15;17.00;16.22;16.15;14.76;14.40;13.60;13.17;13.02;12.95;13.02;13.03;13.23;13.65;13.97;14.14;14.25;14.52;14.71;14.86;14.87;15.23;
Zonas Estadísticas;09;Sudoeste Comunidad  ;12.59;11.73;11.98;11.60;11.24;11.09;10.49;10.71;9.76;9.66;9.50;9.70;9.85;9.87;9.89;9.66;9.72;9.96;10.32;10.56;10.83;11.09;11.44;11.74;11.79;12.22;
