Serie;Codigo_municipio;Nombre;['municipio_codigo_ine', 'zona_estadistica_codigo', 'zona_estadistica', 'superficie_km2']
Comunidad de Madrid;;Comunidad de Madrid;0
Municipios;1198;Quijorna;09;Sudoeste Comunidad;25.68;127.80
Municipios;1202;Rascafría;06;Sierra Norte;149.28;11.20
Municipios;1219;Redueña;06;Sierra Norte;13.03;19.03
Municipios;1224;Ribatejada;07;Nordeste Comunidad;32.16;21.83
Municipios;1230;Rivas-Vaciamadrid;03;Este Metropolitano;67.43;1242.28
Municipios;1245;Robledillo de la Jara;06;Sierra Norte;21.02;4.14
Municipios;1258;Robledo de Chavela;10;Sierra Sur;94.15;43.26
Municipios;1261;Robregordo;06;Sierra Norte;18.35;2.40
Municipios;1277;Rozas de Madrid (Las);05;Oeste Metropolitano;58.28;1631.28
Municipios;1283;Rozas de Puerto Real;10;Sierra Sur;29.55;18.07
Municipios;1296;San Agustín del Guadalix;02;Norte Metropolitano;38.22;342.83
Municipios;1300;San Fernando de Henares;03;Este Metropolitano;38.84;1021.65
Municipios;1317;San Lorenzo de El Escorial;11;Sierra Central;56.38;319.69
Municipios;1338;San Martín de Valdeiglesias;10;Sierra Sur;116.42;71.28
Municipios;1322;San Martín de la Vega;04;Sur Metropolitano;105.10;179.11
Municipios;1343;San Sebastián de los Reyes;02;Norte Metropolitano;59.10;1467.12
Municipios;1356;Santa María de la Alameda;10;Sierra Sur;75.66;15.37
Municipios;1369;Santorcaz;08;Sudeste Comunidad;28.22;30.33
Municipios;1375;Santos de la Humosa (Los);08;Sudeste Comunidad;34.82;71.40
Municipios;1381;Serna del Monte (La);06;Sierra Norte;5.52;13.22
Municipios;1408;Serranillos del Valle;09;Sudoeste Comunidad;13.29;298.50
Municipios;1415;Sevilla la Nueva;09;Sudoeste Comunidad;24.74;367.54
Municipios;1436;Somosierra;06;Sierra Norte;20.40;3.77
Municipios;1441;Soto del Real;11;Sierra Central;42.84;200.91
Municipios;1454;Talamanca de Jarama;07;Nordeste Comunidad;38.48;92.85
Municipios;1467;Tielmes;08;Sudeste Comunidad;26.58;98.19
Municipios;1473;Titulcia;08;Sudeste Comunidad;10.11;126.01
Municipios;1489;Torrejón de Ardoz;03;Este Metropolitano;32.42;3948.58
Municipios;1505;Torrejón de Velasco;09;Sudoeste Comunidad;52.16;81.69
Municipios;1492;Torrejón de la Calzada;09;Sudoeste Comunidad;8.97;938.46
Municipios;1512;Torrelaguna;06;Sierra Norte;43.06;109.43
Municipios;1527;Torrelodones;05;Oeste Metropolitano;21.67;1067.28
Municipios;1533;Torremocha de Jarama;06;Sierra Norte;18.86;49.95
Municipios;1548;Torres de la Alameda;08;Sudeste Comunidad;43.34;180.55
Municipios;9036;Tres Cantos;02;Norte Metropolitano;37.95;1213.33
Municipios;1551;Valdaracete;08;Sudeste Comunidad;63.80;10.08
Municipios;1564;Valdeavero;07;Nordeste Comunidad;18.71;77.50
Municipios;1570;Valdelaguna;08;Sudeste Comunidad;42.26;20.52
Municipios;1586;Valdemanco;06;Sierra Norte;17.79;51.49
Municipios;1599;Valdemaqueda;10;Sierra Sur;51.79;14.83
Municipios;1603;Valdemorillo;11;Sierra Central;93.80;131.13
Municipios;1610;Valdemoro;04;Sur Metropolitano;64.16;1152.99
Municipios;1625;Valdeolmos-Alalpardo;07;Nordeste Comunidad;25.84;151.16
Municipios;1631;Valdepiélagos;07;Nordeste Comunidad;17.66;33.24
Municipios;1646;Valdetorres de Jarama;07;Nordeste Comunidad;35.07;123.07
Municipios;1659;Valdilecha;08;Sudeste Comunidad;42.57;64.72
Municipios;1662;Valverde de Alcalá;08;Sudeste Comunidad;13.74;31.08
Municipios;1678;Velilla de San Antonio;03;Este Metropolitano;14.37;842.80
Municipios;1684;Vellón (El);06;Sierra Norte;33.49;54.76
Municipios;1697;Venturada;06;Sierra Norte;10.22;198.83
Municipios;1718;Villa del Prado;09;Sudoeste Comunidad;77.27;82.01
Municipios;1701;Villaconejos;08;Sudeste Comunidad;33.27;100.69
Municipios;1723;Villalbilla;08;Sudeste Comunidad;34.72;375.52
Municipios;1739;Villamanrique de Tajo;08;Sudeste Comunidad;29.58;23.46
Municipios;1744;Villamanta;09;Sudoeste Comunidad;63.23;39.40
Municipios;1757;Villamantilla;09;Sudoeste Comunidad;23.92;57.78
Municipios;1782;Villanueva de Perales;09;Sudoeste Comunidad;31.43;48.33
Municipios;1760;Villanueva de la Cañada;05;Oeste Metropolitano;34.76;584.58
Municipios;1776;Villanueva del Pardillo;11;Sierra Central;25.43;669.48
Municipios;1795;Villar del Olmo;08;Sudeste Comunidad;27.78;71.89
Municipios;1809;Villarejo de Salvanés;08;Sudeste Comunidad;119.00;60.88
Municipios;1816;Villaviciosa de Odón;05;Oeste Metropolitano;68.20;403.28
Municipios;1821;Villavieja del Lozoya;06;Sierra Norte;23.30;11.46
Municipios;1837;Zarzalejo;10;Sierra Sur;20.18;79.09
