Mercado de trabajo.Relación con la actividad económica.Trabajadores afiliados.Por municipio de residencia.Total. Total afiliados a la Seguridad Social residentes. Unidad: Número. Fuente: Dinámica de la Ocupación. Dirección General de Economía. Afiliados y Cuentas de Cotización de la Tesorería General de la Seguridad Social.;
Serie;;;2014;2015;2016;2017;2018;2019;2020;2021;2022;2023
Comunidad de Madrid;;Comunidad de Madrid;2706030;2783173;2888848;2985347;3103920;3230184;3311760;3240328;3405633;3537654;
Zonas Estadísticas;01;Municipio de Madrid ;1251319;1265502;1295730;1322543;1363946;1408793;1436912;1393758;1451234;1494001;
Zonas Estadísticas;02;Norte Metropolitano ;127822;131508;136135;139765;144699;150079;153661;150221;156377;161578;
Zonas Estadísticas;03;Este Metropolitano  ;238564;246265;255078;263119;271968;280281;285262;278255;289050;295738;
Zonas Estadísticas;04;Sur Metropolitano   ;471895;483449;499631;513277;530349;546833;555910;541963;563029;576837;
Zonas Estadísticas;05;Oeste Metropolitano ;172977;178165;184013;189056;195364;202716;207867;205270;214784;221664;
Zonas Estadísticas;06;Sierra Norte        ;12515;12825;13237;13829;14445;15015;15561;15401;16274;16744;
Zonas Estadísticas;07;Nordeste Comunidad  ;18892;19694;20772;21778;22719;23965;24770;24476;26038;26988;
Zonas Estadísticas;08;Sudeste Comunidad   ;31085;32575;34417;36210;37860;39468;40454;40144;42272;43483;
Zonas Estadísticas;09;Sudoeste Comunidad  ;38848;41125;43543;45870;48398;50948;53092;53024;56122;58813;
Zonas Estadísticas;10;Sierra Sur          ;8893;9226;9595;10074;10580;11290;11679;11573;12317;12737;
Zonas Estadísticas;11;Sierra Central      ;56831;58671;60994;63302;65829;68739;70285;69493;72602;75106;
Zonas Estadísticas;99;Sin Zona asignada   ;276389;304168;335703;366524;397763;432057;456307;456750;505534;553965;
Municipios;0014;Acebeda (La);84;78;71;63;57;52;41;38;35;33;
Municipios;0029;Ajalvir;1483;1524;1583;1599;1683;1771;1818;1772;1874;1974;
Municipios;0035;Alameda del Valle;73;72;76;75;69;75;78;77;82;79;
Municipios;0040;Alamo (El);2510;2692;2737;2845;3009;3165;3305;3242;3436;3593;
Municipios;0053;Alcalá de Henares;68767;70580;72430;74460;76699;78852;79950;78031;80228;81965;
Municipios;0066;Alcobendas;45360;46261;47802;48978;50518;52431;53468;51948;53779;55382;
Municipios;0072;Alcorcón;64297;65299;67145;68563;70309;72140;73359;71523;73991;75818;
Municipios;0088;Aldea del Fresno;634;644;671;719;740;812;849;858;911;938;
Municipios;0091;Algete;7767;8067;8286;8457;8760;9040;9238;8967;9416;9592;
Municipios;0105;Alpedrete;4802;4984;5191;5397;5614;5812;5966;5885;6158;6282;
Municipios;0112;Ambite;201;202;195;197;212;216;203;196;209;208;
Municipios;0127;Anchuelo;364;385;411;434;440;446;457;433;457;485;
Municipios;0133;Aranjuez;16579;17012;17423;17943;18800;19782;19991;19840;20724;21311;
Municipios;0148;Arganda del Rey;18967;19538;20586;21497;22292;23234;23781;23258;24433;24982;
Municipios;0151;Arroyomolinos;7473;8224;8830;9476;10180;10891;11521;11591;12431;13202;
Municipios;0164;Atazar (El);46;46;45;43;44;48;45;44;42;34;
Municipios;0170;Batres;509;501;504;530;546;549;550;583;618;635;
Municipios;0186;Becerril de la Sierra;1720;1794;1860;1903;2020;2105;2196;2183;2336;2435;
Municipios;0199;Belmonte de Tajo;535;559;577;630;642;647;649;670;672;682;
Municipios;0210;Berrueco (El);161;163;163;200;192;199;219;217;233;234;
Municipios;0203;Berzosa del Lozoya;86;75;74;73;64;62;58;59;57;59;
Municipios;0225;Boadilla del Monte;16573;17251;17966;18581;19413;20407;21337;21560;23296;24578;
Municipios;0231;Boalo (El);2341;2438;2515;2587;2725;2870;3033;3018;3177;3237;
Municipios;0246;Braojos;109;109;112;108;103;105;103;102;109;105;
Municipios;0259;Brea de Tajo;197;189;199;186;190;187;192;180;177;175;
Municipios;0262;Brunete;3482;3668;3904;4022;4177;4335;4409;4350;4572;4689;
Municipios;0278;Buitrago del Lozoya;744;757;763;773;800;811;832;811;838;828;
Municipios;0284;Bustarviejo;746;743;768;806;847;884;921;931;966;992;
Municipios;0297;Cabanillas de la Sierra;276;269;280;284;269;296;309;299;320;337;
