Población.Otros datos de población.Indicadores de población. Densidad de población. Unidad: Habitantes/km2. Fuente: Dirección General de Economía de la Comunidad de Madrid.;
Serie;;;1985;1986;1987;1988;1989;1990;1991;1992;1993;1994;1995;1996;1998;1999;2000;2001;2002;2003;2004;2005;2006;2007;2008;2009;2010;2011;2012;2013;2014;2015;2016;2017;2018;2019;2020;2021;2022;2023
Municipios;0301;Cabrera (La);38.39;36.07;36.07;35.94;37.37;40.31;45.40;47.01;50.09;52.95;56.21;59.69;67.72;71.03;75.40;81.56;85.85;89.78;95.49;99.02;100.31;103.30;108.13;111.29;112.36;114.71;115.75;117.92;116.88;116.16;115.52;115.97;117.92;120.35;123.47;125.27;127.48;130.78;
Municipios;0318;Cadalso de los Vidrios;45.34;42.84;43.05;43.03;43.97;43.97;43.82;44.29;44.98;45.25;46.05;46.58;47.25;46.70;47.23;48.55;48.93;51.49;53.57;56.49;57.58;60.17;60.99;60.99;61.50;60.71;61.50;60.89;57.66;57.80;58.24;63.78;63.69;63.48;63.65;67.41;67.16;67.22;
Municipios;0323;Camarma de Esteruelas;38.87;37.09;37.15;38.45;38.70;39.12;39.49;40.96;46.55;52.77;57.60;58.93;63.14;65.34;67.54;71.84;83.33;101.10;121.75;136.05;150.20;162.68;174.01;182.06;187.73;189.78;193.35;198.67;200.17;202.61;200.23;201.19;205.23;208.35;211.22;214.03;215.42;221.02;
Municipios;0339;Campo Real;32.46;32.92;33.05;33.57;33.61;34.62;34.81;35.36;36.16;36.97;38.20;41.30;41.41;42.85;44.33;46.01;48.25;53.65;57.44;61.09;66.84;72.38;78.85;82.45;85.39;88.14;91.70;92.46;93.43;94.71;95.26;96.99;98.29;100.47;103.87;104.11;107.78;108.57;
Municipios;0344;Canencia;8.69;8.75;8.80;8.82;8.73;8.44;8.24;8.35;8.69;8.43;8.46;8.99;8.69;8.43;8.37;7.67;8.54;9.15;8.67;8.61;7.65;9.39;9.89;9.92;9.30;9.25;8.93;8.91;8.78;8.56;8.32;8.27;7.81;8.25;8.25;8.43;8.43;8.56;
Municipios;0357;Carabaña;23.49;21.64;21.72;22.18;22.02;22.18;21.66;22.54;23.21;23.53;23.63;22.33;21.11;24.14;23.49;24.79;25.23;27.84;29.56;31.11;32.06;35.53;38.47;40.13;41.77;42.71;43.05;42.31;41.49;42.31;40.86;40.70;39.96;42.16;43.65;45.48;46.86;47.95;
Municipios;0360;Casarrubuelos;103.58;100.00;98.87;97.17;94.72;98.87;101.89;104.34;111.32;111.32;111.70;117.36;126.04;126.04;137.92;165.09;205.66;275.47;340.57;403.96;486.04;546.04;574.34;577.74;589.89;603.75;614.04;629.40;647.94;664.42;672.10;683.52;694.19;707.49;720.04;739.70;746.63;767.60;
Municipios;0376;Cenicientos;35.61;31.90;31.81;31.59;31.05;30.44;26.70;26.56;26.76;26.86;27.63;28.12;27.47;27.41;27.37;26.95;27.68;27.30;27.80;28.55;28.85;29.71;30.25;30.65;30.79;30.58;30.91;30.63;30.36;29.81;29.09;29.06;29.00;29.78;29.85;30.44;30.47;30.58;
Municipios;0382;Cercedilla;107.51;106.68;108.16;108.30;108.38;110.89;108.27;112.29;121.28;127.71;132.57;141.09;148.83;153.30;157.65;162.74;168.63;175.89;181.54;187.09;190.00;189.19;194.69;196.17;198.24;197.65;195.36;192.67;191.02;189.63;188.79;191.64;194.30;196.48;201.48;204.56;210.49;213.98;
Municipios;0395;Cervera de Buitrago;8.25;7.92;7.92;7.83;7.83;7.33;6.92;7.58;7.33;7.67;8.50;8.08;8.00;7.50;7.08;7.33;9.00;10.75;10.67;11.17;12.50;12.25;11.83;13.00;15.67;16.19;15.84;15.58;15.06;14.20;13.59;13.51;12.90;12.99;14.03;13.68;14.37;14.20;
Municipios;0513;Chapinería;26.10;29.84;29.96;30.24;30.91;31.42;35.71;36.93;38.43;41.61;42.76;45.08;48.62;51.34;53.54;56.65;60.31;63.78;67.95;70.47;70.39;75.47;76.34;81.14;83.49;84.19;83.92;85.84;83.72;84.43;86.62;87.05;87.64;91.08;94.44;97.54;98.12;101.64;
Municipios;0528;Chinchón;34.67;34.94;34.97;34.72;34.56;34.45;34.06;34.21;34.97;35.53;36.12;33.21;33.27;34.43;35.96;36.84;37.50;39.48;40.88;42.00;42.65;43.75;44.79;45.80;46.11;46.50;46.63;46.84;47.00;46.91;45.68;45.22;45.21;46.00;46.71;47.84;48.95;48.93;
Municipios;0409;Ciempozuelos;215.65;203.15;205.06;209.48;209.64;213.08;217.32;219.80;228.13;237.06;245.81;250.91;260.77;266.75;273.47;285.69;303.93;323.75;336.29;358.25;378.31;403.43;428.55;446.21;458.72;472.85;480.18;484.92;480.64;479.77;481.33;480.60;487.69;497.91;508.28;507.59;510.31;519.78;
Municipios;0416;Cobeña;36.01;40.00;41.83;42.64;47.79;48.46;56.35;58.89;62.12;68.37;79.90;99.71;112.45;126.15;134.18;147.12;156.39;173.03;180.96;193.17;206.39;232.88;259.90;279.71;296.20;315.23;327.87;335.61;332.58;335.56;336.81;344.21;349.83;356.94;359.73;356.75;361.56;370.11;
Municipios;0468;Collado Mediano;78.63;75.13;75.31;77.96;82.08;88.98;106.59;110.04;123.85;135.84;153.81;162.88;160.66;192.08;200.40;210.88;225.44;235.27;249.47;258.05;272.52;272.52;284.38;286.42;293.88;297.61;301.53;303.74;305.27;297.12;296.40;300.14;305.31;313.28;319.90;330.84;335.66;336.02;
Municipios;0474;Collado Villalba;828.68;769.66;790.08;851.13;912.34;976.94;994.57;1051.06;1172.42;1269.17;1359.66;1394.34;1482.83;1542.34;1676.11;1693.28;1844.72;2009.29;2011.71;2081.15;2066.79;2098.65;2168.97;2183.61;2375.10;2418.64;2456.58;2485.49;2481.64;2460.59;2442.39;2464.39;2500.95;2524.94;2552.66;2549.44;2571.09;2627.28;
Municipios;0455;Colmenar Viejo;120.41;133.76;137.54;149.55;159.47;168.52;109.76;135.35;142.79;148.89;154.05;155.22;134.61;142.61;177.76;187.26;195.31;203.94;212.85;216.75;223.87;225.98;233.57;239.32;242.85;248.49;253.15;256.61;259.29;260.14;262.43;265.68;270.51;277.36;283.85;286.73;291.38;301.13;
Municipios;0437;Colmenar de Oreja;45.02;45.33;45.55;45.94;46.30;46.40;45.57;46.07;46.74;46.93;47.59;48.96;48.21;47.45;42.85;43.93;43.17;49.54;52.55;54.62;57.38;60.62;64.35;66.17;66.42;66.27;66.69;66.63;66.51;63.84;62.85;61.77;62.50;63.53;64.49;66.61;67.71;69.21;
Municipios;0421;Colmenar del Arroyo;8.66;8.10;8.10;8.10;8.10;8.58;9.74;10.49;11.64;13.48;15.24;16.13;16.86;17.04;17.23;18.04;18.99;20.34;21.88;23.06;24.25;25.06;26.64;27.19;29.32;30.78;31.74;32.06;32.06;32.67;33.10;33.10;34.17;34.98;36.20;38.11;39.32;39.63;
Municipios;0442;Colmenarejo;53.88;53.00;53.38;54.92;57.51;61.99;75.96;79.15;85.43;91.77;96.88;112.24;119.72;126.62;138.64;156.72;175.71;196.69;211.14;222.33;230.54;239.62;251.48;259.68;270.63;272.67;277.87;283.14;283.62;283.62;283.97;286.19;289.65;289.84;293.02;298.86;302.98;306.51;
Municipios;0480;Corpa;14.83;13.82;13.82;13.78;14.29;14.29;13.63;13.55;13.90;13.86;14.48;14.83;14.09;13.75;13.67;16.14;17.45;17.80;19.58;19.31;19.38;19.42;20.85;21.58;22.84;24.42;24.77;25.35;25.85;25.77;25.89;26.35;26.85;27.47;27.85;28.58;29.74;30.66;
Municipios;0493;Coslada;5206.00;5402.17;5466.50;5730.42;5881.00;6104.33;6155.50;6272.50;6532.00;6603.33;6590.33;6333.42;6144.33;6378.17;6421.42;6564.50;6655.17;6848.00;6868.17;6907.83;6936.08;7206.50;7493.17;7523.33;7582.54;7635.99;7633.58;7599.75;7385.45;7225.19;7026.85;6900.33;6804.66;6788.11;6765.67;6765.42;6698.09;6662.18;
Municipios;0506;Cubas de la Sagra;64.38;64.84;65.70;65.94;66.41;67.42;70.00;71.56;77.89;85.16;89.22;89.77;109.14;122.11;131.95;140.08;162.11;189.14;206.02;222.73;247.19;287.27;321.02;351.48;367.67;387.91;413.33;428.29;444.81;455.43;462.87;473.80;489.15;497.13;506.90;512.17;518.76;527.67;
Municipios;0534;Daganzo de Arriba;27.31;26.62;27.44;29.77;32.05;35.14;37.15;38.45;41.42;44.52;47.72;55.46;69.43;79.52;87.44;96.07;107.88;121.16;144.09;157.28;167.58;180.25;193.90;200.73;206.93;213.35;220.07;225.44;226.54;228.34;229.77;232.09;231.61;234.92;237.96;242.36;244.77;244.04;
Municipios;0549;Escorial (El);97.05;89.22;90.64;96.15;100.81;105.45;100.52;106.88;117.59;126.58;132.89;124.33;137.27;146.12;153.33;162.92;173.14;184.14;188.59;200.12;205.13;210.64;216.18;217.72;219.53;219.30;220.30;220.82;221.51;222.93;223.25;226.13;230.19;234.84;237.79;242.39;243.14;246.70;
Municipios;0552;Estremera;13.87;13.87;14.01;13.79;13.32;13.55;13.35;13.49;13.58;13.93;13.81;13.60;13.24;12.69;13.00;13.26;13.58;14.35;14.61;16.18;16.40;18.79;19.17;19.19;19.04;18.81;18.76;18.54;17.80;17.05;16.65;15.92;15.61;15.91;16.84;17.41;17.78;18.30;
Municipios;0565;Fresnedillas de la Oliva;15.14;14.61;14.65;14.72;14.82;15.07;16.24;16.28;17.30;19.36;20.71;22.52;24.01;24.72;27.27;30.32;33.87;38.33;38.90;40.57;42.34;46.03;49.36;49.50;53.03;55.63;56.02;55.49;54.36;54.68;54.43;54.54;54.68;55.31;58.09;60.98;62.67;63.30;
Municipios;0571;Fresno de Torote;4.84;5.06;5.13;5.76;5.70;5.70;7.18;7.85;10.00;13.83;14.84;15.79;17.03;17.03;20.35;22.85;25.66;29.46;41.90;46.93;50.98;56.27;63.86;65.63;64.92;64.22;65.73;64.29;63.56;64.22;64.32;66.55;68.63;69.89;72.34;75.90;76.71;78.92;
Municipios;0587;Fuenlabrada;3031.06;3096.85;3171.89;3330.03;3519.95;3656.23;3739.61;3818.60;4009.51;4088.17;4149.17;4226.54;4327.08;4423.07;4433.37;4546.45;4585.08;4794.97;4909.64;4977.83;4941.71;4952.60;4969.16;5046.84;5074.55;5064.01;5053.10;5037.49;4995.26;4977.81;4952.08;4964.78;4937.16;4940.07;4960.83;4912.32;4851.19;4827.52;
